,I-P01,I-P07,I-P11,I-S07,I-S29,I-S34,I-W31,I-W32,I-W33,S-P03,S-P09,S-P12,S-S05,S-S08,S-S32,S-W20,S-W36,S-W37,8I-P0,8I-P1,8I-S0,8I-S2,8I-S3,8I-W3,8S-P0,8S-P1,8S-S0,8S-S3,8S-W2,8S-W3
Bacteria;Bacteroidetes;NA;NA;NA;NA;NA;,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50.000000,33.333336,41.666664,27.272728,66.666672,30.000002,80.000000,100.000000,28.571430,22.222223,62.500000,20.000000
Bacteria;Firmicutes;NA;NA;NA;NA;NA;,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.000000,50.000000,0,18.181818,0,10.000000,23.076923,0,28.571430,0,12.500000,40.000000
Viruses,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
cannot be assigned to a (non-viral) phylum,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
unclassified,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.000000,16.666667,58.333331,54.545456,33.333334,60.000002,20.000000,0.000000,42.857143,77.777779,25.000000,40.000001
