"","X","I.P01","I.P07","I.P11","I.S07","I.S29","I.S34","I.W31","I.W32","I.W33","S.P03","S.P09","S.P12","S.S05","S.S08","S.S32","S.W36","S.W37","S.W20"
"1","Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;NA;NA;","13.043478","17.948719","20.454546","20.338982","24.489796","31.578945","22","19.354837","18.367348","30.882353","22","13.043478","17.5","26.666668","25","19.642857","14.814815","29.411766"
"2","Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;NA;NA;","7.246377","10.256411","0","6.779661","4.081633","7.894736","6","6.451612","6.122449","2.941176","2","6.521739","3.75","2.222222","7.142858","3.571429","7.407407","17.647058"
"3","Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Prevotellaceae;NA;NA;","5.797101","5.128205","18.181818","8.474577","8.163265","15.789473","0","3.225806","4.081633","8.823529","10","6.521739","6.25","6.666667","7.142858","1.785714","0","8.823529"
"4","Bacteria;Firmicutes;Clostridia;Clostridiales;Clostridiaceae;NA;NA;","4.347826","5.128205","0","1.694915","0","0","4","3.225806","2.040816","1.470588","2","0","1.25","0","7.142858","0","0","5.882353"
"5","Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Rikenellaceae;NA;NA;","4.347826","2.564103","2.272727","3.389831","4.081633","5.263158","2","0","0","1.470588","4","4.347826","8.75","4.444445","17.857143","0","3.703704","8.823529"
"6","Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Tannerellaceae;NA;NA;","4.347826","2.564103","4.545455","3.389831","4.081633","0","2","9.677419","4.081633","5.882353","6","2.173913","2.5","2.222222","3.571429","10.714286","3.703704","2.941176"
"7","Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;NA;NA;","2.898551","0","2.272727","1.694915","0","0","14","6.451612","8.163265","1.470588","2","2.173913","3.75","8.888889","7.142858","8.928572","7.407407","2.941176"
"8","Bacteria;Verrucomicrobia;Verrucomicrobiae;Verrucomicrobiales;Akkermansiaceae;NA;NA;","2.898551","0","0","3.389831","4.081633","2.631579","0","3.225806","2.040816","0","2","2.173913","1.25","2.222222","0","1.785714","3.703704","0"
"9","Bacteria;Firmicutes;Clostridia;Clostridiales;Oscillospiraceae;NA;NA;","1.449275","0","0","0","0","2.631579","0","0","2.040816","0","0","0","1.25","0","0","0","0","2.941176"
"11","Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Muribaculaceae;NA;NA;","1.449275","5.128205","6.818182","1.694915","2.040816","5.263158","2","0","2.040816","1.470588","4","0","1.25","4.444445","0","1.785714","0","0"
"15","Bacteria;Bacteroidetes;Sphingobacteriia;Sphingobacteriales;Sphingobacteriaceae;NA;NA;","0","2.564103","0","0","4.081633","0","0","3.225806","0","0","0","2.173913","0","0","0","0","3.703704","0"
"16","Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Odoribacteraceae;NA;NA;","0","2.564103","2.272727","3.389831","2.040816","2.631579","2","3.225806","2.040816","1.470588","2","2.173913","2.5","0","0","0","7.407407","2.941176"
"20","Bacteria;Proteobacteria;Gammaproteobacteria;Pasteurellales;Pasteurellaceae;NA;NA;","0","0","0","1.694915","0","0","0","0","2.040816","0","0","0","0","2.222222","0","0","0","0"
"14","Unclassified","52.173914","46.153843","43.181818","44.067796","42.857142","26.315793","46","41.93549","46.938776","44.117649","44","58.695653","50","39.999998","24.999996","51.785714","48.148148","17.647061"
