"","X","I.P01","I.P07","I.P11","I.S07","I.S29","I.S34","I.W31","I.W32","I.W33","S.P03","S.P09","S.P12","S.S05","S.S08","S.S32","S.W36","S.W37","S.W20"
"4","Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella;NA;","0","100","0","0","0","0","0","0","0","0","100","0","0","50","0","0","0","0"
"5","Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Paludibacteraceae;Paludibacter;NA;","0","0","66.666672","25","0","50","0","33.333336","0","25","0","0","25","50","100","50","0","0"
"6","Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;NA;","0","0","0","0","0","0","0","66.666672","0","25","0","0","25","0","0","0","0","0"
"4.1","Unclassified","100","0","33.333328","75","100","50","100","-8.00000000822365e-06","100","50","0","100","50","0","0","50","100","100"
