"","X","I.P01","I.P07","I.P11","I.S07","I.S29","I.S34","I.W31","I.W32","I.W33","S.P03","S.P09","S.P12","S.S05","S.S08","S.S32","S.W36","S.W37","S.W20"
"1","Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;NA;NA;NA;","33.035713","55.555557","52.307693","35.714287","46.153847","50.909088","33.333336","53.846157","44.615383","38.834949","50.537636","29.487181","35.036495","54.098362","62.5","57.14286","33.333336","40.625"
"2","Bacteria;Firmicutes;Clostridia;Clostridiales;NA;NA;NA;","33.035713","23.809525","24.615385","29.591837","30.769232","21.818182","35.416664","28.20513","26.153847","30.097088","17.204302","42.307693","33.576645","18.032785","18.75","17.142859","47.619049","56.25"
"3","Bacteria;Firmicutes;Bacilli;Bacillales;NA;NA;NA;","2.678571","1.587302","1.538462","4.081633","2.564103","1.818182","2.083333","2.564103","3.076923","4.854369","5.376344","2.564103","4.379562","3.278688","2.083333","8.571429","0","0"
"4","Bacteria;Firmicutes;Bacilli;Lactobacillales;NA;NA;NA;","2.678571","1.587302","0","1.020408","0","0","0","0","0","0","1.075269","0","0","0","0","0","0","0"
"8","Bacteria;Thermotogae;Thermotogae;Petrotogales;NA;NA;NA;","0.892857","0","0","1.020408","0","0","0","0","0","0.970874","0","0","0","0","0","0","0","0"
"12","Bacteria;Firmicutes;Clostridia;Thermoanaerobacterales;NA;NA;NA;","0","1.587302","0","0","0","1.818182","0","0","0","0","0","2.564103","0","0","0","0","0","0"
"13","Bacteria;Bacteroidetes;Sphingobacteriia;Sphingobacteriales;NA;NA;NA;","0","1.587302","1.538462","2.040816","0","1.818182","0","0","0","0.970874","1.075269","1.282051","0.729927","0","4.166667","0","0","0"
"15","Bacteria;Bacteroidetes;Bacteroidia;Marinilabiliales;NA;NA;NA;","0","0","1.538462","0","0","1.818182","2.083333","0","1.538462","0","0","0","0.729927","0","0","2.857143","0","0"
"16","Bacteria;Actinobacteria;Actinobacteria;Micrococcales;NA;NA;NA;","0","0","0","1.020408","0","0","2.083333","0","0","0","0","0","0.729927","0","2.083333","0","0","0"
"17","Bacteria;Actinobacteria;Actinobacteria;Streptosporangiales;NA;NA;NA;","0","0","0","0","1.282051","1.818182","0","0","0","0","0","1.282051","0","0","0","0","0","0"
"11","Unclassified","27.678575","14.28571","18.461536","25.510203","19.230767","18.18182","25.000001","15.38461","24.615385","24.271846","24.73118","20.512818","24.817517","24.590165","10.416667","14.285709","19.047615","3.125"
