"","X","I.P01","I.P07","I.P11","I.S07","I.S29","I.S34","I.W31","I.W32","I.W33","S.P03","S.P09","S.P12","S.S05","S.S08","S.S32","S.W36","S.W37","S.W20"
"1","Bacteria;Firmicutes;Clostridia;Clostridiales;NA;NA;NA;","55.045872","57.14286","62.5","59.223301","57.8125","51.428574","65.853661","54.838711","63.636364","55.737705","66.666672","61.111111","61.538464","66.666672","57.446808","67.85714","61.904762","86.111107"
"2","Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;NA;NA;NA;","2.752294","3.174603","3.571429","2.912621","7.8125","8.571429","4.878048","6.451612","6.818182","8.196721","4.761905","3.333333","2.564103","4.444445","10.638298","7.142858","9.523809","8.333334"
"4","Bacteria;Firmicutes;Bacilli;Bacillales;NA;NA;NA;","0.917431","1.587302","1.785714","3.883495","1.5625","1.428571","0","3.225806","2.272727","4.918033","0","4.444445","0.854701","4.444445","2.12766","3.571429","0","0"
"5","Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;NA;NA;NA;","0.917431","0","0","0","1.5625","0","2.439024","0","0","0","0","1.111111","0.854701","0","2.12766","0","0","0"
"6","Bacteria;Bacteroidetes;Flavobacteriia;Flavobacteriales;NA;NA;NA;","0.917431","0","0","0.970874","0","0","0","0","0","1.639344","0","1.111111","0","0","2.12766","0","0","0"
"7","Bacteria;Thermotogae;Thermotogae;Petrotogales;NA;NA;NA;","0.917431","0","0","0","1.5625","0","0","0","2.272727","0","0","1.111111","0.854701","0","0","0","0","0"
"11","Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;NA;NA;NA;","0","1.587302","0","0","1.5625","1.428571","0","0","0","0","0","1.111111","0","0","0","0","0","0"
"12","Bacteria;Actinobacteria;Actinobacteria;Micrococcales;NA;NA;NA;","0","1.587302","0","0","0","0","0","0","0","1.639344","0","0","0","2.222222","0","0","0","0"
"13","Bacteria;Bacteroidetes;Chitinophagia;Chitinophagales;NA;NA;NA;","0","0","1.785714","0","0","1.428571","0","0","0","0","0","0","0","0","0","3.571429","0","0"
"16","Bacteria;Firmicutes;Bacilli;Lactobacillales;NA;NA;NA;","0","0","0","0.970874","0","0","0","0","2.272727","0","0","1.111111","1.709402","0","0","0","4.761905","0"
"11.1","Unclassified","38.53211","34.920631","30.357143","32.038835","28.125","35.714284","26.829267","35.483871","22.727273","27.868853","28.571423","25.555556","31.623928","22.222216","25.531914","17.857144","23.809524","5.55555899999999"
