"","X","I.P01","I.P07","I.P11","I.S07","I.S29","I.S34","I.W31","I.W32","I.W33","S.P03","S.P09","S.P12","S.S05","S.S08","S.S32","S.W36","S.W37","S.W20"
"1","Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Muribaculaceae;NA;NA;","12.578617","15.909091","11.650486","9.770115","9.523809","6.61157","14.606741","12.857143","10.15625","14.423077","16.153847","6.20155","7.296137","15.044249","8.695652","14.893617","6.097561","11.627908"
"2","Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Rikenellaceae;NA;NA;","7.54717","7.575758","8.737864","4.597701","8.333334","9.090909","7.865169","2.857143","9.375","2.884615","5.384615","5.426357","7.296137","7.079646","9.565217","12.765958","20.731707","9.302325"
"3","Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Prevotellaceae;NA;NA;","6.918239","9.848485","8.737864","4.597701","8.333334","9.917356","3.370786","7.142858","5.46875","11.538462","11.538462","8.527132","7.725322","8.849558","7.826087","4.255319","7.317073","4.651163"
"4","Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;NA;NA;","6.289309","6.060606","12.62136","5.172414","8.333334","10.743801","10.112359","11.428572","8.59375","11.538462","9.230769","6.976745","6.866953","7.964602","10.434782","10.638298","8.536586","23.255816"
"5","Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;NA;NA;","6.289309","2.272727","0.970874","1.149425","1.190476","0.826446","1.123595","1.428571","0.78125","2.884615","0","4.651163","4.72103","0.884956","3.478261","0","1.219512","4.651163"
"6","Bacteria;Firmicutes;Clostridia;Clostridiales;Clostridiaceae;NA;NA;","2.515723","0","1.941748","3.448276","1.785714","2.479339","2.247191","0","0.78125","0.961538","0.769231","0","3.862661","0","2.608696","3.191489","2.439024","0"
"7","Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;NA;NA;","1.886792","0.757576","1.941748","0.574713","1.190476","4.132231","4.494382","1.428571","0.78125","0.961538","1.538462","6.20155","4.72103","1.769912","0","1.06383","0","0"
"8","Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Tannerellaceae;NA;NA;","1.886792","1.515152","0.970874","1.149425","0.595238","0","0","5.714286","0","1.923077","2.307692","1.550388","0.858369","1.769912","0","2.12766","4.878048","4.651163"
"9","Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;Rhodospirillaceae;NA;NA;","1.257862","2.272727","0","2.298851","0","0","0","0","0","0","0","1.550388","0.429185","0","0","0","0","0"
"10","Bacteria;Firmicutes;Clostridia;Clostridiales;Eubacteriaceae;NA;NA;","1.257862","0.757576","0.970874","0.574713","0.595238","0","0","1.428571","0","0.961538","0.769231","0.775194","1.716738","0.884956","0","0","0","0"
"12","Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Porphyromonadaceae;NA;NA;","0.628931","0","0","0","0.595238","0","0","2.857143","1.5625","0.961538","0","0","0","0","0.869565","1.06383","0","2.325581"
"13","Bacteria;Firmicutes;Bacilli;Bacillales;Bacillaceae;NA;NA;","0.628931","0.757576","0.970874","0","0","0","0","0","0","0.961538","0","0.775194","0.858369","0.884956","0.869565","0","0","0"
"15","Bacteria;Proteobacteria;Deltaproteobacteria;Desulfovibrionales;Desulfovibrionaceae;NA;NA;","0.628931","4.545455","5.825243","2.298851","1.190476","4.958678","5.617978","10","3.90625","0","3.076923","2.325581","0.858369","1.769912","1.73913","3.191489","1.219512","0"
"16","Bacteria;Bacteroidetes;Cytophagia;Cytophagales;Cyclobacteriaceae;NA;NA;","0.628931","0","0","0.574713","0","0","0","0","0","0","0","0","0","0.884956","0","0","0","0"
"17","Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Barnesiellaceae;NA;NA;","0.628931","0.757576","0.970874","0.574713","0","0","0","0","0","0.961538","0","0","0.429185","0.884956","0","0","0","0"
"21","Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Odoribacteraceae;NA;NA;","0","1.515152","0","1.724138","2.976191","0","1.123595","1.428571","5.46875","1.923077","3.846154","2.325581","3.004292","0","0","5.319149","8.536586","6.976745"
"23","Bacteria;Spirochaetes;Spirochaetia;Brachyspirales;Brachyspiraceae;NA;NA;","0","0.757576","0","2.298851","0","0","0","0","0","0","0.769231","0","0.429185","0","0","1.06383","0","0"
"24","Bacteria;Proteobacteria;Epsilonproteobacteria;Campylobacterales;Campylobacteraceae;NA;NA;","0","0","0.970874","0","1.190476","0.826446","0","0","0","0","0","0","0","0","0.869565","0","1.219512","0"
"26","Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;NA;NA;","0","0","0","0","1.190476","0.826446","0","0","0","0","0","0","0.858369","0","0","0","0","0"
"29","Bacteria;Firmicutes;Negativicutes;Selenomonadales;Selenomonadaceae;NA;NA;","0","0","0","0","0","2.479339","0","0","0","0","0","0.775194","0","0","0.869565","0","0","0"
"31","Bacteria;Firmicutes;Clostridia;Clostridiales;Clostridiales Family XIII. Incertae Sedis;NA;NA;","0","0","0","0","0","0.826446","2.247191","4.285715","1.5625","0","0","0.775194","0.429185","0","0","2.12766","0","2.325581"
"22","Unclassified","48.42767","44.696967","42.718443","59.1954","52.97619","46.280993","47.191013","37.142856","51.5625","47.115387","44.615383","51.162789","47.639484","51.327429","52.173915","38.297871","37.804879","30.232555"
