"","X","I.P01","I.P07","I.P11","I.S07","I.S29","I.S34","I.W31","I.W32","I.W33","S.P03","S.P09","S.P12","S.S05","S.S08","S.S32","S.W36","S.W37","S.W20"
"1","Bacteria;Firmicutes;Clostridia;Clostridiales;Clostridiaceae;NA;Clostridiaceae bacterium;","8.571429","2.380952","5.714286","3.174603","3.389831","7.692308","3.030303","3.703704","6.25","0","4.878048","4.918033","3.571429","4.878048","7.407407","3.571429","6.666667","0"
"2","Bacteria;Firmicutes;NA;NA;NA;NA;Firmicutes bacterium ASF500;","5.714286","7.142858","0","1.587302","1.694915","7.692308","3.030303","11.111112","6.25","0","0","9.836065","2.380952","2.439024","3.703704","7.142858","6.666667","0"
"3","Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;NA;Lachnospiraceae bacterium;","5.714286","4.761905","2.857143","3.174603","5.084745","7.692308","6.060606","0","6.25","6.382979","7.317073","6.557377","2.380952","0","0","3.571429","6.666667","0"
"4","Bacteria;NA;NA;NA;NA;NA;uncultured bacterium;","2.857143","2.380952","0","1.587302","1.694915","0","3.030303","0","3.125","2.12766","2.439024","1.639344","0","0","3.703704","0","0","0"
"5","Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Pseudoflavonifractor;Pseudoflavonifractor sp. Marseille-P3106;","2.857143","2.380952","0","0","0","2.564103","6.060606","0","0","0","0","0","2.380952","0","0","0","0","0"
"6","Bacteria;Firmicutes;Clostridia;Clostridiales;NA;NA;Clostridiales bacterium;","2.857143","2.380952","2.857143","3.174603","3.389831","2.564103","15.151516","11.111112","12.5","2.12766","4.878048","0","0","2.439024","3.703704","10.714286","0","0"
"7","Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Pseudoflavonifractor;Pseudoflavonifractor sp. 60;","2.857143","2.380952","2.857143","3.174603","5.084745","2.564103","6.060606","3.703704","3.125","0","4.878048","1.639344","1.190476","0","3.703704","7.142858","6.666667","0"
"8","Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Roseburia;Roseburia sp. 1XD42-69;","2.857143","0","0","0","0","0","0","0","0","0","0","1.639344","1.190476","0","0","0","0","0"
"9","Bacteria;NA;NA;NA;NA;NA;bacterium D16-29;","2.857143","4.761905","0","1.587302","5.084745","5.128205","6.060606","0","6.25","0","0","1.639344","2.380952","0","3.703704","0","6.666667","0"
"10","Bacteria;Firmicutes;Clostridia;Candidatus Borkfalkiales;Candidatus Borkfalkiaceae;Candidatus Borkfalkia;Candidatus Borkfalkia ceftriaxoniphila;","2.857143","0","2.857143","0","0","2.564103","0","0","0","4.255319","0","3.278688","2.380952","0","0","0","0","0"
"11","Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;Bacteroides heparinolyticus;","1.428571","2.380952","0","1.587302","0","0","0","0","0","2.12766","0","0","1.190476","2.439024","0","0","0","0"
"12","Bacteria;Firmicutes;Clostridia;Clostridiales;Clostridiaceae;Clostridium;uncultured Clostridium sp.;","1.428571","0","0","0","0","0","0","0","0","2.12766","0","0","0","2.439024","0","0","0","0"
"13","Bacteria;Firmicutes;Clostridia;Clostridiales;Eubacteriaceae;Eubacterium;Eubacterium plexicaudatum;","1.428571","2.380952","0","0","1.694915","0","0","0","0","0","0","0","0","0","0","0","0","0"
"14","Bacteria;Firmicutes;Clostridia;Clostridiales;Clostridiaceae;Hungatella;Hungatella hathewayi;","1.428571","0","0","1.587302","1.694915","0","0","0","0","2.12766","0","0","1.190476","4.878048","0","0","6.666667","0"
"15","Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Marvinbryantia;Marvinbryantia formatexigens;","1.428571","4.761905","2.857143","0","1.694915","0","6.060606","0","6.25","8.510638","2.439024","1.639344","0","0","0","3.571429","13.333334","12.5"
"16","Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Subdoligranulum;Subdoligranulum variabile;","1.428571","0","0","0","3.389831","0","0","0","0","2.12766","0","4.918033","2.380952","0","0","0","0","0"
"19","Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Ruminococcus;Ruminococcus sp. CAG:330;","1.428571","0","0","1.587302","0","0","0","0","0","0","0","1.639344","1.190476","2.439024","0","0","0","0"
"20","Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Ruminococcus;Ruminococcus sp. CAG:624;","1.428571","0","0","1.587302","0","0","0","0","0","0","2.439024","0","0","2.439024","0","0","0","0"
"24","Bacteria;Firmicutes;Bacilli;Bacillales;Paenibacillaceae;Paenibacillus;Paenibacillus bouchesdurhonensis;","1.428571","0","0","1.587302","0","0","0","0","0","0","0","0","1.190476","0","0","0","0","0"
"25","Bacteria;Proteobacteria;Deltaproteobacteria;Desulfovibrionales;Desulfovibrionaceae;NA;Desulfovibrionaceae bacterium;","1.428571","0","0","1.587302","0","0","0","3.703704","0","0","2.439024","0","0","0","3.703704","0","0","0"
"26","Bacteria;NA;NA;NA;NA;NA;bacterium 1xD42-67;","1.428571","2.380952","0","0","0","0","0","0","0","0","0","0","0","2.439024","0","0","0","0"
"27","Bacteria;NA;NA;NA;NA;NA;bacterium 1xD42-87;","1.428571","2.380952","0","0","0","0","0","0","0","0","4.878048","1.639344","3.571429","0","0","0","0","0"
"28","Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Ruminococcus;Ruminococcus sp. Marseille-P6503;","1.428571","0","0","1.587302","0","2.564103","0","0","0","0","0","3.278688","1.190476","0","0","0","0","0"
"29","Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Muribaculaceae;NA;Muribaculaceae bacterium Isolate-110 (HZI);","1.428571","2.380952","0","1.587302","0","0","9.090909","0","0","0","0","0","1.190476","0","3.703704","7.142858","0","0"
"33","Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;Bacteroides uniformis;","0","2.380952","0","0","0","0","0","0","0","0","0","1.639344","0","2.439024","0","0","0","0"
"36","Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;NA;Lachnospiraceae bacterium 10-1;","0","2.380952","0","0","1.694915","0","0","0","0","6.382979","0","0","1.190476","2.439024","0","3.571429","6.666667","0"
"37","Bacteria;Firmicutes;NA;NA;NA;NA;Firmicutes bacterium CAG:124;","0","2.380952","2.857143","1.587302","1.694915","0","3.030303","3.703704","6.25","2.12766","0","0","1.190476","0","3.703704","3.571429","0","0"
"40","Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Ruminococcus;Ruminococcus sp. AM16-34;","0","2.380952","0","1.587302","0","0","0","3.703704","0","0","0","0","0","2.439024","0","0","0","0"
"41","Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Anaerotruncus;Anaerotruncus sp. X29;","0","2.380952","0","0","1.694915","2.564103","0","0","0","0","0","1.639344","2.380952","0","3.703704","0","0","0"
"42","Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Roseburia;Roseburia inulinivorans;","0","0","2.857143","0","0","0","3.030303","0","0","0","2.439024","1.639344","0","2.439024","0","0","0","0"
"46","Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Lachnotalea;Lachnotalea sp. AF33-28;","0","0","2.857143","1.587302","0","0","0","0","3.125","0","2.439024","0","0","2.439024","0","0","0","0"
"47","Bacteria;NA;NA;NA;NA;NA;bacterium 0.1xD8-71;","0","0","2.857143","0","0","0","0","0","0","0","2.439024","3.278688","2.380952","0","3.703704","0","0","0"
"49","Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Barnesiellaceae;Barnesiella;Barnesiella sp. WM24;","0","0","2.857143","1.587302","0","0","0","3.703704","0","0","0","0","1.190476","2.439024","0","0","0","0"
