"","X","I.P01","I.P07","I.P11","I.S07","I.S29","I.S34","I.W31","I.W32","I.W33","S.P03","S.P09","S.P12","S.S05","S.S08","S.S32","S.W36","S.W37","S.W20"
"1","Bacteria;Firmicutes;Clostridia;Clostridiales;Clostridiaceae;NA;NA;","12.5","11.111112","6.25","5.882353","0","5.882353","0","0","16.666668","0","0","11.764706","7.272727","10","25","0","0","0"
"2","Bacteria;Bacteroidetes;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;NA;NA;","12.5","5.555556","0","5.882353","0","0","0","0","0","0","0","5.882353","3.636364","0","0","0","0","0"
"3","Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Prevotellaceae;NA;NA;","12.5","5.555556","25","11.764706","0","5.882353","20","0","16.666668","0","4.347826","0","1.818182","20","0","50","33.333336","50"
"4","Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;NA;NA;","6.25","11.111112","6.25","5.882353","28.57143","5.882353","0","0","16.666668","7.692308","0","0","3.636364","20","0","0","33.333336","50"
"6","Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;NA;NA;","6.25","0","12.5","0","0","5.882353","0","0","0","7.692308","0","0","5.454545","10","0","0","0","0"
"7","Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;NA;NA;","6.25","11.111112","25","11.764706","14.285715","11.764706","0","0","0","23.076923","17.391304","17.647058","7.272727","0","25","0","0","0"
"8","Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Muribaculaceae;NA;NA;","6.25","5.555556","0","0","0","5.882353","40","50","16.666668","0","4.347826","0","1.818182","0","25","50","0","0"
"12","Bacteria;Firmicutes;Clostridia;Clostridiales;Eubacteriaceae;NA;NA;","0","0","6.25","5.882353","0","0","0","50","0","0","0","0","3.636364","10","0","0","0","0"
"9","Unclassified","37.5","49.999996","18.75","52.941176","57.142855","58.823529","40","0","33.333328","61.538461","73.913044","64.705883","65.454545","30","25","0","33.333328","0"
