"","X","I.P01","I.P07","I.P11","I.S07","I.S29","I.S34","I.W31","I.W32","I.W33","S.P03","S.P09","S.P12","S.S05","S.S08","S.S32","S.W36","S.W37","S.W20"
"1","Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;NA;NA;","16.071428","7.936508","3.076923","11.224489","20.512821","7.272727","20.833332","10.256411","13.846154","18.446602","12.903225","28.20513","16.788322","6.557377","12.5","2.857143","23.809525","21.875"
"2","Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;NA;NA;","9.821428","19.047619","26.153847","17.346939","23.076923","21.818182","14.583333","23.076923","20","16.504854","16.129032","12.820514","18.978102","22.950819","37.5","22.857143","33.333336","15.625"
"3","Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;NA;NA;","6.25","1.587302","4.615385","3.061224","1.282051","7.272727","4.166667","5.128205","1.538462","1.941748","2.150538","3.846154","5.109489","3.278688","2.083333","2.857143","0","0"
"4","Bacteria;Firmicutes;Clostridia;Clostridiales;Clostridiaceae;NA;NA;","4.464286","3.174603","4.615385","6.122449","2.564103","1.818182","0","2.564103","1.538462","2.912621","1.075269","2.564103","3.649635","3.278688","0","0","9.523809","21.875"
"5","Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Prevotellaceae;NA;NA;","4.464286","6.349207","0","4.081633","2.564103","10.909091","2.083333","7.692308","0","3.883495","9.677419","3.846154","0.729927","4.918033","8.333334","0","0","9.375"
"6","Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Muribaculaceae;NA;NA;","4.464286","12.698414","7.692308","5.102041","3.846154","3.636364","8.333334","5.128205","9.230769","3.883495","8.602151","2.564103","5.109489","14.754099","8.333334","8.571429","0","0"
"7","Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Tannerellaceae;NA;NA;","4.464286","6.349207","6.153846","4.081633","3.846154","0","2.083333","12.820514","4.615385","3.883495","5.376344","1.282051","2.919708","1.639344","4.166667","17.142859","0","12.5"
"8","Bacteria;Firmicutes;Bacilli;Bacillales;Paenibacillaceae;NA;NA;","2.678571","1.587302","0","3.061224","2.564103","1.818182","2.083333","0","1.538462","4.854369","5.376344","0","4.379562","1.639344","2.083333","8.571429","0","0"
"12","Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Rikenellaceae;NA;NA;","0.892857","3.174603","1.538462","2.040816","1.282051","1.818182","0","0","1.538462","0.970874","2.150538","1.282051","2.189781","1.639344","0","2.857143","0","0"
"13","Bacteria;Firmicutes;Clostridia;Clostridiales;Eubacteriaceae;NA;NA;","0.892857","0","4.615385","2.040816","0","1.818182","0","0","3.076923","0.970874","0","5.128205","4.379562","0","0","2.857143","0","0"
"14","Bacteria;Firmicutes;Bacilli;Lactobacillales;Carnobacteriaceae;NA;NA;","0.892857","1.587302","0","1.020408","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"16","Bacteria;Thermotogae;Thermotogae;Petrotogales;Petrotogaceae;NA;NA;","0.892857","0","0","1.020408","0","0","0","0","0","0.970874","0","0","0","0","0","0","0","0"
"20","Bacteria;Bacteroidetes;Sphingobacteriia;Sphingobacteriales;Sphingobacteriaceae;NA;NA;","0","1.587302","1.538462","2.040816","0","1.818182","0","0","0","0.970874","1.075269","1.282051","0.729927","0","4.166667","0","0","0"
"23","Bacteria;Firmicutes;Bacilli;Bacillales;Bacillaceae;NA;NA;","0","0","1.538462","1.020408","0","0","0","2.564103","1.538462","0","0","2.564103","0","1.639344","0","0","0","0"
"24","Bacteria;Bacteroidetes;Bacteroidia;Marinilabiliales;Marinifilaceae;NA;NA;","0","0","1.538462","0","0","1.818182","2.083333","0","1.538462","0","0","0","0.729927","0","0","0","0","0"
"16.1","Unclassified","43.750001","34.920631","36.923073","36.734696","38.461537","38.181817","43.750002","30.769228","39.999997","39.805825","35.483871","34.615381","34.306569","37.70492","20.833332","31.428568","33.33333","18.75"
