"","X","I.P01","I.P07","I.P11","I.S07","I.S29","I.S34","I.W31","I.W32","I.W33","S.P03","S.P09","S.P12","S.S05","S.S08","S.S32","S.W36","S.W37","S.W20"
"2","Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Butyrivibrio;Butyrivibrio fibrisolvens;","3.333333","0","0","0","5.263158","0","9.090909","0","0","0","0","0","0","0","0","0","0","0"
"3","Bacteria;Firmicutes;Bacilli;Bacillales;Bacillaceae;Marinococcus;Marinococcus halophilus;","3.333333","0","0","4.347826","5.263158","0","0","0","0","0","0","0","3.225806","0","0","0","0","0"
"7","Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;Bacteroides caccae;","3.333333","0","7.142858","4.347826","0","0","0","0","0","0","5.555556","0","3.225806","0","0","20","0","11.111112"
"8","Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;Bacteroides sartorii;","3.333333","0","7.142858","8.695652","5.263158","6.666667","0","0","0","0","11.111112","4.545455","6.451612","0","10","20","0","11.111112"
"9","Bacteria;Firmicutes;Clostridia;Clostridiales;NA;NA;Clostridiales bacterium NK3B98;","3.333333","0","0","4.347826","0","0","0","0","0","0","5.555556","0","0","7.142858","0","0","0","0"
"10","Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;NA;Lachnospiraceae bacterium MD308;","3.333333","0","0","0","0","0","0","0","0","0","0","4.545455","3.225806","0","0","0","0","0"
"14","Bacteria;Firmicutes;Clostridia;Clostridiales;Clostridiaceae;NA;Clostridiaceae bacterium;","3.333333","0","0","0","0","0","0","0","0","0","0","4.545455","3.225806","0","0","0","0","0"
"15","Bacteria;Firmicutes;Clostridia;Clostridiales;NA;NA;Clostridiales bacterium;","3.333333","0","0","0","0","0","0","0","14.285715","0","0","4.545455","0","0","10","0","0","0"
"21","Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Blautia;Blautia schinkii;","0","8.333334","0","0","5.263158","0","0","0","0","6.25","0","0","0","7.142858","0","0","0","0"
"24","Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;NA;Lachnospiraceae bacterium;","0","8.333334","7.142858","4.347826","0","6.666667","0","0","28.57143","0","0","4.545455","0","0","0","0","0","0"
"25","Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Anaerocolumna;Anaerocolumna sp. CBA3638;","0","8.333334","7.142858","0","5.263158","0","0","0","0","0","0","0","0","0","0","0","0","0"
"26","Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Marvinbryantia;Marvinbryantia formatexigens;","0","0","21.428572","4.347826","0","0","18.181818","0","14.285715","12.5","5.555556","0","0","7.142858","0","0","20","11.111112"
"27","Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;Bacteroides uniformis;","0","0","7.142858","4.347826","0","0","0","14.285715","14.285715","6.25","5.555556","0","0","0","10","0","0","11.111112"
"30","Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Lactobacillus;Lactobacillus reuteri;","0","0","0","4.347826","0","0","0","0","0","0","0","0","3.225806","7.142858","0","0","0","0"
"33","Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Ruminococcus;Ruminococcus gauvreauii;","0","0","0","4.347826","0","6.666667","0","0","0","0","0","0","3.225806","0","0","0","0","0"
"35","Bacteria;Firmicutes;NA;NA;NA;NA;Firmicutes bacterium CAG:791;","0","0","0","0","5.263158","0","0","0","0","6.25","0","0","0","7.142858","0","0","0","0"
"37","Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;NA;Lachnospiraceae bacterium P6B14;","0","0","0","0","5.263158","6.666667","0","0","0","0","0","4.545455","0","0","0","0","0","0"
"38","Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;NA;Lachnospiraceae bacterium XPB1003;","0","0","0","0","5.263158","0","0","0","0","0","0","0","3.225806","0","10","0","0","0"
"40","Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Murimonas;Murimonas intestini;","0","0","0","0","0","6.666667","0","0","0","0","0","4.545455","3.225806","0","0","0","0","0"
"42","Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;Bacteroides fragilis;","0","0","0","0","0","0","9.090909","0","0","0","0","0","0","0","10","20","0","11.111112"
"53","Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Tannerellaceae;Parabacteroides;Parabacteroides sp. TM07-1AC;","0","0","0","0","0","0","0","0","0","0","0","4.545455","3.225806","0","0","0","0","11.111112"
"22","Unclassified","73.333336","74.999998","42.857138","56.52174","57.894736","66.666665","63.636364","85.714285","28.571425","68.75","66.666664","63.63636","64.516134","64.28571","50","40","80","33.333328"
