"","X","I.P01","I.P07","I.P11","I.S07","I.S29","I.S34","I.W31","I.W32","I.W33","S.P03","S.P09","S.P12","S.S05","S.S08","S.S32","S.W36","S.W37","S.W20"
"1","Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;NA;","17.730497","21.698112","37.5","31.914892","24.817518","36.274509","37.5","32.710281","22.137405","42.1875","35.294117","24.409449","31.843576","20.689655","42.5","26.595745","26","33.766235"
"2","Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Tannerellaceae;Parabacteroides;NA;","9.219858","7.54717","8.333334","6.382979","6.569343","4.901961","4.166667","13.084112","10.687022","10.15625","9.243698","5.511811","7.821229","3.448276","6.25","14.893617","11","7.792208"
"3","Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella;NA;","4.255319","5.660378","6.666667","0.70922","3.649635","2.941176","0","0","0.763359","3.125","9.243698","3.937008","2.234637","1.149425","1.25","0","2","1.298701"
"4","Bacteria;Verrucomicrobia;Verrucomicrobiae;Verrucomicrobiales;Akkermansiaceae;Akkermansia;NA;","4.255319","6.603774","0","5.673759","4.379562","1.960784","3.125","2.803738","0.763359","0","2.521008","2.362205","1.117318","3.448276","5","4.255319","4","0"
"6","Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Rikenellaceae;Alistipes;NA;","2.836879","8.490566","6.666667","4.964539","11.678832","15.686275","8.333334","4.672897","6.10687","6.25","3.361345","8.661418","6.703911","6.896552","10","17.021276","8","12.987013"
"7","Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Prevotellaceae;Alloprevotella;NA;","2.12766","1.886792","2.5","0.70922","0","0","0","0","1.526718","0.78125","3.361345","1.574803","2.234637","1.149425","0","0","4","1.298701"
"8","Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Odoribacteraceae;Odoribacter;NA;","1.41844","1.886792","0","0","1.459854","0.980392","1.041667","0","2.290076","1.5625","0.840336","0.787402","1.675978","2.298851","3.75","1.06383","2","2.597403"
"9","Bacteria;Firmicutes;Bacilli;Bacillales;Paenibacillaceae;Saccharibacillus;NA;","1.41844","0","0","0","0.729927","0.980392","0","0","0","0","0.840336","0.787402","0.558659","0","0","0","0","0"
"11","Bacteria;Firmicutes;Clostridia;Clostridiales;Clostridiaceae;Clostridium;NA;","0.70922","0.943396","0","2.836879","1.459854","0","1.041667","0","1.526718","0.78125","0.840336","0.787402","0","0","0","0","1","2.597403"
"12","Bacteria;Firmicutes;Bacilli;Bacillales;Paenibacillaceae;Paenibacillus;NA;","0.70922","0","0","0.70922","0","0.980392","0","0","0","0.78125","0","0.787402","0","1.149425","0","0","0","0"
