"","X","I.P01","I.P07","I.P11","I.S07","I.S29","I.S34","I.W31","I.W32","I.W33","S.P03","S.P09","S.P12","S.S05","S.S08","S.S32","S.W36","S.W37","S.W20"
"14","Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Oxalobacteraceae;Massilia;NA;","0.70922","0.943396","0.833333","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"15","Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Dysgonamonadaceae;Dysgonomonas;NA;","0.70922","0","0","0","0.729927","0","0","0","0","0","0","0","0.558659","0","0","1.06383","0","1.298701"
"16","Bacteria;Firmicutes;Bacilli;Bacillales;Bacillaceae;Oceanobacillus;NA;","0.70922","0.943396","0.833333","0","0","0","0","0","0","0","0","0.787402","1.117318","0","0","0","0","0"
"18","Bacteria;Firmicutes;Clostridia;Clostridiales;Clostridiaceae;Hungatella;NA;","0.70922","0","0","0","0","0","0","1.869159","0","0","0","0","0.558659","0","0","0","1","1.298701"
"20","Bacteria;Bacteroidetes;Bacteroidia;Marinilabiliales;Marinifilaceae;Labilibaculum;NA;","0.70922","0","0","0","0","0","0","0","0","0","0.840336","0","0.558659","0","0","0","0","0"
"21","Bacteria;Bacteroidetes;Chitinophagia;Chitinophagales;Chitinophagaceae;Ilyomonas;NA;","0.70922","0","0","0.70922","0","0","0","0","0","0","0.840336","0","0.558659","0","0","1.06383","0","0"
"25","Bacteria;Firmicutes;Clostridia;Clostridiales;Eubacteriaceae;Eubacterium;NA;","0","0.943396","0","0","0","0","0","0","0.763359","0.78125","0","0","0.558659","0","0","1.06383","0","0"
"26","Bacteria;Bacteroidetes;Chitinophagia;Chitinophagales;Chitinophagaceae;Chitinophaga;NA;","0","0.943396","0.833333","1.41844","0.729927","0","1.041667","0","0.763359","0.78125","0","0","0.558659","0","0","1.06383","1","0"
"27","Bacteria;Bacteroidetes;Sphingobacteriia;Sphingobacteriales;Sphingobacteriaceae;Pedobacter;NA;","0","0.943396","0","0","0","0.980392","0","0","0","0","0","0","0","2.298851","0","0","0","0"
"28","Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Marvinbryantia;NA;","0","0.943396","0","0","0","0","1.041667","0","0","0.78125","0","0","0","0","0","0","0","0"
"29","Bacteria;Bacteroidetes;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Leeuwenhoekiella;NA;","0","0.943396","0.833333","0","0.729927","0.980392","0","0","0","0","0","0.787402","0","0","1.25","0","0","0"
"30","Bacteria;Firmicutes;Erysipelotrichia;Erysipelotrichales;Erysipelotrichaceae;Erysipelatoclostridium;NA;","0","0.943396","0","0","0","0","0","8.411215","3.053435","1.5625","0","0","0","1.149425","0","0","6","1.298701"
"32","Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Mediterranea;NA;","0","0.943396","0","0.70922","0","0","0","0","0.763359","0","0","0","0","1.149425","0","0","0","0"
"33","Bacteria;Proteobacteria;Deltaproteobacteria;Myxococcales;Myxococcaceae;Corallococcus;NA;","0","0","1.666667","0.70922","0","0","0","0","0.763359","0","0","0.787402","0.558659","1.149425","0","0","0","0"
"34","Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Paludibacteraceae;Paludibacter;NA;","0","0","1.666667","2.836879","0.729927","0.980392","1.041667","0.934579","0","2.34375","0","0","1.117318","1.149425","2.5","2.12766","0","1.298701"
"35","Bacteria;Bacteroidetes;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Algibacter;NA;","0","0","0.833333","0","0","0.980392","0","0","0","0.78125","0","0","0.558659","0","0","0","0","0"
"37","Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Odoribacteraceae;Butyricimonas;NA;","0","0","0.833333","1.41844","1.459854","0","0","0.934579","2.290076","0","0.840336","0.787402","0.558659","0","0","0","2","2.597403"
"40","Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Barnesiellaceae;Barnesiella;NA;","0","0","0","0.70922","0","0","0","0","0","0","0","0","0.558659","1.149425","0","0","0","0"
"42","Bacteria;Firmicutes;Bacilli;Lactobacillales;Enterococcaceae;Vagococcus;NA;","0","0","0","0","0.729927","0","1.041667","0.934579","0","0","0","0","0","0","0","1.06383","0","0"
"45","Bacteria;Bacteroidetes;Sphingobacteriia;Sphingobacteriales;Sphingobacteriaceae;Parapedobacter;NA;","0","0","0","0","0","0.980392","1.041667","0.934579","0","0","0","0.787402","0","0","0","0","0","0"
"46","Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Ruminococcus;NA;","0","0","0","0","0","0","1.041667","0","0","0","0","0.787402","0.558659","0","0","0","0","0"
"50","Bacteria;Bacteroidetes;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Capnocytophaga;NA;","0","0","0","0","0","0","0","0","0.763359","0.78125","0","0.787402","0.558659","2.298851","1.25","0","1","1.298701"
"55","Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Subdoligranulum;NA;","0","0","0","0","0","0","0","0","0","0.78125","0","0","0","0","0","0","1","1.298701"
"56","Bacteria;Bacteroidetes;Cytophagia;Cytophagales;Cytophagaceae;Spirosoma;NA;","0","0","0","0","0","0","0","0","0","0","0.840336","0","0.558659","1.149425","0","0","1","0"
"35.1","Unclassified","51.063828","36.792456","30","37.588653","40.145986","30.392159","38.541663","32.710282","45.038167","25.78125","31.092437","44.881884","36.312852","48.275863","26.25","28.723403","29","27.272727"
