"","X","I.P01","I.P07","I.P11","I.S07","I.S29","I.S34","I.W31","I.W32","I.W33","S.P03","S.P09","S.P12","S.S05","S.S08","S.S32","S.W36","S.W37","S.W20"
"1","Bacteria;Verrucomicrobia;Verrucomicrobiae;Verrucomicrobiales;Akkermansiaceae;Akkermansia;Akkermansia muciniphila;","2.898551","0","0","3.389831","4.081633","2.631579","0","3.225806","0","0","2","2.173913","1.25","2.222222","0","1.785714","3.703704","0"
"4","Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;Bacteroides acidifaciens;","1.449275","0","0","1.694915","2.040816","0","2","3.225806","2.040816","1.470588","0","0","0","2.222222","0","3.571429","0","0"
"5","Bacteria;Firmicutes;Clostridia;Clostridiales;Clostridiaceae;Hungatella;Hungatella hathewayi;","1.449275","0","0","1.694915","0","0","2","3.225806","0","1.470588","2","0","0","0","0","0","0","0"
"6","Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Acetatifactor;Acetatifactor muris;","1.449275","2.564103","0","0","0","0","0","0","0","1.470588","0","0","1.25","0","0","0","0","0"
"7","Bacteria;Firmicutes;Clostridia;Clostridiales;Oscillospiraceae;Oscillibacter;Oscillibacter sp. 1-3;","1.449275","0","0","0","0","0","0","0","0","0","0","0","1.25","0","0","0","0","2.941176"
"11","Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Tannerellaceae;Parabacteroides;Parabacteroides massiliensis;","1.449275","0","0","0","0","0","0","0","0","0","2","0","0","0","0","1.785714","0","2.941176"
"14","Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Faecalibacterium;Faecalibacterium sp. An122;","1.449275","0","0","1.694915","0","0","0","0","2.040816","0","0","0","1.25","0","0","1.785714","0","0"
"16","Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Rikenellaceae;NA;Rikenellaceae bacterium;","1.449275","0","0","0","0","0","0","0","0","0","0","0","1.25","0","0","0","3.703704","0"
"17","Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Rikenellaceae;Alistipes;Alistipes sp. Z76;","1.449275","2.564103","0","0","2.040816","2.631579","0","0","0","0","2","2.173913","0","2.222222","0","0","0","0"
"18","Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Muribaculaceae;NA;Muribaculaceae bacterium Isolate-110 (HZI);","1.449275","0","2.272727","0","2.040816","2.631579","2","0","2.040816","0","2","0","0","2.222222","0","1.785714","0","0"
"22","Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Enterocloster;Enterocloster clostridioformis;","0","2.564103","0","1.694915","2.040816","5.263158","0","0","0","0","0","2.173913","0","2.222222","7.142858","1.785714","0","0"
"24","Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;Bacteroides xylanisolvens;","0","2.564103","0","0","0","0","2","0","0","1.470588","0","0","0","0","0","0","0","0"
"26","Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;Bacteroides fluxus;","0","2.564103","0","1.694915","2.040816","2.631579","2","0","2.040816","1.470588","2","2.173913","0","2.222222","3.571429","1.785714","0","0"
"27","Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella;Prevotella sp. CAG:1058;","0","2.564103","2.272727","1.694915","4.081633","5.263158","0","0","2.040816","0","0","0","0","4.444445","3.571429","1.785714","0","0"
"28","Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Eisenbergiella;Eisenbergiella tayi;","0","2.564103","0","1.694915","0","0","0","0","0","0","2","0","0","0","0","0","0","0"
"30","Bacteria;Bacteroidetes;Sphingobacteriia;Sphingobacteriales;Sphingobacteriaceae;Olivibacter;Olivibacter sp. XZL3;","0","2.564103","0","0","4.081633","0","0","0","0","0","0","2.173913","0","0","0","0","3.703704","0"
"32","Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Prevotellaceae;Alloprevotella;Alloprevotella sp. E39;","0","2.564103","2.272727","0","2.040816","0","0","0","0","1.470588","2","0","1.25","0","0","0","0","0"
"35","Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella;Prevotella sp. MGM2;","0","0","4.545455","0","0","2.631579","0","0","0","2.941176","0","4.347826","1.25","0","0","0","0","2.941176"
"37","Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Tannerellaceae;Parabacteroides;Parabacteroides johnsonii;","0","0","2.272727","0","0","0","0","3.225806","0","1.470588","0","0","0","0","0","0","0","0"
"41","Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;Bacteroides congonensis;","0","0","2.272727","1.694915","2.040816","0","2","0","2.040816","0","0","2.173913","1.25","0","0","0","0","0"
"42","Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Prevotellaceae;Alloprevotella;Alloprevotella sp.;","0","0","2.272727","0","2.040816","2.631579","0","0","0","1.470588","0","0","0","0","0","0","0","0"
"45","Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Odoribacteraceae;Odoribacter;Odoribacter sp. AF15-53;","0","0","0","3.389831","0","0","0","3.225806","2.040816","1.470588","0","0","1.25","0","0","0","3.703704","2.941176"
"46","Bacteria;Proteobacteria;Gammaproteobacteria;Pasteurellales;Pasteurellaceae;Muribacter;Muribacter muris;","0","0","0","1.694915","0","0","0","0","2.040816","0","0","0","0","2.222222","0","0","0","0"
"47","Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella;Prevotella bryantii;","0","0","0","1.694915","0","0","0","3.225806","0","0","0","0","1.25","0","0","0","0","0"
"48","Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;Bacteroides sp. CAG:927;","0","0","0","1.694915","0","0","0","0","4.081633","1.470588","2","0","1.25","2.222222","3.571429","0","3.703704","0"
"49","Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Rikenellaceae;Alistipes;Alistipes senegalensis;","0","0","0","1.694915","2.040816","0","0","0","0","0","2","0","1.25","0","0","0","0","8.823529"
"50","Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Rikenellaceae;Alistipes;Alistipes timonensis;","0","0","0","1.694915","0","0","0","0","0","0","0","0","1.25","2.222222","0","0","0","0"
"52","Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;NA;Lachnospiraceae bacterium;","0","0","0","1.694915","2.040816","0","4","6.451612","4.081633","1.470588","0","0","0","0","0","0","3.703704","2.941176"
