"","X","I.P01","I.P07","I.P11","I.S07","I.S29","I.S34","I.W31","I.W32","I.W33","S.P03","S.P09","S.P12","S.S05","S.S08","S.S32","S.W36","S.W37","S.W20"
"1","Bacteria;Bacteroidetes;NA;NA;NA;NA;NA;","37.5","27.777779","31.25","23.529411","28.57143","17.647058","60.000004","50","50","7.692308","8.695652","5.882353","10.909091","40","25","100","66.666672","100"
"2","Bacteria;Firmicutes;NA;NA;NA;NA;NA;","31.25","38.888889","56.25","29.411766","42.857143","23.529411","20","50","16.666668","38.46154","30.434782","52.941177","30.909092","40","50","0","0","0"
"3","Unclassified","31.25","33.333332","12.5","47.058823","28.571427","58.823531","19.999996","0","33.333332","53.846152","60.869566","41.17647","58.181817","20","25","0","33.333328","0"
