"","X","I.P01","I.P07","I.P11","I.S07","I.S29","I.S34","I.W31","I.W32","I.W33","S.P03","S.P09","S.P12","S.S05","S.S08","S.S32","S.W36","S.W37","S.W20"
"100","Bacteria;Firmicutes;NA;NA;NA;NA;Firmicutes bacterium CAG:65_45_313;","0","0","1.219512","0","0.862069","0","0","0","0","0","0","0","0","0","0","1.123595","0","0"
"102","Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Lachnoclostridium;Lachnoclostridium sp. An196;","0","0","1.219512","0","0.862069","0","0","0","0","0","0","0","0.571429","0","0","0","0","0"
"105","Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Agathobaculum;Agathobaculum sp. Marseille-P7918;","0","0","1.219512","0","0","0.943396","0","0","0","0","0","1","0.571429","0","0","0","0","0"
"106","Bacteria;Firmicutes;Bacilli;Lactobacillales;Enterococcaceae;Enterococcus;Enterococcus florum;","0","0","1.219512","0","0","0","0","0","0","0","0","0","0","1.25","1.449275","0","0","0"
"110","Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;Bacteroides sp. CAG:927;","0","0","0","0.847458","0.862069","0","0","0","0.925926","0","0","0","0.571429","0","1.449275","0","1.851852","0"
"112","Bacteria;Firmicutes;Bacilli;Bacillales;Bacillaceae;Bacillus;Bacillus kwashiorkori;","0","0","0","0.847458","0","0","0","0","0","0","0","0","0.571429","1.25","0","0","0","0"
"114","Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Neglecta;Neglecta timonensis;","0","0","0","0.847458","0.862069","0.943396","0","0","0","0","0","0","0.571429","3.75","0","0","0","0"
"115","Bacteria;Firmicutes;Clostridia;Clostridiales;Clostridiaceae;Clostridium;Clostridium sp. Marseille-P299;","0","0","0","0.847458","0","0","0","0","0","0","0","0","0.571429","1.25","0","0","0","0"
"116","Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Massilimaliae;Massilimaliae massiliensis;","0","0","0","0.847458","0","0","0","0","0","0","0","1","0.571429","0","0","0","0","0"
"122","Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Rikenellaceae;Alistipes;Alistipes dispar;","0","0","0","0.847458","0.862069","0","0","0","0","0","0","1","0","0","0","0","0","0"
"126","Bacteria;NA;NA;NA;NA;NA;uncultured bacterium;","0","0","0","0","0.862069","0","1.136364","0","0","0","0","0","0","0","0","1.123595","0","0"
"132","Bacteria;Firmicutes;Clostridia;Clostridiales;NA;NA;Clostridiales bacterium Marseille-P2846;","0","0","0","0","0.862069","0","1.136364","0","0","0","0","0","0","2.5","0","1.123595","0","0"
"133","Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Rikenellaceae;NA;Rikenellaceae bacterium;","0","0","0","0","0.862069","0","0","0","0","0.970874","0","0","0.571429","0","1.449275","0","3.703704","0"
"135","Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Lachnoclostridium;Lachnoclostridium sp. Marseille-P6806;","0","0","0","0","0.862069","0","1.136364","0","0","0","0","0","0.571429","0","0","0","0","0"
"137","Bacteria;Firmicutes;Clostridia;Clostridiales;Eubacteriaceae;Eubacterium;Eubacterium callanderi;","0","0","0","0","0","1.886792","0","0","0","0","0","1","0","1.25","0","0","0","0"
"139","Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Butyrivibrio;Butyrivibrio fibrisolvens;","0","0","0","0","0","0.943396","0","0","0","0.970874","1.020408","0","0","0","0","0","0","0"
"141","Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Acetivibrio;Acetivibrio ethanolgignens;","0","0","0","0","0","0.943396","0","0","0.925926","0","0","1","0","0","0","0","0","0"
"146","Bacteria;Firmicutes;Clostridia;Clostridiales;Clostridiaceae;Clostridium;Clostridium sp. CAG:169;","0","0","0","0","0","0.943396","0","0","0","0","0","0","0.571429","0","1.449275","0","0","0"
"152","Bacteria;Firmicutes;Clostridia;Clostridiales;Eubacteriaceae;Intestinibacillus;Intestinibacillus sp. Marseille-P6563;","0","0","0","0","0","0.943396","1.136364","0","0","0","1.020408","0","0","0","0","0","0","0"
"153","Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Lachnoclostridium;[Clostridium] hylemonae;","0","0","0","0","0","0","1.136364","0","0","0.970874","0","0","0","0","0","0","0","1.587302"
"155","Bacteria;Firmicutes;Clostridia;Clostridiales;Clostridiaceae;Clostridium;Clostridium sp. CAG:1013;","0","0","0","0","0","0","1.136364","0","0","0.970874","1.020408","0","0","2.5","0","0","0","0"
"157","Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Schaedlerella;Schaedlerella arabinosiphila;","0","0","0","0","0","0","1.136364","1.219512","0","0","0","0","1.142857","0","2.898551","0","0","0"
"159","Bacteria;Firmicutes;Clostridia;Clostridiales;NA;Colidextribacter;Colidextribacter sp. OB.20;","0","0","0","0","0","0","1.136364","0","0","0","1.020408","1","0","0","0","0","0","0"
"164","Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Rikenellaceae;Alistipes;Alistipes indistinctus;","0","0","0","0","0","0","0","1.219512","0","0.970874","1.020408","1","0","0","1.449275","0","0","6.349207"
"170","Bacteria;Firmicutes;Clostridia;Clostridiales;Clostridiaceae;Clostridium;Clostridium sp. chh4-2;","0","0","0","0","0","0","0","0","1.851852","0.970874","0","0","0.571429","0","0","1.123595","0","1.587302"
"171","Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;NA;Lachnospiraceae bacterium WCA-9-b2;","0","0","0","0","0","0","0","0","1.851852","0","0","0","0.571429","0","0","0","1.851852","0"
"175","Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella;Prevotella sp. CAG:485;","0","0","0","0","0","0","0","0","0.925926","0","0","0","0.571429","0","0","0","1.851852","0"
"176","Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;NA;Lachnospiraceae bacterium V9D3004;","0","0","0","0","0","0","0","0","0.925926","0","0","0","0","1.25","1.449275","0","0","0"
"178","Bacteria;Firmicutes;Bacilli;Lactobacillales;Enterococcaceae;Enterococcus;Enterococcus sp. 6C8_DIV0013;","0","0","0","0","0","0","0","0","0.925926","0","0","0","0","1.25","1.449275","0","0","0"
"190","Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Muribaculaceae;NA;Muribaculaceae bacterium;","0","0","0","0","0","0","0","0","0","0.970874","0","1","0","0","1.449275","0","0","0"
"191","Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;uncultured Bacteroides sp.;","0","0","0","0","0","0","0","0","0","0","2.040816","1","0.571429","0","0","0","0","0"
"210","Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;Bacteroides sp. 14(A);","0","0","0","0","0","0","0","0","0","0","0","0","0.571429","0","1.449275","1.123595","0","0"
"224","Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Porphyromonadaceae;Porphyromonas;Porphyromonas macacae;","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.123595","1.851852","1.587302"
"94.1","Unclassified","62.237757","53.124993","62.195128","61.016937","58.620688","60.377365","59.0909","70.731712","62.96296","67.961159","58.163271","59","66.285699","56.25","56.521747","66.292145","62.962961","69.841265"
