"","X","I.P01","I.P07","I.P11","I.S07","I.S29","I.S34","I.W31","I.W32","I.W33","S.P03","S.P09","S.P12","S.S05","S.S08","S.S32","S.W36","S.W37","S.W20"
"1","Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Ruminococcus;Ruminococcus sp. CAG:254;","11.538462","10.714286","0","17.647058","4.166667","0","0","0","0","0","6.25","0","2.083333","0","0","0","0","0"
"2","Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;Bacteroides rodentium;","7.692308","3.571429","4.347826","11.764706","8.333334","6.666667","0","0","10","0","3.125","0","4.166667","9.090909","10","0","0","11.111112"
"3","Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;Bacteroides uniformis;","3.846154","7.142858","4.347826","0","12.5","6.666667","30.000002","13.333334","10","5.263158","9.375","6.666667","2.083333","9.090909","5","0","0","22.222223"
"4","Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella;Prevotella ruminicola;","3.846154","3.571429","8.695652","0","0","0","0","6.666667","0","5.263158","0","0","0","4.545455","10","0","0","0"
"5","Bacteria;Firmicutes;Clostridia;Clostridiales;Eubacteriaceae;Eubacterium;[Eubacterium] cellulosolvens;","3.846154","3.571429","0","5.882353","0","0","0","0","0","0","0","0","2.083333","0","5","0","0","0"
"8","Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Ruminococcus;Ruminococcus sp. CAG:403;","3.846154","0","0","0","4.166667","6.666667","0","0","0","0","3.125","0","0","0","0","0","0","0"
"9","Bacteria;Firmicutes;NA;NA;NA;NA;Firmicutes bacterium CAG:534;","3.846154","0","0","0","0","0","0","6.666667","0","5.263158","0","3.333333","0","9.090909","0","0","14.285715","0"
"10","Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Butyrivibrio;Butyrivibrio sp. AC2005;","3.846154","0","0","5.882353","0","0","0","0","0","0","3.125","3.333333","2.083333","0","0","0","0","0"
"11","Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Kineothrix;Kineothrix alysoides;","3.846154","0","0","0","0","6.666667","0","0","0","5.263158","3.125","0","2.083333","0","0","14.285715","0","0"
"12","Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Ruminococcus;Ruminococcus sp. 37_24;","3.846154","0","13.043478","5.882353","4.166667","0","0","0","0","5.263158","3.125","10","0","0","0","0","0","0"
"13","Bacteria;Chloroflexi;Ktedonobacteria;Ktedonobacterales;Dictyobacteraceae;Dictyobacter;Dictyobacter sp. Uno17;","3.846154","0","0","0","8.333334","0","0","0","0","0","6.25","3.333333","2.083333","9.090909","0","0","0","0"
"17","Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Ruminococcus;Ruminococcus callidus;","0","3.571429","0","0","0","6.666667","0","0","0","0","0","0","2.083333","0","5","0","0","0"
"18","Bacteria;Firmicutes;Clostridia;Clostridiales;Clostridiaceae;Hungatella;Hungatella hathewayi;","0","3.571429","4.347826","0","0","0","0","13.333334","0","0","0","0","0","0","0","0","42.857143","11.111112"
"20","Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;NA;Lachnospiraceae bacterium;","0","3.571429","0","5.882353","0","0","0","0","0","0","3.125","0","0","0","5","0","0","0"
"23","Bacteria;Bacteroidetes;Sphingobacteriia;Sphingobacteriales;Sphingobacteriaceae;Sphingobacterium;Sphingobacterium sp. HMA12;","0","0","4.347826","0","0","0","0","0","10","0","0","0","0","0","0","0","0","11.111112"
"25","Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Ruminococcus;Ruminococcus flavefaciens;","0","0","0","0","16.666668","6.666667","0","0","0","0","9.375","0","2.083333","0","0","0","0","0"
"28","Bacteria;Firmicutes;Bacilli;Bacillales;Paenibacillaceae;Paenibacillus;Paenibacillus sp. UNC496MF;","0","0","0","0","0","0","10","6.666667","0","0","0","0","0","4.545455","0","0","0","0"
"32","Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Ruminococcus;Ruminococcus albus;","0","0","0","0","0","0","0","0","0","0","3.125","3.333333","2.083333","4.545455","0","0","0","0"
"35","Bacteria;NA;NA;NA;NA;NA;bacterium 1xD42-87;","0","0","0","0","0","0","0","0","0","0","3.125","3.333333","6.25","0","0","0","0","0"
"36","Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;Bacteroides cellulosilyticus;","0","0","0","0","0","0","0","0","0","0","0","0","4.166667","0","5","14.285715","0","0"
"21","Unclassified","46.153844","60.714282","60.869566","47.058824","41.666663","59.999998","59.999998","53.333331","70","73.68421","43.75","66.666668","66.666669","49.999999","55","71.42857","42.857142","44.444441"
