"","X","I.P01","I.P07","I.P11","I.S07","I.S29","I.S34","I.W31","I.W32","I.W33","S.P03","S.P09","S.P12","S.S05","S.S08","S.S32","S.W36","S.W37","S.W20"
"1","Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Rikenellaceae;Alistipes;NA;","9.302325","10.204082","11.764706","6.578948","12.857143","19.444445","14.285715","12.5","6.666667","5.882353","10.526316","20.588236","9.090909","10.869565","20","20.588236","12.121212","27.272728"
"2","Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;NA;","6.976745","10.204082","23.529411","9.210526","12.857143","16.666668","10.714286","4.166667","18.333334","14.705883","13.157895","14.705883","16.666668","17.391304","20","20.588236","6.060606","36.363636"
"3","Bacteria;Verrucomicrobia;Verrucomicrobiae;Verrucomicrobiales;Akkermansiaceae;Akkermansia;NA;","4.651163","2.040816","2.941176","3.947368","1.428571","0","0","8.333334","0","0","2.631579","2.941176","1.515152","0","0","2.941176","3.030303","0"
"4","Bacteria;Elusimicrobia;Elusimicrobia;Elusimicrobiales;Elusimicrobiaceae;Elusimicrobium;NA;","4.651163","4.081633","0","2.631579","0","0","0","0","3.333333","5.882353","0","0","1.515152","6.521739","0","0","6.060606","0"
"5","Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Tannerellaceae;Parabacteroides;NA;","2.325581","2.040816","0","0","0","0","0","8.333334","1.666667","2.941176","2.631579","2.941176","1.515152","2.173913","0","2.941176","0","0"
"11","Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella;NA;","0","12.244898","0","5.263158","2.857143","11.111112","7.142858","16.666668","5","8.823529","5.263158","8.823529","4.545455","8.695652","11.428572","5.882353","9.090909","0"
"13","Bacteria;Firmicutes;Clostridia;Clostridiales;Clostridiaceae;Clostridium;NA;","0","2.040816","5.882353","10.526316","1.428571","2.777778","3.571429","4.166667","3.333333","11.764706","2.631579","2.941176","6.060606","4.347826","2.857143","2.941176","3.030303","0"
"14","Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Odoribacteraceae;Odoribacter;NA;","0","2.040816","0","0","0","0","0","0","3.333333","2.941176","0","0","1.515152","0","0","2.941176","0","0"
"15","Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Prevotellaceae;Paraprevotella;NA;","0","2.040816","0","0","0","0","0","4.166667","0","0","0","0","0","0","0","0","0","9.090909"
"16","Bacteria;Spirochaetes;Spirochaetia;Brachyspirales;Brachyspiraceae;Brachyspira;NA;","0","0","2.941176","1.315789","2.857143","0","0","4.166667","0","0","0","2.941176","0","0","2.857143","0","0","0"
"19","Bacteria;Fusobacteria;Fusobacteriia;Fusobacteriales;Fusobacteriaceae;Fusobacterium;NA;","0","0","0","1.315789","2.857143","0","0","0","0","0","0","0","0","0","0","0","3.030303","0"
"20","Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Odoribacteraceae;Butyricimonas;NA;","0","0","0","0","1.428571","0","0","4.166667","1.666667","0","0","0","0","0","0","0","3.030303","0"
"25","Archaea;Euryarchaeota;Methanomicrobia;Methanosarcinales;Methanosarcinaceae;Methanococcoides;NA;","0","0","0","0","0","0","0","0","0","0","2.631579","0","0","2.173913","0","0","3.030303","0"
"14.1","Unclassified","72.093023","53.061225","52.941178","59.210527","61.428572","49.999997","64.285712","33.333329","56.666666","47.058824","60.526315","44.117648","57.575754","47.826088","42.857142","41.176471","51.515152","27.272727"
