"","X","I.P01","I.P07","I.P11","I.S07","I.S29","I.S34","I.W31","I.W32","I.W33","S.P03","S.P09","S.P12","S.S05","S.S08","S.S32","S.W36","S.W37","S.W20"
"1","Bacteria;Firmicutes;Clostridia;Clostridiales;NA;NA;NA;","27.272728","20.689655","40.909092","22.5","34.210526","11.111112","16.666668","28.57143","27.272728","26.666668","21.212122","19.607843","23.287672","20.689655","50","14.285715","42.857143","55.555557"
"2","Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;NA;NA;NA;","3.636364","10.344828","4.545455","5","7.894736","7.407407","4.166667","14.285715","4.545455","13.333334","3.030303","11.764706","4.109589","10.344828","0","14.285715","14.285715","0"
"3","Bacteria;Firmicutes;Bacilli;Bacillales;NA;NA;NA;","1.818182","3.448276","0","0","0","3.703704","4.166667","0","4.545455","0","3.030303","0","2.739726","0","0","0","0","0"
"4","Unclassified","67.272726","65.517241","54.545453","72.5","57.894738","77.777777","74.999998","57.142855","63.636362","59.999998","72.727272","68.627451","69.863013","68.965517","50","71.42857","42.857142","44.444443"
