"","X","I.P01","I.P07","I.P11","I.S07","I.S29","I.S34","I.W31","I.W32","I.W33","S.P03","S.P09","S.P12","S.S05","S.S08","S.S32","S.W36","S.W37","S.W20"
"1","Bacteria;Firmicutes;Clostridia;Clostridiales;NA;NA;NA;","37.446808","25.120773","30.057802","33.905582","31.651375","25.663715","33.050846","35.849056","31.746033","34.682079","30.645163","33.830845","36.918606","34.939758","30.081303","27.083334","31.746033","46.835442"
"2","Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;NA;NA;NA;","20.425531","37.198067","34.682079","33.476395","35.321102","40.707962","38.983051","38.679245","37.30159","43.3526","38.172043","23.383083","31.686047","34.337349","48.780487","48.958336","41.26984","43.037975"
"3","Bacteria;Verrucomicrobia;Verrucomicrobiae;Verrucomicrobiales;NA;NA;NA;","1.702128","1.932367","0.578035","1.716738","0.917431","0.884956","0","3.773585","0","1.156069","1.075269","0.497512","0","0","0","3.125","3.174603","1.265823"
"4","Bacteria;Bacteroidetes;Sphingobacteriia;Sphingobacteriales;NA;NA;NA;","1.276596","0","0.578035","0.858369","0.458716","0.884956","0","0","1.587302","0.578035","1.075269","0.995025","0.290698","0.60241","0","0","0","0"
"5","Bacteria;Firmicutes;Bacilli;Bacillales;NA;NA;NA;","0.851064","0.966184","1.156069","0.858369","0.917431","0","0","0.943396","1.587302","1.156069","0","0.497512","0.872093","0.60241","0.813008","1.041667","1.587302","1.265823"
"6","Bacteria;Tenericutes;Mollicutes;Mycoplasmatales;NA;NA;NA;","0.851064","0","0","0","0","0","0","0","0","0","0","0.497512","1.162791","0","0","0","0","0"
"7","Bacteria;Firmicutes;Bacilli;Lactobacillales;NA;NA;NA;","0.851064","1.449275","0.578035","2.145923","0.458716","1.769912","0","0","2.380952","0","0.537634","1.492537","0.872093","1.204819","1.626016","2.083333","0","0"
"9","Eukaryota;Ascomycota;Eurotiomycetes;Eurotiales;NA;NA;NA;","0.425532","0.483092","0","0","0","0","0","0","0.793651","1.156069","0","0","0","0","0","0","0","0"
"11","Bacteria;Actinobacteria;Actinobacteria;Bifidobacteriales;NA;NA;NA;","0.425532","0.483092","0.578035","0","0.458716","0","1.694915","2.830189","2.380952","0.578035","0","0","0","0.60241","1.626016","2.083333","1.587302","0"
"12","Bacteria;Actinobacteria;Actinobacteria;Streptomycetales;NA;NA;NA;","0.425532","0.483092","0","0","0","0.884956","0","0","0","0","0","0","0.290698","0","0","0","0","0"
"13","Bacteria;Bacteroidetes;Flavobacteriia;Flavobacteriales;NA;NA;NA;","0.425532","0.966184","1.156069","0.858369","1.376147","1.769912","1.694915","0","2.380952","1.156069","0.537634","1.492537","0.581395","1.204819","0.813008","2.083333","0","1.265823"
"14","Bacteria;Firmicutes;Erysipelotrichia;Erysipelotrichales;NA;NA;NA;","0.425532","0","0","0.429185","0","0","0.847458","0.943396","1.587302","0","1.075269","0.497512","0.290698","1.204819","0","0","3.174603","0"
"18","Eukaryota;Preaxostyla;NA;Oxymonadida;NA;NA;NA;","0","1.449275","0","0","0.458716","0","0","0","0","0","0","0","0","1.204819","0","0","0","0"
"20","Bacteria;Actinobacteria;Actinobacteria;Micrococcales;NA;NA;NA;","0","0.483092","0.578035","1.287554","0.917431","0.884956","0","0","0.793651","0","0.537634","0","0","0","0.813008","1.041667","1.587302","1.265823"
"23","Bacteria;Firmicutes;Clostridia;Thermoanaerobacterales;NA;NA;NA;","0","0","0.578035","0","0","0","0.847458","0","0","0","0","0","0.290698","0","0","0","0","0"
"24","Bacteria;Actinobacteria;Actinobacteria;Catenulisporales;NA;NA;NA;","0","0","0.578035","0.429185","0.458716","0","0","0.943396","0","0","0.537634","0","0","0","0","0","0","0"
"27","Bacteria;Bacteroidetes;Cytophagia;Cytophagales;NA;NA;NA;","0","0","0","0.429185","0","0","0","0","0","0","0","0.497512","0","0.60241","0","0","0","0"
"28","Bacteria;Chloroflexi;Anaerolineae;Anaerolineales;NA;NA;NA;","0","0","0","0","0.458716","0","0","0","0","0","0","0.497512","0.290698","0","0","0","0","0"
"19","Unclassified","34.468085","28.985507","28.901736","23.605146","26.146787","26.548675","22.881357","16.037737","17.460313","16.184975","25.806451","35.820901","26.453485","23.493977","15.447154","12.499997","15.873015","5.06329099999999"
