"","X","I.P01","I.P07","I.P11","I.S07","I.S29","I.S34","I.W31","I.W32","I.W33","S.P03","S.P09","S.P12","S.S05","S.S08","S.S32","S.W36","S.W37","S.W20"
"1","Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;NA;NA;","30.000002","50","50","26.086956","47.368423","33.333336","54.545456","28.57143","57.14286","43.75","16.666668","45.454548","32.258064","50","30.000002","20","60.000004","11.111112"
"3","Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;NA;NA;","6.666667","0","21.428572","17.391304","5.263158","6.666667","18.181818","28.57143","14.285715","6.25","22.222223","4.545455","12.903225","0","30.000002","60.000004","0","44.444447"
"4","Bacteria;Firmicutes;Bacilli;Bacillales;Bacillaceae;NA;NA;","6.666667","0","0","8.695652","5.263158","0","0","0","0","0","0","0","6.451612","0","0","0","0","0"
"5","Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;NA;NA;","6.666667","16.666668","0","4.347826","0","13.333334","9.090909","0","0","0","0","4.545455","6.451612","0","0","0","0","0"
"7","Bacteria;Actinobacteria;Actinobacteria;Bifidobacteriales;Bifidobacteriaceae;NA;NA;","3.333333","0","0","4.347826","5.263158","0","9.090909","0","0","0","0","0","0","7.142858","0","0","0","0"
"8","Bacteria;Firmicutes;Clostridia;Clostridiales;Clostridiaceae;NA;NA;","3.333333","0","0","0","0","0","0","14.285715","0","0","5.555556","4.545455","3.225806","7.142858","0","0","20","11.111112"
"9","Bacteria;Firmicutes;Bacilli;Bacillales;Paenibacillaceae;NA;NA;","3.333333","0","0","4.347826","0","0","0","0","0","0","11.111112","0","3.225806","0","0","0","0","0"
"13","Bacteria;Firmicutes;Bacilli;Lactobacillales;Carnobacteriaceae;NA;NA;","0","0","7.142858","0","0","6.666667","0","14.285715","0","0","5.555556","0","0","0","0","0","0","0"
"14","Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;NA;NA;","0","0","0","4.347826","0","0","0","0","0","0","0","0","3.225806","7.142858","0","0","0","0"
"15","Bacteria;Actinobacteria;Actinobacteria;Propionibacteriales;Propionibacteriaceae;NA;NA;","0","0","0","0","5.263158","0","0","0","0","6.25","5.555556","0","0","0","0","0","0","0"
"16","Bacteria;Firmicutes;Bacilli;Bacillales;Staphylococcaceae;NA;NA;","0","0","0","0","0","6.666667","0","0","0","6.25","0","0","3.225806","0","0","0","0","0"
"17","Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Tannerellaceae;NA;NA;","0","0","0","0","0","0","0","0","0","0","0","9.090909","3.225806","0","0","0","0","11.111112"
"13.1","Unclassified","39.999998","33.333332","21.42857","30.434784","31.578945","33.333329","9.090908","14.28571","28.571425","37.5","33.333329","31.818178","25.806457","28.571426","39.999996","19.999996","19.999996","22.222217"
