"","X","I.P01","I.P07","I.P11","I.S07","I.S29","I.S34","I.W31","I.W32","I.W33","S.P03","S.P09","S.P12","S.S05","S.S08","S.S32","S.W36","S.W37","S.W20"
"1","Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;NA;NA;","32.58427","50","53.703701","50.877197","38.46154","48.936169","58.064514","66.25","33.043476","53.284668","40","51.041668","55.974842","43.902439","57.608692","40.740742","32.43243","68.604652"
"2","Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Tannerellaceae;NA;NA;","20.224718","12.195122","12.037037","10.526316","13.846154","8.510638","12.903225","22.5","22.608696","15.328466","16.363636","4.166667","10.062893","7.317073","5.434783","23.456789","16.216215","11.627908"
"3","Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Rikenellaceae;NA;NA;","12.35955","8.536586","14.814815","8.77193","11.538462","19.148937","4.838709","0","12.173913","8.029197","8.181818","16.666668","7.54717","14.634146","16.304348","14.814815","29.729731","12.790698"
"4","Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Prevotellaceae;NA;NA;","8.988764","4.878048","5.555556","6.140351","3.846154","0","0","2.5","1.73913","3.649635","10","9.375","1.886792","3.658536","2.173913","0","2.702703","1.162791"
"5","Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Muribaculaceae;NA;NA;","8.988764","7.317073","0.925926","5.263158","7.692308","4.255319","6.451612","0","5.217391","3.649635","5.454545","3.125","2.515723","4.878048","5.434783","1.234568","2.702703","0"
"6","Bacteria;Bacteroidetes;Sphingobacteriia;Sphingobacteriales;Sphingobacteriaceae;NA;NA;","1.123595","1.219512","0","0.877193","0","0","0","0","1.73913","0","0.909091","1.041667","0","0","0","1.234568","1.351351","0"
"8","Eukaryota;Preaxostyla;NA;Oxymonadida;Streblomastigidae;NA;NA;","1.123595","2.439024","0.925926","0","1.538462","0","0","0","0","0","0","1.041667","0","2.439024","1.086957","0","0","0"
"9","Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Odoribacteraceae;NA;NA;","1.123595","0","1.851852","1.754386","2.307692","0","0","1.25","2.608696","2.919708","2.727273","0","1.257862","2.439024","1.086957","1.234568","5.405406","2.325581"
"10","Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Dysgonamonadaceae;NA;NA;","1.123595","0","0.925926","1.754386","3.076923","0","0","1.25","1.73913","1.459854","0.909091","1.041667","2.515723","3.658536","2.173913","2.469136","2.702703","0"
"14","Bacteria;Bacteroidetes;Cytophagia;Cytophagales;Cytophagaceae;NA;NA;","0","1.219512","0","0","0.769231","1.06383","1.612903","0","0","0","0.909091","1.041667","1.257862","2.439024","0","0","0","0"
"16","Bacteria;Bacteroidetes;Bacteroidia;Marinilabiliales;Prolixibacteraceae;NA;NA;","0","0","0.925926","0","0","1.06383","0","0","0","0","0","0","0","0","0","1.234568","0","0"
"20","Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;NA;NA;","0","0","0","0.877193","0","0","1.612903","0","0","0","0","0","0.628931","0","0","0","0","0"
"21","Bacteria;Firmicutes;Clostridia;Clostridiales;Eubacteriaceae;NA;NA;","0","0","0","0.877193","0","0","0","0","0","0","0","0","0.628931","1.219512","0","1.234568","0","0"
"23","Bacteria;Bacteroidetes;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;NA;NA;","0","0","0","0","0.769231","2.12766","0","0","0","0","0.909091","1.041667","0.628931","0","1.086957","0","0","0"
"25","Bacteria;Bacteroidetes;Chitinophagia;Chitinophagales;Chitinophagaceae;NA;NA;","0","0","0","0","0.769231","0","0","0","0","0","0.909091","2.083333","0","1.219512","0","0","0","0"
"27","Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Barnesiellaceae;NA;NA;","0","0","0","0","0.769231","1.06383","0","0","0","0","0","1.041667","0","1.219512","0","0","0","0"
"30","Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Porphyromonadaceae;NA;NA;","0","0","0","0","0","0","0","1.25","0","0","0.909091","0","0","1.219512","0","0","0","0"
"18","Unclassified","12.359554","12.195123","8.33333500000001","12.280697","14.615381","13.829787","14.516134","5","19.130438","11.678837","11.818182","7.291662","15.09434","9.756102","7.60869700000001","12.345678","6.756758","3.48837"
