"","X","I.P01","I.P07","I.P11","I.S07","I.S29","I.S34","I.W31","I.W32","I.W33","S.P03","S.P09","S.P12","S.S05","S.S08","S.S32","S.W36","S.W37","S.W20"
"1","Bacteria;Bacteroidetes;Bacteroidia;NA;NA;NA;NA;","29.761904","40.983604","51.666664","50","46.666668","58.695648","48.717949","53.846157","50","38.46154","56.451614","39.285713","28.148148","42","52.380955","78.048775","63.15789","63.636364"
"2","Bacteria;Firmicutes;Clostridia;NA;NA;NA;NA;","16.666668","14.754099","10","6.25","10","2.173913","12.820514","19.23077","7.142858","12.820514","6.451612","14.285715","13.333334","6","4.761905","7.317073","5.263158","27.272728"
"4","Bacteria;Bacteroidetes;Cytophagia;NA;NA;NA;NA;","1.190476","0","1.666667","0","0","2.173913","0","0","0","2.564103","0","0","0","2","0","0","0","0"
"4.1","Unclassified","52.380952","44.262297","36.666669","43.75","43.333332","36.956526","38.461537","26.923073","42.857142","46.153843","37.096774","46.428572","58.518518","50","42.85714","14.634152","31.578952","9.090908"
