"","X","I.P01","I.P07","I.P11","I.S07","I.S29","I.S34","I.W31","I.W32","I.W33","S.P03","S.P09","S.P12","S.S05","S.S08","S.S32","S.W36","S.W37","S.W20"
"225","Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Dorea;Dorea longicatena;","0","0","0","0","0","0","0.847458","0","0","0.578035","0","0","0.581395","0.60241","0","0","0","0"
"236","Bacteria;Firmicutes;Erysipelotrichia;Erysipelotrichales;Erysipelotrichaceae;Erysipelatoclostridium;[Clostridium] saccharogumia;","0","0","0","0","0","0","0","0.943396","0","0","0","0","0","0.60241","0","0","1.587302","0"
"237","Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Rikenellaceae;Alistipes;Alistipes indistinctus;","0","0","0","0","0","0","0","0.943396","0","0.578035","0","0","0","0","0","0","0","2.531646"
"240","Bacteria;Actinobacteria;Actinobacteria;Bifidobacteriales;Bifidobacteriaceae;Bifidobacterium;Bifidobacterium castoris;","0","0","0","0","0","0","0","0.943396","0.793651","0.578035","0","0","0","0","0","0","0","0"
"258","Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Blautia;Blautia wexlerae;","0","0","0","0","0","0","0","0","0","0.578035","0.537634","0","0","0.60241","0","0","0","0"
"268","Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Odoribacteraceae;Odoribacter;Odoribacter sp. CAG:788;","0","0","0","0","0","0","0","0","0","0","0.537634","0.497512","0.290698","0","0","0","0","0"
"272","Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;Bacteroides sp. AM16-24;","0","0","0","0","0","0","0","0","0","0","0.537634","0","0.290698","0","0.813008","1.041667","0","0"
"285","Bacteria;Firmicutes;NA;NA;NA;NA;Firmicutes bacterium CAG:475;","0","0","0","0","0","0","0","0","0","0","0","0.497512","0.290698","0","0","1.041667","0","0"
"297","Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;Bacteroides cellulosilyticus;","0","0","0","0","0","0","0","0","0","0","0","0","0.872093","0","1.626016","1.041667","0","0"
"128","Unclassified","63.829781","62.318831","54.913283","61.802551","66.05503","57.522118","61.8644","59.433971","62.698406","52.601147","62.903241","69.154243","69.767433","65.06023","64.227648","57.291661","61.904757","46.835439"
