"","X","I.P01","I.P07","I.P11","I.S07","I.S29","I.S34","I.W31","I.W32","I.W33","S.P03","S.P09","S.P12","S.S05","S.S08","S.S32","S.W36","S.W37","S.W20"
"1","Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Ruminococcus;NA;","26.923079","21.428572","17.391304","35.294117","37.5","26.666668","0","0","0","5.263158","25","16.666668","16.666668","4.545455","10","0","0","0"
"2","Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;NA;","11.538462","32.142857","34.782608","17.647058","33.333336","26.666668","70","33.333336","20","26.31579","25","23.333334","16.666668","31.818182","45","42.857143","0","44.444447"
"3","Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Butyrivibrio;NA;","7.692308","0","0","5.882353","0","0","0","0","0","0","3.125","6.666667","4.166667","0","0","14.285715","0","0"
"4","Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella;NA;","3.846154","3.571429","8.695652","0","0","0","0","6.666667","0","5.263158","0","0","0","4.545455","10","0","0","0"
"5","Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Roseburia;NA;","3.846154","0","0","5.882353","0","0","0","0","10","5.263158","0","0","0","0","0","0","0","0"
"6","Bacteria;Firmicutes;Clostridia;Clostridiales;Eubacteriaceae;Eubacterium;NA;","3.846154","3.571429","0","5.882353","0","0","0","0","10","0","0","0","2.083333","0","5","0","0","0"
"8","Bacteria;Firmicutes;Bacilli;Bacillales;Paenibacillaceae;Paenibacillus;NA;","3.846154","0","0","0","0","0","10","6.666667","0","0","0","0","0","4.545455","0","0","0","0"
"9","Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Robinsoniella;NA;","3.846154","0","0","0","0","6.666667","0","0","0","0","0","3.333333","4.166667","0","0","0","0","0"
"10","Bacteria;Chloroflexi;Ktedonobacteria;Ktedonobacterales;Dictyobacteraceae;Dictyobacter;NA;","3.846154","0","0","0","8.333334","0","0","0","0","0","6.25","3.333333","2.083333","9.090909","0","0","0","0"
"11","Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Kineothrix;NA;","3.846154","0","0","0","0","6.666667","0","0","0","5.263158","3.125","0","2.083333","0","0","14.285715","0","0"
"16","Bacteria;Firmicutes;Clostridia;Clostridiales;Clostridiaceae;Hungatella;NA;","0","3.571429","4.347826","0","0","0","0","13.333334","0","0","0","0","0","0","0","0","42.857143","11.111112"
"17","Bacteria;Bacteroidetes;Sphingobacteriia;Sphingobacteriales;Sphingobacteriaceae;Sphingobacterium;NA;","0","0","4.347826","0","0","0","0","0","10","0","0","0","0","0","0","0","0","11.111112"
"13","Unclassified","26.923073","35.714284","30.434784","29.411766","20.83333","33.33333","20","39.999996","50","52.631578","37.5","46.666665","52.083331","45.454544","30","28.571427","57.142857","33.333329"
