"","X","I.P01","I.P07","I.P11","I.S07","I.S29","I.S34","I.W31","I.W32","I.W33","S.P03","S.P09","S.P12","S.S05","S.S08","S.S32","S.W36","S.W37","S.W20"
"1","Bacteria;Firmicutes;Clostridia;Clostridiales;NA;NA;NA;","47.13303","37.169518","39.298893","42.396313","37.767582","38.26923","46.024097","45.983379","39.194916","38.501743","36.427319","46.285019","43.849766","40.152966","31.589958","34.300793","40.476192","43.902439"
"2","Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;NA;NA;NA;","13.761468","23.32815","28.966791","18.778803","27.370029","23.461538","21.927711","25.484764","29.449154","26.829269","27.845882","13.032887","20.938967","23.135756","29.079496","32.453827","25.170067","39.024387"
"3","Bacteria;Firmicutes;Bacilli;Bacillales;NA;NA;NA;","1.376147","2.332815","2.398524","2.880184","1.987768","0.961538","2.409638","1.939058","1.483051","1.74216","1.401051","2.192448","1.877934","1.912046","1.464435","1.583114","2.040816","2.439024"
"4","Bacteria;Firmicutes;Bacilli;Lactobacillales;NA;NA;NA;","1.03211","1.244168","0.553506","0.806452","0.611621","0.961538","1.204819","1.108033","1.483051","0.696864","0.700525","1.096224","1.220657","1.147228","0.209205","0.791557","0.340136","0.487805"
"5","Bacteria;Actinobacteria;Coriobacteriia;Coriobacteriales;NA;NA;NA;","0.688073","0.933126","0.369004","0.576037","0.458716","0.769231","0.481928","0","0.423729","0.522648","0.350263","0.609013","0.28169","0.382409","0.83682","0","0","0"
"6","Bacteria;Actinobacteria;Actinobacteria;Bifidobacteriales;NA;NA;NA;","0.573394","0.777605","0.738007","0.921659","0.764526","1.346154","0.722892","0.277008","1.271186","1.219512","0.175131","1.218027","0.657277","0.382409","1.67364","0.263852","0.340136","0"
"7","Bacteria;Spirochaetes;Spirochaetia;Spirochaetales;NA;NA;NA;","0.458716","0","0","0.115207","0.152905","0","0.722892","0","0.211864","0","0.175131","0.487211","0.187793","0","0","0","0","0"
"8","Bacteria;Actinobacteria;Actinobacteria;Micrococcales;NA;NA;NA;","0.458716","1.088647","0.738007","0.576037","1.070336","0.576923","0.481928","0.554017","0.211864","0.87108","0.700525","0.609013","0.84507","0.191205","1.046025","0.791557","0.340136","0.97561"
"9","Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;NA;NA;NA;","0.344037","0.466563","0","0.230415","0.611621","0.576923","0.481928","0.831025","0.211864","0.174216","0.350263","0.609013","0.093897","0.191205","0.41841","0","0","0"
"10","Bacteria;Firmicutes;Erysipelotrichia;Erysipelotrichales;NA;NA;NA;","0.344037","0","0.184502","0.460829","0","0.384615","0.722892","1.108033","0.847458","0","0.525394","0.121803","0.28169","0.573614","0.209205","0","0.340136","0"
