"","X","I.P01","I.P07","I.P11","I.S07","I.S29","I.S34","I.W31","I.W32","I.W33","S.P03","S.P09","S.P12","S.S05","S.S08","S.S32","S.W36","S.W37","S.W20"
"11","Bacteria;Bacteroidetes;Cytophagia;Cytophagales;NA;NA;NA;","0.344037","0","0.184502","0.345622","0.30581","0.384615","0","0","0.635593","0.696864","0.350263","0","0.28169","0.382409","0.209205","0.791557","1.020408","0"
"12","Bacteria;Actinobacteria;Coriobacteriia;Eggerthellales;NA;NA;NA;","0.344037","0","0","0","0","0","0","0","0","0.174216","0","0","0.28169","0","0","0.263852","0","0"
"13","Bacteria;Bacteroidetes;Bacteroidia;Marinilabiliales;NA;NA;NA;","0.344037","0.311042","0.369004","0.345622","0.917431","0","0.722892","0","1.059322","0.348432","0.350263","0.121803","0.375587","0.956023","0.41841","1.319261","1.020408","0"
"14","Bacteria;Actinobacteria;Actinobacteria;Corynebacteriales;NA;NA;NA;","0.229358","0","0","0","0","0.384615","0","0.277008","0","0.174216","0.175131","0.121803","0.187793","0","0","0","0","0.487805"
"15","Bacteria;Elusimicrobia;Elusimicrobia;Elusimicrobiales;NA;NA;NA;","0.229358","0.311042","0","0.115207","0","0","0","0","0","0.174216","0","0","0.28169","0","0","0","0","0"
"16","Bacteria;Verrucomicrobia;Verrucomicrobiae;Verrucomicrobiales;NA;NA;NA;","0.114679","0.155521","0","0.115207","0.152905","0","0","0","0","0","0.175131","0.121803","0.093897","0.191205","0.209205","0","0.340136","0"
"17","Bacteria;Actinobacteria;Actinobacteria;Micromonosporales;NA;NA;NA;","0.114679","0","0","0.115207","0","0","0.481928","0","0.211864","0.174216","0.175131","0","0.093897","0.191205","0.209205","0","0.340136","0"
"18","Bacteria;Actinobacteria;Actinobacteria;Propionibacteriales;NA;NA;NA;","0.114679","0","0","0","0","0","0","0.277008","0","0","0.350263","0.121803","0.093897","0","0.209205","0.263852","0","0"
"19","Bacteria;Actinobacteria;Actinobacteria;Streptomycetales;NA;NA;NA;","0.114679","0.155521","0","0","0","0","0","0","0","0.348432","0.175131","0.365408","0.28169","0.382409","0","0","0","0"
"20","Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;NA;NA;NA;","0.114679","0","0","0","0.30581","0","0","0","0","0","0.175131","0","0.093897","0.382409","0","0.263852","0","0"
"21","Bacteria;Tenericutes;Mollicutes;Acholeplasmatales;NA;NA;NA;","0.114679","1.244168","0.553506","0.230415","0","0.384615","0","0","0.211864","0.174216","0.175131","0.121803","0.657277","0.573614","0.41841","0.263852","0.340136","0"
"22","Bacteria;Chloroflexi;Chloroflexia;Herpetosiphonales;NA;NA;NA;","0.114679","0","0.184502","0","0","0.192308","0","0","0","0","0.175131","0","0.093897","0","0","0","0","0"
"23","Bacteria;Bacteroidetes;Flavobacteriia;Flavobacteriales;NA;NA;NA;","0.114679","0.622084","0.369004","0.460829","0.917431","1.153846","0.240964","0.831025","0.423729","0.174216","0.525394","0.852619","0.375587","0.382409","1.046025","0.263852","1.70068","0.487805"
"24","Bacteria;Bacteroidetes;Sphingobacteriia;Sphingobacteriales;NA;NA;NA;","0.114679","0.155521","0.369004","0.230415","0.30581","0.192308","0.240964","0.277008","0.211864","0.87108","0","0.487211","0.375587","0","0.209205","0.263852","0.680272","0"
"25","Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;NA;NA;NA;","0.114679","0.155521","0.184502","0.115207","0.30581","0.192308","0","0","0","0","0.175131","0.365408","0.187793","0","0.209205","0.263852","0.340136","0"
"26","Bacteria;Proteobacteria;Deltaproteobacteria;Desulfovibrionales;NA;NA;NA;","0.114679","0.155521","0","0","0","0","0.240964","0","0.211864","0","0.175131","0.121803","0","0","0","0","0","0"
"27","Bacteria;Chloroflexi;Anaerolineae;Anaerolineales;NA;NA;NA;","0.114679","0","0.184502","0","0.30581","0.192308","0.240964","0.277008","0","0.174216","0.175131","0.121803","0.093897","0.191205","0.209205","0.263852","0","0"
"28","Bacteria;Chloroflexi;Ktedonobacteria;Ktedonobacterales;NA;NA;NA;","0.114679","0","0","0","0","0.192308","0","0","0","0","0","0","0","0","0.209205","0","0","0"
"29","Bacteria;Verrucomicrobia;Opitutae;Puniceicoccales;NA;NA;NA;","0.114679","0","0","0.115207","0.152905","0","0","0.277008","0","0","0","0","0","0.191205","0.41841","0.263852","0.680272","0"
"33","Bacteria;Proteobacteria;Deltaproteobacteria;Myxococcales;NA;NA;NA;","0","0.155521","0.184502","0","0","0","0","0","0.211864","0","0","0","0","0","0","0","0","0"
"34","Bacteria;Firmicutes;Clostridia;Halanaerobiales;NA;NA;NA;","0","0.155521","0","0.230415","0.30581","0","0","0","0","0","0.350263","0.121803","0.093897","0.191205","0","0","0","0"
"35","Bacteria;Verrucomicrobia;Opitutae;Opitutales;NA;NA;NA;","0","0.155521","0.184502","0.115207","0.152905","0.192308","0","0","0.211864","0.348432","0","0","0","0.191205","0.41841","0","0","0.487805"
"36","Bacteria;NA;NA;Haloplasmatales;NA;NA;NA;","0","0.155521","0.184502","0.115207","0","0","0","0","0","0.174216","0","0.121803","0","0","0","0","0","0"
"37","Bacteria;Firmicutes;Negativicutes;Selenomonadales;NA;NA;NA;","0","0","0.184502","0.230415","0.152905","0.192308","0.722892","0.277008","0.211864","0","0","0.121803","0.187793","0","0","0.263852","0","0"
"38","Bacteria;Candidatus Melainabacteria;NA;Candidatus Gastranaerophilales;NA;NA;NA;","0","0","0","0.115207","0","0","0","0","0.423729","0","0.175131","0","0","0.191205","0","0.263852","0","0"
"39","Bacteria;Firmicutes;Clostridia;Candidatus Borkfalkiales;NA;NA;NA;","0","0","0","0.115207","0","0","0","0","0","0.348432","0.175131","0.121803","0","0","0","0","0","0"
"40","Bacteria;Fusobacteria;Fusobacteriia;Fusobacteriales;NA;NA;NA;","0","0","0","0","0.152905","0","0","0","0","0","0","0","0.093897","0","0","0","0.340136","0"
"41","Bacteria;Acidobacteria;Acidobacteriia;Acidobacteriales;NA;NA;NA;","0","0","0","0","0.152905","0","0","0","0","0","0","0.121803","0.093897","0","0","0","0","0"
"47","Bacteria;Firmicutes;Clostridia;Thermoanaerobacterales;NA;NA;NA;","0","0","0","0","0","0","0.240964","0","0.211864","0.174216","0","0","0","0","0.209205","0","0","0"
"48","Bacteria;Bacteroidetes;Chitinophagia;Chitinophagales;NA;NA;NA;","0","0","0","0","0","0","0.240964","0","0.423729","0","0","0.121803","0","0.191205","0.209205","0","0","0"
"41.1","Unclassified","30.733939","28.771383","23.616232","29.147468","24.617744","29.038463","21.445779","20.22161","20.550849","24.912892","27.320498","30.085257","25.446009","27.342249","28.661091","24.80211","24.149661","11.70732"
