"","X","I.P01","I.P07","I.P11","I.S07","I.S29","I.S34","I.W31","I.W32","I.W33","S.P03","S.P09","S.P12","S.S05","S.S08","S.S32","S.W36","S.W37","S.W20"
"11","Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Kineothrix;Kineothrix alysoides;","0.573394","0.311042","0.184502","0.460829","0.611621","1.153846","0.240964","0.831025","0.211864","0.174216","0.350263","0.974422","0.657277","0.382409","0.627615","0.791557","0.340136","0.487805"
"12","Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Gemmiger;Gemmiger sp. An120;","0.573394","0.155521","0","0.115207","0","0","0","0","0","0","0.350263","0.365408","0.093897","0","0","0.263852","0","0"
"13","Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Schaedlerella;Schaedlerella arabinosiphila;","0.573394","1.244168","1.107011","0.921659","0.917431","0.192308","1.204819","1.385041","1.059322","0.696864","0.875657","0.365408","0.751174","0.573614","0.41841","0","0","0"
"14","Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Robinsoniella;Robinsoniella peoriensis;","0.458716","0.311042","0.184502","0.230415","0.152905","0","0.240964","0.831025","0.635593","0.696864","0.700525","0.365408","0.187793","0.191205","0.209205","0","0","6.829268"
"15","Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Subdoligranulum;Subdoligranulum variabile;","0.458716","0.622084","0.184502","0.345622","0.30581","0.192308","0","0.831025","0.211864","0.87108","0","0.365408","0.28169","0.382409","0.627615","0.263852","0.340136","0"
"16","Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Roseburia;Roseburia hominis;","0.458716","0","0","0.460829","0","0","0","0","0.211864","0","0.175131","0","0","0.191205","0","0","0","0"
"17","Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;Bacteroides sartorii;","0.458716","0.466563","0.738007","0.460829","0.611621","1.346154","0.240964","0","0.211864","1.567944","1.050788","0.243605","0.469484","0.573614","0.41841","0.791557","0.680272","0.487805"
"18","Bacteria;Firmicutes;Clostridia;Clostridiales;NA;NA;Clostridiales bacterium NK3B98;","0.458716","0.155521","0.184502","0.230415","0.611621","0.576923","0.240964","0","0","0","0.175131","1.218027","0.657277","0.191205","0.41841","0.263852","0.340136","0"
"19","Bacteria;Firmicutes;Clostridia;Clostridiales;Clostridiaceae;Clostridium;Clostridium sp. CAG:568;","0.458716","0.311042","0.369004","0.115207","0.152905","0.384615","0","0","0","0.348432","0.350263","0.243605","0.187793","0.382409","0.41841","0","0","0"
"20","Bacteria;Firmicutes;NA;NA;NA;NA;Firmicutes bacterium CAG:345;","0.458716","0.777605","0.184502","0.460829","0","0.961538","0.240964","0","0.211864","0.174216","0.525394","0.974422","0.375587","0.764818","0.83682","0","0.680272","0"
"21","Bacteria;Firmicutes;Clostridia;Clostridiales;NA;NA;Clostridiales bacterium;","0.458716","0.311042","0.738007","0.806452","0.458716","0.576923","0","0","0.423729","0.348432","0","0.121803","0.375587","0.382409","0.627615","0","0","0"
"22","Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Gemmiger;Gemmiger sp. An194;","0.458716","0.155521","0.184502","0.345622","0.30581","0.192308","0.240964","0","0","0.174216","0.350263","0.609013","0.375587","0.382409","0.41841","0","0.340136","0"
"23","Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Muribaculaceae;NA;Muribaculaceae bacterium Isolate-110 (HZI);","0.458716","0.311042","0.553506","0.691244","0.30581","0.576923","1.686747","0.554017","0.847458","0.174216","0.525394","0","0.469484","0.573614","0.627615","1.319261","0.340136","0"
"24","Bacteria;Firmicutes;Clostridia;Clostridiales;Clostridiaceae;Clostridium;uncultured Clostridium sp.;","0.344037","0","0.553506","0.115207","0.152905","0.192308","0","0.277008","0","0.174216","0.525394","0","0.093897","0","0","0","0.340136","0"
"25","Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Rikenellaceae;Alistipes;Alistipes onderdonkii;","0.344037","0.466563","0.922509","0.460829","0.764526","1.153846","0","0","0.423729","0.522648","0.525394","0.365408","0.375587","0.191205","1.25523","0.791557","1.360544","0"
"26","Bacteria;Elusimicrobia;Elusimicrobia;NA;NA;NA;uncultured Elusimicrobia bacterium;","0.344037","0.155521","0","0.230415","0.152905","0","0","0","0.211864","0.348432","0","0","0","0.382409","0","0.263852","0.680272","0"
"27","Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Gemmiger;Gemmiger formicilis;","0.344037","0.155521","0.184502","0.230415","0.152905","0.192308","0","0.554017","0.423729","0.522648","0.175131","0.243605","0.375587","0.191205","0","0","0","0"
"28","Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Dorea;Dorea sp. 5-2;","0.344037","0.155521","0.184502","0","0.152905","0.192308","0.240964","0","0.211864","0","0","0.243605","0.187793","0.382409","0.41841","0","0","0"
"29","Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Butyrivibrio;Butyrivibrio sp. AE3004;","0.344037","0","0.184502","0.115207","0","0.769231","0.240964","0.277008","0","0","0.175131","0.121803","0.187793","0","0.41841","0","0","0"
"30","Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Neglecta;Neglecta timonensis;","0.344037","0","0","0.230415","0.152905","0.576923","0.963855","0","0","0","0","0.609013","0.56338","0","0","0.263852","0","0"
"31","Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Cuneatibacter;Cuneatibacter caecimuris;","0.344037","0.155521","0.184502","0.115207","0.611621","0.192308","0.481928","0","0","0.174216","0.175131","0.121803","0.375587","0","0","0","0","0"
"32","Bacteria;Firmicutes;NA;NA;NA;NA;Firmicutes bacterium CAG:110_56_8;","0.344037","0","0","0","0","0.192308","0","0","0","0","0","0.121803","0.093897","0","0","0","0","0"
"33","Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Lachnotalea;Lachnotalea sp. AF33-28;","0.344037","0.311042","0.369004","0.691244","0.764526","0.192308","0.240964","0.554017","0.635593","0.348432","0.350263","0.487211","0.187793","0.191205","0","0.263852","0","0"
"34","Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Faecalibacterium;Faecalibacterium prausnitzii;","0.229358","0.622084","0.738007","0.345622","0.152905","0","0.722892","0.277008","0.423729","0.522648","0.175131","0.730816","0","0.191205","0.209205","0.527704","0.340136","0"
"35","Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Ruminococcus;Ruminococcus flavefaciens;","0.229358","0.155521","0.184502","0.115207","0","0.192308","0","0","0","0.348432","0.175131","0","0.187793","0","0","0.263852","0.340136","0"
"36","Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;Bacteroides heparinolyticus;","0.229358","0.155521","0.184502","0.230415","0.30581","0","0.240964","0.554017","0.211864","0.174216","0.350263","0.121803","0.093897","0","0.41841","0.263852","0","0.487805"
"39","Bacteria;Firmicutes;Clostridia;Clostridiales;Hungateiclostridiaceae;Pseudoclostridium;Pseudoclostridium thermosuccinogenes;","0.229358","0.155521","0","0.115207","0","0","0","0","0","0","0","0.121803","0","0.191205","0","0","0","0"
"40","Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;Bacteroides acidifaciens;","0.229358","0.311042","0.553506","0.576037","0.764526","1.346154","0.963855","0","1.059322","0.696864","0.525394","0.730816","0.28169","0.382409","0.627615","1.583114","0.680272","0"
"41","Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella;Prevotella copri;","0.229358","0.155521","0.184502","0","0","0.192308","0","0","0.211864","0.174216","0.350263","0.243605","0.093897","0.382409","0","0","0","0"
"42","Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Tannerellaceae;Parabacteroides;Parabacteroides johnsonii;","0.229358","0","0.184502","0","0.30581","0","0","0.277008","0.211864","0.348432","0.175131","0.243605","0.187793","0.191205","0","0.527704","0.680272","0.487805"
"43","Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;NA;Lachnospiraceae bacterium A4;","0.229358","0.311042","0","0","0.152905","0","0","0","0.211864","0.174216","0","0.730816","0.093897","0.191205","0.209205","0","0","0"
"44","Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Coprococcus;Coprococcus comes;","0.229358","0.311042","0.184502","0.115207","0.152905","0","0.240964","0","0.211864","0","0.175131","0","0.093897","0","0","0","0","0"
"45","Bacteria;Spirochaetes;Spirochaetia;Spirochaetales;Spirochaetaceae;Spirochaeta;Spirochaeta cellobiosiphila;","0.229358","0","0","0","0","0","0.240964","0","0.211864","0","0.175131","0.243605","0.093897","0","0","0","0","0"
"46","Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;Bacteroides fluxus;","0.229358","0.466563","0.369004","0.345622","0.30581","0.192308","0.240964","0.277008","0.847458","0.174216","0.525394","0.243605","0.375587","0.573614","0.627615","0.527704","0","0"
"48","Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;Bacteroides rodentium;","0.229358","0.311042","0.184502","0.115207","0.30581","0.384615","0.481928","0.277008","0.211864","0.522648","0.175131","0.365408","0.093897","0.382409","0.41841","0","0.680272","0.487805"
"49","Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;NA;Lachnospiraceae bacterium NK3A20;","0.229358","0.311042","0.184502","0.115207","0.152905","0","0.481928","0","0.635593","0.522648","0","0.243605","0.375587","0","0","0.263852","0.340136","0"
"50","Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Butyrivibrio;Butyrivibrio sp. AE2015;","0.229358","0","0.184502","0","0","0.384615","0","0","0","0","0.175131","0.243605","0.28169","0","0","0","0","0"
"51","Bacteria;NA;NA;NA;NA;NA;uncultured bacterium Contig1500;","0.229358","0","0","0","0","0","0","0","0","0.174216","0","0","0.093897","0","0","0","0","0"
"52","Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Eisenbergiella;Eisenbergiella massiliensis;","0.229358","0","0.184502","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.487805"
"53","Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Cellulosilyticum;Cellulosilyticum sp. I15G10I2;","0.229358","0","0","0.115207","0","0.192308","0","0","0","0","0.175131","0.121803","0.093897","0.191205","0","0","0.340136","0"
"54","Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Faecalibacterium;Faecalibacterium sp. CAG:74_58_120;","0.229358","0","0","0.115207","0.30581","0","0.240964","0","0.211864","0.174216","0.350263","0.121803","0.093897","0.191205","0.41841","0.263852","0","0"
"55","Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;NA;NA;Bacteroidales bacterium 52_46;","0.229358","0.466563","0","0.115207","0.152905","0.192308","0","0","0.211864","0","0.350263","0","0.187793","0","0.209205","0","0.340136","0"
"56","Bacteria;Bacteroidetes;NA;NA;NA;NA;Bacteroidetes bacterium;","0.229358","0.155521","0","0","0.152905","0","0.240964","0","0","0","0","0","0","0.191205","0","0.263852","0","0"
"57","Bacteria;Firmicutes;Clostridia;Clostridiales;Clostridiaceae;NA;Clostridiaceae bacterium;","0.229358","0","0","0.230415","0.458716","0.384615","0.240964","0.554017","0.635593","0.174216","0.350263","0.243605","0.657277","0.191205","0.209205","0.527704","0.340136","0"
"58","Bacteria;Elusimicrobia;Elusimicrobia;Elusimicrobiales;Elusimicrobiaceae;Elusimicrobium;Elusimicrobium sp. An273;","0.229358","0.311042","0","0.115207","0","0","0","0","0","0.174216","0","0","0.28169","0","0","0","0","0"
"59","Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;Bacteroides sp. An322;","0.229358","0.311042","0","0","0","0","0","0","0","0","0","0","0","0","0.209205","0","0","0"
"60","Bacteria;Actinobacteria;Coriobacteriia;Coriobacteriales;Coriobacteriaceae;NA;Coriobacteriaceae bacterium;","0.229358","0.311042","0","0.115207","0.152905","0.384615","0","0","0","0","0.175131","0","0.093897","0","0.209205","0","0","0"
"61","Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;NA;Lachnospiraceae bacterium KM106-2;","0.229358","0.155521","0","0.115207","0","0","0","0","0.211864","0.174216","0","0","0.093897","0.191205","0","0","0","0"
"62","Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Muribaculaceae;Candidatus Amulumruptor;Candidatus Amulumruptor caecigallinarius;","0.229358","0.311042","0.369004","0.115207","0.764526","0.192308","0","0","0.211864","0.174216","0.525394","0.243605","0.375587","0.573614","0.41841","0.263852","0","0.487805"
"63","Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Ruminococcus;Ruminococcus sp. AF46-10NS;","0.229358","0.466563","0","0.115207","0","0","0","0.277008","0","0","0.175131","0.121803","0","0","0.209205","0","0","0"
"64","Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Ruminococcus;Ruminococcus sp. AM42-11;","0.229358","0","0.184502","0","0","0","0.240964","0","0","0.174216","0","0","0","0","0","0","0","0"
"65","Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Pseudoflavonifractor;Pseudoflavonifractor sp. 524-17;","0.229358","0","0","0","0.152905","0.384615","0","0","0","0","0","0.121803","0.28169","0","0","0","0","0"
"66","Bacteria;NA;NA;NA;NA;NA;bacterium 1xD42-87;","0.229358","0","0","0.115207","0","0.576923","0","0","0","0","1.050788","0.487211","0.938967","0","0","0","0","0"
"67","Bacteria;NA;NA;NA;NA;NA;bacterium 1xD42-62;","0.229358","0","0.184502","0.230415","0.152905","0.192308","0","0","0.211864","0.174216","0.175131","0","0","0.191205","0","0","0.340136","0.487805"
"68","Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Muribaculaceae;NA;Muribaculaceae bacterium Isolate-104 (HZI);","0.229358","0","0","0.115207","0.30581","0","0","0","0.423729","0.174216","0.525394","0.121803","0.187793","0.573614","0","0.527704","0","0"
"69","Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;NA;Lachnospiraceae bacterium WCA-9-b2;","0.229358","0.155521","0.369004","0.115207","0","0.192308","0.240964","0","0","0","0","0.243605","0.187793","0.191205","0","0","0","0"
"70","Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Klebsiella;Klebsiella oxytoca;","0.114679","0","0","0","0.152905","0","0","0","0","0","0.175131","0","0.093897","0.382409","0","0.263852","0","0"
"71","Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;Bacteroides vulgatus;","0.114679","0","0.369004","0.230415","0.152905","0.384615","0","0","0.211864","0.522648","0.175131","0.121803","0.093897","0.191205","0.41841","0","0.340136","0.487805"
"74","Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Enterocloster;Enterocloster clostridioformis;","0.114679","0.466563","0.184502","0.460829","0.30581","0","0.240964","0.831025","0.211864","0","0.175131","0.121803","0.187793","0.191205","0","0","0","0"
"75","Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;Actinomycetaceae;Actinomyces;Actinomyces sp.;","0.114679","0.155521","0","0","0","0","0.481928","0","0.211864","0","0","0","0","0","0","0","0","0"
"76","Bacteria;Firmicutes;Clostridia;Clostridiales;Eubacteriaceae;Eubacterium;[Eubacterium] cellulosolvens;","0.114679","0","0","0","0.152905","0.192308","0","0","0.423729","0","0.175131","0.121803","0","0","0","0","0","0"
"77","Bacteria;Firmicutes;Clostridia;Clostridiales;Hungateiclostridiaceae;Ruminiclostridium;Ruminiclostridium cellobioparum;","0.114679","0.466563","0.184502","0.115207","0.152905","0","0","0","0","0","0","0","0","0","0","0","0","0"
"78","Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Cellulosilyticum;Cellulosilyticum lentocellum;","0.114679","0.155521","0","0","0.152905","0.192308","0.240964","0","0.211864","0","0","0.121803","0.093897","0","0","0","0","0"
"79","Bacteria;Tenericutes;Mollicutes;Acholeplasmatales;Acholeplasmataceae;Acholeplasma;Acholeplasma axanthum;","0.114679","0.933126","0.553506","0.115207","0","0.384615","0","0","0","0.174216","0.175131","0.121803","0.657277","0.573614","0.41841","0.263852","0","0"
"80","Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Blautia;Blautia producta;","0.114679","0","0.184502","0.115207","0.152905","0.192308","0","0.277008","0","0","0.350263","0.121803","0","0.191205","0","0","0","0"
"81","Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Blautia;[Ruminococcus] gnavus;","0.114679","0.155521","0","0.230415","0.152905","0.192308","0","0","0","0.174216","0.175131","0.365408","0.187793","0.191205","0","0.527704","0","0"
"82","Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Anaerotignum;Anaerotignum neopropionicum;","0.114679","0","0","0.115207","0.152905","0.192308","0","0.277008","0","0.174216","0.175131","0","0.093897","0","0.209205","0.263852","0.340136","0"
"84","Bacteria;Firmicutes;Clostridia;Clostridiales;Eubacteriaceae;Eubacterium;Eubacterium xylanophilum;","0.114679","0","0.184502","0.115207","0","0","0","0","0","0","0","0","0.093897","0","0.209205","0","0","0"
"85","Bacteria;Firmicutes;Clostridia;Clostridiales;Clostridiaceae;Clostridium;Clostridium grantii;","0.114679","0","0","0","0","0","0.240964","0","0","0","0","0.121803","0","0","0.209205","0","0","0"
"86","Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Butyrivibrio;Butyrivibrio proteoclasticus;","0.114679","0","0","0.115207","0.152905","0.192308","0.481928","0","0.423729","0","0.175131","0","0","0","0","0.263852","0","0.487805"
"90","Bacteria;Chloroflexi;Chloroflexia;Herpetosiphonales;Herpetosiphonaceae;Herpetosiphon;Herpetosiphon geysericola;","0.114679","0","0","0","0","0","0","0","0","0","0.175131","0","0.093897","0","0","0","0","0"
"91","Bacteria;NA;NA;NA;NA;NA;uncultured bacterium;","0.114679","0","0.184502","0.115207","0","0.384615","0.240964","0","0","0","0","0.243605","0.187793","0.191205","0","0","0","0"
"92","Bacteria;Actinobacteria;Coriobacteriia;Eggerthellales;Eggerthellaceae;Slackia;Slackia heliotrinireducens;","0.114679","0","0","0","0","0","0","0","0","0","0","0","0.093897","0","0","0.263852","0","0"
"93","Bacteria;Firmicutes;Clostridia;Clostridiales;Eubacteriaceae;Eubacterium;Eubacterium plexicaudatum;","0.114679","0.311042","0.553506","0.691244","0.458716","0","0.722892","0","0","0.348432","0.175131","0.487211","0.28169","0.382409","0","1.055409","1.020408","0.487805"
"94","Bacteria;Actinobacteria;Actinobacteria;Micromonosporales;Micromonosporaceae;Actinoplanes;Actinoplanes italicus;","0.114679","0","0","0.115207","0","0","0.481928","0","0.211864","0.174216","0","0","0.093897","0.191205","0.209205","0","0.340136","0"
"96","Bacteria;Firmicutes;Bacilli;Lactobacillales;Enterococcaceae;Enterococcus;Enterococcus gilvus;","0.114679","0","0","0","0","0","0","0","0","0","0","0.121803","0.093897","0","0","0","0","0"
"97","Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Blautia;Blautia schinkii;","0.114679","0.777605","0.553506","0.460829","1.070336","0","1.445783","0.831025","1.90678","0.522648","1.225919","0.487211","0.751174","0.382409","0.209205","0","1.360544","1.463415"
"98","Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella;Prevotella oryzae;","0.114679","0.311042","0.184502","0.115207","0.30581","0","0","0","0","0.174216","0","0","0","0.191205","0.209205","0","0","0"
"99","Bacteria;Actinobacteria;Coriobacteriia;Coriobacteriales;Atopobiaceae;Olsenella;uncultured Olsenella sp.;","0.114679","0.155521","0.184502","0","0","0","0","0","0","0","0","0","0.093897","0","0","0","0","0"
"101","Bacteria;Firmicutes;Clostridia;Clostridiales;Clostridiaceae;Clostridium;Clostridium estertheticum;","0.114679","0","0","0","0","0","0","0","0","0.174216","0","0","0.093897","0.191205","0","0","0.340136","0"
"102","Bacteria;Verrucomicrobia;Verrucomicrobiae;Verrucomicrobiales;Akkermansiaceae;Akkermansia;Akkermansia muciniphila;","0.114679","0.155521","0","0.115207","0.152905","0","0","0","0","0","0.175131","0.121803","0.093897","0.191205","0.209205","0","0.340136","0"
"103","Bacteria;Firmicutes;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus;Streptococcus gallolyticus;","0.114679","0.155521","0","0","0.152905","0","0.240964","0","0","0","0","0.121803","0","0","0","0","0","0"
"105","Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Tannerellaceae;Parabacteroides;Parabacteroides goldsteinii;","0.114679","0","0","0","0","0","0","0","0","0","0.175131","0","0","0","0","0.263852","0","0.487805"
"106","Bacteria;Chloroflexi;Ktedonobacteria;Ktedonobacterales;Ktedonobacteraceae;Ktedonobacter;Ktedonobacter racemifer;","0.114679","0","0","0","0","0.192308","0","0","0","0","0","0","0","0","0.209205","0","0","0"
"107","Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;Bacteroides barnesiae;","0.114679","0.155521","0.184502","0.115207","0.152905","0","0.240964","0","0.423729","0.174216","0.175131","0.121803","0.093897","0","0.41841","0.263852","0","0.487805"
"108","Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;Bacteroides xylanolyticus;","0.114679","0.311042","0","0.460829","0.152905","0.192308","0.963855","0.277008","0.847458","0.174216","0.175131","0.121803","0.187793","0","0","0.791557","0.340136","0.97561"
"109","Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;Bacteroides propionicifaciens;","0.114679","0","0","0","0.152905","0","0.240964","0","0.211864","0.174216","0.175131","0","0.093897","0.191205","0.209205","0.263852","0","0"
"110","Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;NA;Lachnospiraceae bacterium 3-1;","0.114679","0.155521","0.184502","0.230415","0","0.384615","0","0","0","0","0","0.243605","0.187793","0","0","0.263852","0.340136","0"
"111","Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Barnesiellaceae;Barnesiella;Barnesiella viscericola;","0.114679","0.155521","0.369004","0.115207","0.152905","0.192308","0","0","0.211864","0.174216","0","0.121803","0.093897","0","0.209205","0","0","0"
"113","Bacteria;Actinobacteria;Actinobacteria;Bifidobacteriales;Bifidobacteriaceae;Alloscardovia;Alloscardovia omnicolens;","0.114679","0","0","0","0","0","0","0","0.211864","0","0","0.121803","0","0","0","0","0","0"
"114","Bacteria;Firmicutes;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus;Streptococcus henryi;","0.114679","0.155521","0","0.115207","0.152905","0","0","0","0","0","0","0","0","0.191205","0","0","0","0"
"115","Bacteria;Firmicutes;Bacilli;Lactobacillales;Carnobacteriaceae;Trichococcus;Trichococcus ilyis;","0.114679","0","0","0","0","0","0","0","0","0","0","0.243605","0.093897","0","0","0","0","0"
"116","Bacteria;Firmicutes;Clostridia;Clostridiales;NA;Natranaerovirga;Natranaerovirga hydrolytica;","0.114679","0","0","0","0.152905","0","0.240964","0","0.211864","0.174216","0","0","0.093897","0","0","0.263852","0.340136","0"
"117","Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Acetatifactor;Acetatifactor muris;","0.114679","0.155521","0.738007","0.230415","0.30581","0.192308","0.240964","0.277008","0","0.174216","0.175131","0.243605","0.28169","0.191205","0","0","0","0"
"119","Bacteria;Actinobacteria;Actinobacteria;Micrococcales;Cellulomonadaceae;Cellulomonas;Cellulomonas soli;","0.114679","0","0","0","0.152905","0","0","0","0","0.174216","0","0","0","0","0","0","0","0"
"122","Bacteria;Firmicutes;Clostridia;Clostridiales;Clostridiaceae;Clostridium;Clostridium sp. KLE 1755;","0.114679","0.155521","0.184502","0.230415","0","0","0","0","0","0.174216","0.175131","0.121803","0.187793","0","0","0","0","5.853659"
"123","Bacteria;Firmicutes;Clostridia;Clostridiales;Eubacteriaceae;Eubacterium;Eubacterium sp. 14-2;","0.114679","0.155521","0.184502","0.115207","0","0","0","0.277008","0","0","0","0","0","0.191205","0","0","0","0"
"124","Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;NA;Lachnospiraceae bacterium M18-1;","0.114679","0.155521","0.369004","0.230415","0.30581","0","0.240964","0.831025","0","0.522648","0.175131","0.243605","0.375587","0.382409","0","0","0","0"
