"","X","I.P01","I.P07","I.P11","I.S07","I.S29","I.S34","I.W31","I.W32","I.W33","S.P03","S.P09","S.P12","S.S05","S.S08","S.S32","S.W36","S.W37","S.W20"
"1","Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;NA;NA;","26.605505","23.809525","19.642857","28.155338","32.8125","14.285715","26.829269","25.80645","34.090908","31.147539","39.682541","21.111111","23.076923","26.666668","25.531916","28.57143","23.809525","38.888889"
"2","Bacteria;Firmicutes;Clostridia;Clostridiales;Clostridiaceae;NA;NA;","5.504587","3.174603","5.357143","4.854369","3.125","4.285715","7.317073","3.225806","4.545455","8.196721","3.174603","4.444445","5.982906","0","4.255319","14.285715","9.523809","25"
"3","Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;NA;NA;","5.504587","14.285715","7.142858","4.854369","6.25","11.428572","17.073172","6.451612","11.363637","4.918033","15.873016","8.888889","9.40171","13.333334","10.638298","7.142858","4.761905","2.777778"
"4","Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;NA;NA;","2.752294","3.174603","3.571429","2.912621","6.25","7.142858","4.878048","6.451612","6.818182","6.557377","4.761905","3.333333","2.564103","2.222222","4.255319","7.142858","9.523809","8.333334"
"7","Bacteria;Bacteroidetes;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;NA;NA;","0.917431","0","0","0.970874","0","0","0","0","0","1.639344","0","1.111111","0","0","2.12766","0","0","0"
"8","Bacteria;Firmicutes;Bacilli;Bacillales;Paenibacillaceae;NA;NA;","0.917431","1.587302","1.785714","2.912621","1.5625","0","0","3.225806","0","4.918033","0","4.444445","0.854701","4.444445","2.12766","0","0","0"
"9","Bacteria;Thermotogae;Thermotogae;Petrotogales;Petrotogaceae;NA;NA;","0.917431","0","0","0","1.5625","0","0","0","2.272727","0","0","1.111111","0.854701","0","0","0","0","0"
"14","Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;Actinomycetaceae;NA;NA;","0","1.587302","0","0","1.5625","1.428571","0","0","0","0","0","1.111111","0","0","0","0","0","0"
"15","Bacteria;Actinobacteria;Actinobacteria;Micrococcales;Cellulomonadaceae;NA;NA;","0","1.587302","0","0","0","0","0","0","0","1.639344","0","0","0","2.222222","0","0","0","0"
"16","Bacteria;Bacteroidetes;Chitinophagia;Chitinophagales;Chitinophagaceae;NA;NA;","0","0","1.785714","0","0","1.428571","0","0","0","0","0","0","0","0","0","3.571429","0","0"
"19","Bacteria;Firmicutes;Bacilli;Bacillales;Alicyclobacillaceae;NA;NA;","0","0","0","0.970874","0","0","0","0","2.272727","0","0","0","0","0","0","3.571429","0","0"
"23","Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Dysgonamonadaceae;NA;NA;","0","0","0","0","1.5625","0","0","0","0","1.639344","0","0","0","0","2.12766","0","0","0"
"25","Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Rikenellaceae;NA;NA;","0","0","0","0","0","1.428571","0","0","0","0","0","0","0","2.222222","2.12766","0","0","0"
"27","Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;NA;NA;","0","0","0","0","0","0","2.439024","0","0","0","0","1.111111","0.854701","0","0","0","0","0"
"31","Bacteria;Firmicutes;Bacilli;Lactobacillales;Carnobacteriaceae;NA;NA;","0","0","0","0","0","0","0","0","0","0","0","1.111111","0.854701","0","0","0","4.761905","0"
"16.1","Unclassified","56.880734","50.793648","60.714285","54.368934","45.3125","58.571427","41.463414","54.838714","38.636364","39.344265","36.507935","52.222222","55.555554","48.888887","46.808508","35.714281","47.619047","24.999999"
