"","X","I.P01","I.P07","I.P11","I.S07","I.S29","I.S34","I.W31","I.W32","I.W33","S.P03","S.P09","S.P12","S.S05","S.S08","S.S32","S.W36","S.W37","S.W20"
"1","Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;NA;NA;","28.57143","3.571429","15.384616","23.529411","19.354837","6.25","16.666668","5.263158","16.666668","15.789473","13.636364","19.23077","15.555556","14.285715","14.285715","0","20","20"
"2","Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;NA;NA;","14.285715","35.714287","30.769232","8.823529","16.129032","31.25","27.777779","52.63158","38.888889","28.947369","18.181818","7.692308","24.444445","9.523809","61.904762","11.111112","60.000004","40"
"3","Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Muribaculaceae;NA;NA;","14.285715","17.857143","3.846154","11.764706","6.451612","6.25","33.333336","21.052631","11.111112","10.526316","31.818182","11.538462","15.555556","19.047619","9.523809","33.333336","0","0"
"4","Bacteria;Firmicutes;Clostridia;Clostridiales;Clostridiaceae;NA;NA;","7.142858","10.714286","3.846154","8.823529","0","0","0","0","5.555556","0","0","3.846154","2.222222","0","0","0","0","10"
"5","Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Prevotellaceae;NA;NA;","7.142858","10.714286","15.384616","8.823529","25.80645","6.25","5.555556","5.263158","5.555556","7.894736","9.090909","7.692308","6.666667","9.523809","0","11.111112","0","0"
"6","Bacteria;Bacteroidetes;Chitinophagia;Chitinophagales;Chitinophagaceae;NA;NA;","3.571429","0","3.846154","2.941176","0","12.5","5.555556","0","5.555556","0","0","3.846154","2.222222","4.761905","0","0","0","0"
"10","Bacteria;Firmicutes;Clostridia;Clostridiales;Eubacteriaceae;NA;NA;","0","3.571429","0","0","0","0","0","0","0","5.263158","0","0","2.222222","0","0","0","0","0"
"12","Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Rikenellaceae;NA;NA;","0","0","3.846154","0","3.225806","6.25","0","0","5.555556","2.631579","0","0","6.666667","0","4.761905","11.111112","0","20"
"13","Bacteria;Firmicutes;Bacilli;Bacillales;Paenibacillaceae;NA;NA;","0","0","0","5.882353","0","0","0","10.526316","0","2.631579","0","0","0","0","0","0","0","0"
"10.1","Unclassified","24.999995","17.85714","23.07692","29.411767","29.032263","31.25","11.111105","5.26315700000001","11.111107","26.31579","27.272727","46.153844","24.444443","42.857143","9.523809","33.333328","19.999996","10"
