"","X","I.P01","I.P07","I.P11","I.S07","I.S29","I.S34","I.W31","I.W32","I.W33","S.P03","S.P09","S.P12","S.S05","S.S08","S.S32","S.W36","S.W37","S.W20"
"1","Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;NA;","13.043478","15.384616","20.454546","20.338982","24.489796","31.578945","22","19.354837","18.367348","30.882353","22","13.043478","17.5","26.666668","25","19.642857","14.814815","29.411766"
"2","Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella;NA;","5.797101","2.564103","13.636364","8.474577","4.081633","10.526316","0","3.225806","4.081633","5.882353","8","4.347826","5","6.666667","7.142858","1.785714","0","8.823529"
"3","Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Tannerellaceae;Parabacteroides;NA;","4.347826","2.564103","4.545455","3.389831","4.081633","0","2","9.677419","4.081633","5.882353","6","2.173913","2.5","2.222222","3.571429","10.714286","3.703704","2.941176"
"4","Bacteria;Verrucomicrobia;Verrucomicrobiae;Verrucomicrobiales;Akkermansiaceae;Akkermansia;NA;","2.898551","0","0","3.389831","4.081633","2.631579","0","3.225806","2.040816","0","2","2.173913","1.25","2.222222","0","1.785714","3.703704","0"
"5","Bacteria;Firmicutes;Clostridia;Clostridiales;Clostridiaceae;Clostridium;NA;","1.449275","2.564103","0","0","0","0","0","0","0","0","0","0","0","0","7.142858","0","0","5.882353"
"7","Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Faecalibacterium;NA;","1.449275","0","0","1.694915","0","0","0","0","4.081633","0","0","0","1.25","0","0","1.785714","0","0"
"8","Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Rikenellaceae;Alistipes;NA;","1.449275","2.564103","2.272727","3.389831","4.081633","5.263158","2","0","0","1.470588","4","4.347826","7.5","4.444445","17.857143","0","0","8.823529"
"9","Bacteria;Firmicutes;Clostridia;Clostridiales;Oscillospiraceae;Oscillibacter;NA;","1.449275","0","0","0","0","2.631579","0","0","2.040816","0","0","0","1.25","0","0","0","0","2.941176"
"10","Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Flavonifractor;NA;","1.449275","0","0","0","0","0","4","0","2.040816","0","2","2.173913","2.5","2.222222","0","5.357143","0","0"
"11","Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Acetatifactor;NA;","1.449275","2.564103","0","0","0","0","0","0","0","1.470588","0","0","1.25","0","0","0","0","0"
"13","Bacteria;Firmicutes;Clostridia;Clostridiales;Clostridiaceae;Hungatella;NA;","1.449275","0","0","1.694915","0","0","2","3.225806","0","1.470588","2","0","0","0","0","0","0","0"
"20","Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Odoribacteraceae;Odoribacter;NA;","0","2.564103","2.272727","3.389831","2.040816","2.631579","2","3.225806","2.040816","1.470588","2","2.173913","2.5","0","0","0","7.407407","2.941176"
"21","Bacteria;Bacteroidetes;Sphingobacteriia;Sphingobacteriales;Sphingobacteriaceae;Olivibacter;NA;","0","2.564103","0","0","4.081633","0","0","0","0","0","0","2.173913","0","0","0","0","3.703704","0"
"22","Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Prevotellaceae;Alloprevotella;NA;","0","2.564103","4.545455","0","4.081633","5.263158","0","0","0","2.941176","2","2.173913","1.25","0","0","0","0","0"
"23","Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Eisenbergiella;NA;","0","2.564103","0","1.694915","0","0","0","0","0","0","2","0","0","0","0","0","0","0"
"24","Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Enterocloster;NA;","0","2.564103","0","1.694915","2.040816","7.894736","0","0","0","0","0","2.173913","0","2.222222","7.142858","1.785714","0","0"
"27","Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Subdoligranulum;NA;","0","0","2.272727","0","0","0","0","0","0","0","0","0","0","0","3.571429","0","0","2.941176"
"30","Bacteria;Proteobacteria;Gammaproteobacteria;Pasteurellales;Pasteurellaceae;Muribacter;NA;","0","0","0","1.694915","0","0","0","0","2.040816","0","0","0","0","2.222222","0","0","0","0"
"19","Unclassified","63.768119","58.974354","49.999999","49.152542","46.938774","31.57895","66","58.06452","59.183673","48.529413","48","63.043479","56.25","51.11111","28.571425","57.142858","66.666666","35.294119"
