"","X","I.P01","I.P07","I.P11","I.S07","I.S29","I.S34","I.W31","I.W32","I.W33","S.P03","S.P09","S.P12","S.S05","S.S08","S.S32","S.W36","S.W37","S.W20"
"1","Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;NA;NA;NA;","34.965034","42.708336","53.658539","32.203392","52.586208","40.56604","30.681818","47.560974","45.370369","52.427185","52.040817","39","38.857143","36.25","49.275364","53.932583","48.148148","55.555557"
"2","Bacteria;Firmicutes;Clostridia;Clostridiales;NA;NA;NA;","34.965034","29.166666","28.04878","33.898308","24.13793","34.905659","40.909092","30.487806","31.48148","29.126215","25.510204","34","37.714283","35","37.68116","26.966291","35.185184","33.333336"
"3","Bacteria;Firmicutes;Bacilli;Bacillales;NA;NA;NA;","5.594406","0","1.219512","4.237288","4.310345","0","1.136364","2.439024","1.851852","2.912621","2.040816","0","2.285714","5","0","0","0","0"
"4","Bacteria;Verrucomicrobia;Verrucomicrobiae;Verrucomicrobiales;NA;NA;NA;","0.699301","1.041667","0","0.847458","0","0","0","1.219512","0","0","1.020408","1","0.571429","0","0","1.123595","0","0"
"5","Bacteria;Proteobacteria;Gammaproteobacteria;Alteromonadales;NA;NA;NA;","0.699301","1.041667","0","0","0","0","0","0","0","0.970874","0","0","0","0","0","0","0","1.587302"
"7","Bacteria;Bacteroidetes;Cytophagia;Cytophagales;NA;NA;NA;","0.699301","1.041667","1.219512","0.847458","0.862069","0.943396","0","0","0","0","1.020408","0","0","0","0","0","0","0"
"13","Bacteria;Actinobacteria;Coriobacteriia;Coriobacteriales;NA;NA;NA;","0","1.041667","0","0","0.862069","0","0","0","0","0.970874","0","0","0","0","0","1.123595","0","0"
"14","Bacteria;Actinobacteria;Coriobacteriia;Eggerthellales;NA;NA;NA;","0","1.041667","0","0","0","0.943396","1.136364","0","0","0","1.020408","0","0","0","0","0","0","0"
"15","Bacteria;Firmicutes;Bacilli;Lactobacillales;NA;NA;NA;","0","0","1.219512","0","0","0","1.136364","0","1.851852","0","0","0","0","2.5","4.347826","0","0","0"
"16","Bacteria;Bacteroidetes;Flavobacteriia;Flavobacteriales;NA;NA;NA;","0","0","1.219512","0.847458","1.724138","0","1.136364","0","0","0","0","1","0","1.25","0","0","3.703704","0"
"17","Bacteria;Firmicutes;Erysipelotrichia;Erysipelotrichales;NA;NA;NA;","0","0","0","0.847458","0.862069","0","0","0","0","0","0","0","0.571429","0","0","0","0","0"
"12","Unclassified","22.377623","22.916663","13.414633","26.27118","14.655172","22.641509","23.863634","18.292684","19.444447","13.592231","17.346939","25","20.000002","20","8.69565","16.853936","12.962964","9.523805"
