"","X","I.P01","I.P07","I.P11","I.S07","I.S29","I.S34","I.W31","I.W32","I.W33","S.P03","S.P09","S.P12","S.S05","S.S08","S.S32","S.W36","S.W37","S.W20"
"1","Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;NA;Lachnospiraceae bacterium;","3.669725","1.587302","0","1.941748","3.125","1.428571","7.317073","0","2.272727","3.278688","6.349207","1.111111","2.564103","0","2.12766","3.571429","4.761905","2.777778"
"2","Bacteria;Firmicutes;NA;NA;NA;NA;Firmicutes bacterium;","2.752294","3.174603","0","2.912621","1.5625","4.285715","0","0","0","0","0","0","0.854701","0","0","0","0","0"
"3","Bacteria;Firmicutes;Clostridia;Clostridiales;Clostridiaceae;NA;Clostridiaceae bacterium;","2.752294","1.587302","3.571429","2.912621","3.125","2.857143","4.878048","0","4.545455","1.639344","1.587302","1.111111","0.854701","0","4.255319","7.142858","0","2.777778"
"4","Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Tyzzerella;Tyzzerella sp. An114;","2.752294","1.587302","0","0.970874","1.5625","1.428571","0","3.225806","2.272727","1.639344","3.174603","0","2.564103","0","2.12766","3.571429","0","2.777778"
"6","Bacteria;Firmicutes;NA;NA;NA;NA;Firmicutes bacterium CAG:272;","1.834862","1.587302","1.785714","0.970874","0","0","0","0","2.272727","0","1.587302","2.222222","0.854701","2.222222","0","0","0","0"
"7","Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Neglecta;Neglecta timonensis;","1.834862","3.174603","1.785714","0.970874","1.5625","1.428571","2.439024","0","0","0","3.174603","0","1.709402","2.222222","0","0","0","0"
"8","Bacteria;Firmicutes;Clostridia;Clostridiales;NA;NA;Clostridiales bacterium;","1.834862","9.523809","5.357143","5.825243","3.125","8.571429","2.439024","3.225806","0","3.278688","4.761905","13.333334","11.965812","13.333334","4.255319","0","4.761905","0"
"9","Bacteria;NA;NA;NA;NA;NA;bacterium 0.1xD8-82;","1.834862","1.587302","1.785714","0","1.5625","1.428571","0","3.225806","2.272727","1.639344","0","1.111111","0.854701","4.444445","0","0","0","0"
"13","Bacteria;Thermotogae;Thermotogae;Petrotogales;Petrotogaceae;Petrotoga;Petrotoga mobilis;","0.917431","0","0","0","1.5625","0","0","0","2.272727","0","0","1.111111","0.854701","0","0","0","0","0"
"15","Bacteria;Firmicutes;Clostridia;Clostridiales;Clostridiaceae;Hungatella;Hungatella hathewayi;","0.917431","0","0","0","0","1.428571","0","3.225806","0","0","0","1.111111","1.709402","0","0","7.142858","4.761905","5.555556"
"19","Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;NA;Lachnospiraceae bacterium MD308;","0.917431","0","0","0.970874","0","0","0","0","4.545455","0","1.587302","0","1.709402","0","0","0","0","0"
"20","Bacteria;Firmicutes;Clostridia;Clostridiales;Clostridiaceae;Clostridium;Clostridium sp. CAG:167;","0.917431","0","0","0","0","0","0","0","0","3.278688","1.587302","1.111111","0","0","0","0","0","0"
"22","Bacteria;Firmicutes;NA;NA;NA;NA;Firmicutes bacterium CAG:882;","0.917431","0","0","0.970874","0","0","0","0","0","1.639344","0","0","0","0","0","0","0","0"
"23","Bacteria;Firmicutes;NA;NA;NA;NA;Firmicutes bacterium CAG:534;","0.917431","0","1.785714","0","0","0","0","0","0","0","0","0","0.854701","0","0","0","0","0"
"25","Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;NA;Lachnospiraceae bacterium C6A11;","0.917431","1.587302","0","0","3.125","0","0","0","0","0","0","0","0","0","0","0","0","0"
"26","Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Cuneatibacter;Cuneatibacter caecimuris;","0.917431","0","1.785714","0.970874","3.125","0","0","0","2.272727","0","1.587302","0","0","2.222222","0","0","0","0"
"27","Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Muricomes;Muricomes intestini;","0.917431","0","0","0.970874","1.5625","0","0","3.225806","0","1.639344","1.587302","0","0","2.222222","0","0","0","0"
"28","Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Anaerosacchariphilus;Anaerosacchriphilus polymeriproducens;","0.917431","1.587302","0","0","0","0","0","0","0","1.639344","1.587302","0","0","0","0","0","0","0"
"29","Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;Bacteroides congonensis;","0.917431","0","1.785714","0.970874","3.125","0","2.439024","0","2.272727","1.639344","3.174603","1.111111","0","0","0","3.571429","4.761905","2.777778"
"30","Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Lachnoclostridium;Lachnoclostridium phocaeense;","0.917431","1.587302","0","1.941748","0","1.428571","0","3.225806","0","0","1.587302","0","0.854701","0","2.12766","0","0","0"
"33","Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Acutalibacter;Acutalibacter sp. 1XD8-33;","0.917431","0","0","0","0","1.428571","2.439024","0","0","0","0","0","0.854701","0","0","0","0","0"
"34","Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Roseburia;Roseburia sp. 1XD42-69;","0.917431","0","0","0.970874","0","0","0","0","0","0","0","0","0.854701","0","0","0","0","0"
"35","Bacteria;NA;NA;NA;NA;NA;bacterium 1xD42-87;","0.917431","1.587302","1.785714","0.970874","0","2.857143","2.439024","6.451612","0","0","3.174603","1.111111","3.418804","0","6.382979","0","0","0"
"37","Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;NA;Lachnospiraceae bacterium WCA-9-b2;","0.917431","0","0","0","0","1.428571","0","0","0","0","0","0","0.854701","0","2.12766","0","0","0"
"41","Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;NA;Ruminococcaceae bacterium;","0","4.761905","0","0","0","1.428571","2.439024","3.225806","4.545455","0","3.174603","0","0","0","2.12766","3.571429","0","0"
"43","Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Lacrimispora;Lacrimispora algidixylanolytica;","0","1.587302","0","0","1.5625","0","2.439024","0","2.272727","1.639344","0","0","0.854701","0","0","3.571429","0","0"
"44","Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Blautia;Blautia schinkii;","0","1.587302","0","0","0","1.428571","0","0","0","0","1.587302","0","0.854701","0","0","0","0","0"
"45","Bacteria;Actinobacteria;Actinobacteria;Micrococcales;Cellulomonadaceae;Cellulomonas;Cellulomonas soli;","0","1.587302","0","0","0","0","0","0","0","1.639344","0","0","0","2.222222","0","0","0","0"
"48","Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;Actinomycetaceae;Actinomyces;Actinomyces qiguomingii;","0","1.587302","0","0","1.5625","1.428571","0","0","0","0","0","1.111111","0","0","0","0","0","0"
"50","Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Eisenbergiella;Eisenbergiella sp. OF01-20;","0","1.587302","0","0.970874","1.5625","0","0","0","0","0","0","0","0","2.222222","0","0","0","0"
