"","X","I.P01","I.P07","I.P11","I.S07","I.S29","I.S34","I.W31","I.W32","I.W33","S.P03","S.P09","S.P12","S.S05","S.S08","S.S32","S.W36","S.W37","S.W20"
"51","Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Ruminococcus;Ruminococcus sp. AM29-12LB;","0","1.587302","1.785714","0","0","0","0","0","0","0","0","0","0","0","2.12766","0","0","0"
"52","Bacteria;NA;NA;NA;NA;NA;bacterium 1xD42-62;","0","1.587302","0","0","3.125","0","2.439024","0","0","0","1.587302","0","0","0","0","0","0","0"
"53","Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;NA;Lachnospiraceae bacterium Oil+RF-744-WCA-WT-11;","0","1.587302","3.571429","0.970874","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"54","Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Ruminococcus;Ruminococcus flavefaciens;","0","0","1.785714","0","0","0","0","0","0","0","0","3.333333","0.854701","0","0","0","0","0"
"55","Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Marvinbryantia;Marvinbryantia formatexigens;","0","0","1.785714","1.941748","1.5625","1.428571","2.439024","0","2.272727","1.639344","1.587302","1.111111","0","0","0","0","4.761905","2.777778"
"57","Bacteria;Firmicutes;Bacilli;Bacillales;Paenibacillaceae;Paenibacillus;Paenibacillus pectinilyticus;","0","0","1.785714","0.970874","1.5625","0","0","0","0","3.278688","0","3.333333","0.854701","0","2.12766","0","0","0"
"59","Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Roseburia;Roseburia sp. 831b;","0","0","1.785714","0.970874","1.5625","0","0","3.225806","0","0","3.174603","1.111111","0.854701","2.222222","0","3.571429","4.761905","0"
"60","Bacteria;Chloroflexi;NA;NA;NA;NA;Chloroflexi bacterium;","0","0","1.785714","0","0","0","2.439024","0","2.272727","0","0","0","0","0","2.12766","0","0","0"
"63","Bacteria;NA;NA;NA;NA;NA;bacterium 0.1xD8-71;","0","0","1.785714","0","0","2.857143","0","0","0","0","1.587302","1.111111","0.854701","0","0","0","0","0"
"64","Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Enterocloster;Enterocloster clostridioformis;","0","0","0","1.941748","0","0","2.439024","3.225806","0","0","0","0","0.854701","0","0","7.142858","0","0"
"65","Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Blautia;Blautia producta;","0","0","0","1.941748","1.5625","0","0","0","2.272727","0","0","0","0.854701","0","0","0","0","0"
"71","Bacteria;Firmicutes;Bacilli;Bacillales;Paenibacillaceae;Paenibacillus;Paenibacillus fonticola;","0","0","0","0.970874","0","0","0","3.225806","0","0","0","0","0","2.222222","0","0","0","0"
"72","Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;NA;Lachnospiraceae bacterium A4;","0","0","0","0.970874","1.5625","0","0","0","0","0","0","4.444445","0.854701","2.222222","0","0","0","0"
"74","Bacteria;Bacteroidetes;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Flavobacterium;Flavobacterium sp. 83;","0","0","0","0.970874","0","0","0","0","0","1.639344","0","0","0","0","2.12766","0","0","0"
"77","Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Murimonas;Murimonas intestini;","0","0","0","0.970874","0","0","0","0","2.272727","1.639344","1.587302","0","0","0","0","0","0","0"
"78","Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Blautia;Blautia marasmi;","0","0","0","0.970874","1.5625","0","0","0","0","0","1.587302","1.111111","0","0","0","0","0","0"
"80","Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Dysgonamonadaceae;Dysgonomonas;Dysgonomonas capnocytophagoides;","0","0","0","0","1.5625","0","0","0","0","1.639344","0","0","0","0","2.12766","0","0","0"
"88","Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Rikenellaceae;Alistipes;Alistipes sp. Z76;","0","0","0","0","0","1.428571","0","0","0","0","0","0","0","2.222222","2.12766","0","0","0"
"91","Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Anaeromassilibacillus;Anaeromassilibacillus sp. An172;","0","0","0","0","0","0","2.439024","0","0","0","1.587302","0","0","2.222222","0","0","0","0"
"95","Bacteria;Firmicutes;Clostridia;Clostridiales;NA;NA;Clostridiales bacterium 41_21_two_genomes;","0","0","0","0","0","0","0","0","2.272727","1.639344","0","0","0","2.222222","0","0","0","0"
"97","Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Anaerocolumna;Anaerocolumna sp. CBA3638;","0","0","0","0","0","0","0","0","2.272727","0","0","0","0","2.222222","2.12766","0","0","0"
"111","Bacteria;Firmicutes;Bacilli;Lactobacillales;Carnobacteriaceae;Jeotgalibaca;Jeotgalibaca porci;","0","0","0","0","0","0","0","0","0","0","0","1.111111","0.854701","0","0","0","4.761905","0"
"53.1","Unclassified","66.055049","52.380946","62.500003","60.194169","53.125","60.000004","58.536591","61.290328","54.545457","63.934432","46.03174","57.777779","57.264952","53.333335","59.574463","57.142852","66.666665","80.555554"
