"","X","I.P01","I.P07","I.P11","I.S07","I.S29","I.S34","I.W31","I.W32","I.W33","S.P03","S.P09","S.P12","S.S05","S.S08","S.S32","S.W36","S.W37","S.W20"
"20","Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;Bacteroides sp. CAG:754;","1.123595","0","0.925926","0.877193","0","1.06383","1.612903","1.25","0.869565","0.729927","0","1.041667","0","0","0","1.234568","0","0"
"21","Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;Bacteroides congonensis;","1.123595","0","0","0.877193","0.769231","1.06383","1.612903","0","0.869565","0","0","0","0","0","0","1.234568","0","0"
"22","Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Rikenellaceae;Millionella;Millionella massiliensis;","1.123595","0","0","0.877193","0","0","0","0","0","0","0","0","0.628931","0","0","1.234568","0","1.162791"
"23","Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;NA;NA;Bacteroidales bacterium 45-6;","1.123595","1.219512","0","0.877193","0.769231","0","0","0","0.869565","0","0","0","0","0","0","0","0","0"
"25","Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;Bacteroides sp. An19;","1.123595","1.219512","0.925926","0.877193","0","0","0","0","0","0.729927","0.909091","0","0","0","1.086957","0","0","0"
"26","Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Mediterranea;Mediterranea sp. An20;","1.123595","1.219512","0","0","0.769231","0","0","0","0","0","0","0","0","0","0","1.234568","0","1.162791"
"27","Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Rikenellaceae;Alistipes;Alistipes sp. An66;","1.123595","1.219512","0.925926","0","1.538462","1.06383","0","0","1.73913","2.189781","2.727273","2.083333","0","0","0","2.469136","0","2.325581"
"30","Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Tannerellaceae;Parabacteroides;Parabacteroides sp. TM07-1AC;","1.123595","1.219512","0.925926","0","0","0","0","1.25","0.869565","0.729927","1.818182","0","0.628931","0","0","1.234568","0","0"
"31","Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;Bacteroides sp. 224;","1.123595","1.219512","0","0","0.769231","1.06383","0","1.25","0","0","0","0","0.628931","0","0","1.234568","1.351351","0"
"32","Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Muribaculaceae;NA;Muribaculaceae bacterium Isolate-037 (Harlan);","1.123595","1.219512","0","0.877193","0","0","0","0","0","0.729927","0.909091","1.041667","0.628931","0","1.086957","0","0","0"
"33","Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;NA;NA;Bacteroidales bacterium St1;","1.123595","1.219512","0","0","0.769231","1.06383","0","0","0","0","0","2.083333","0","0","1.086957","2.469136","0","0"
"37","Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;NA;Bacteroidaceae bacterium;","0","6.097561","0","0","0","0","0","0","0","0.729927","0","0","0.628931","1.219512","0","0","0","1.162791"
"38","Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;Bacteroides fluxus;","0","2.439024","0","2.631579","1.538462","2.12766","3.225806","0","0.869565","1.459854","1.818182","2.083333","0","3.658536","2.173913","2.469136","0","0"
"39","Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;Bacteroides intestinalis;","0","1.219512","0","0","0","0","0","0","0","0","0","0","1.886792","1.219512","2.173913","3.703704","0","0"
"41","Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;Bacteroides faecis;","0","1.219512","0.925926","0","0","0","0","0","0","0","0","0","0","1.219512","0","0","0","0"
"42","Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella;Prevotella sp. 10(H);","0","1.219512","0.925926","0.877193","0","0","0","0","0.869565","0","0","0","0","1.219512","0","0","0","0"
"43","Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;Bacteroides timonensis;","0","1.219512","0","0.877193","0","0","0","0","0","0","0","0","0.628931","0","3.26087","0","0","0"
"45","Bacteria;Bacteroidetes;Flavobacteriia;NA;NA;NA;Flavobacteriia bacterium;","0","1.219512","0","0","0.769231","0","0","0","0.869565","0","0","0","0.628931","0","0","1.234568","0","1.162791"
"46","Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Rikenellaceae;NA;Rikenellaceae bacterium;","0","1.219512","0.925926","0","0","0","1.612903","0","0","0","0","0","0.628931","2.439024","1.086957","0","4.054054","0"
"47","Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Muribaculaceae;NA;Muribaculaceae bacterium Isolate-104 (HZI);","0","1.219512","0","0.877193","2.307692","0","0","0","0","0","0","0","0","0","1.086957","0","0","0"
"48","Bacteria;Bacteroidetes;Cytophagia;Cytophagales;Cytophagaceae;Dyadobacter;Dyadobacter sp. AR-3-8;","0","1.219512","0","0","0.769231","0","0","0","0","0","0","1.041667","0.628931","1.219512","0","0","0","0"
"49","Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;NA;Bacteroidaceae bacterium HV4-6-C5C;","0","1.219512","0","0","0.769231","0","0","0","0.869565","0.729927","0","0","0","0","0","1.234568","0","1.162791"
"50","Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;Bacteroides fragilis;","0","0","2.777778","3.508772","0","6.382979","9.677419","2.5","0","0.729927","0","0","0","0","5.434783","0","0","4.651163"
"51","Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Rikenellaceae;Alistipes;Alistipes senegalensis;","0","0","2.777778","2.631579","2.307692","4.255319","0","0","0.869565","1.459854","0.909091","4.166667","3.144654","4.878048","3.26087","2.469136","6.756756","1.162791"
"52","Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;Bacteroides thetaiotaomicron;","0","0","1.851852","0.877193","0.769231","0","0","11.25","1.73913","5.109489","0","0","0.628931","0","0","1.234568","1.351351","1.162791"
"53","Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;Bacteroides xylanisolvens;","0","0","1.851852","0.877193","0.769231","0","0","0","0","0.729927","0.909091","2.083333","0","0","0","0","1.351351","0"
"54","Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Rikenellaceae;Alistipes;Alistipes sp. CAG:268;","0","0","1.851852","0","0.769231","2.12766","0","0","0","0.729927","0","1.041667","0","1.219512","1.086957","0","2.702703","0"
"55","Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;Bacteroides sp. CAG:545;","0","0","1.851852","0.877193","0","0","1.612903","1.25","0.869565","0","0.909091","0","0","1.219512","0","1.234568","0","1.162791"
"56","Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;Bacteroides sp. CAG:927;","0","0","1.851852","2.631579","2.307692","3.191489","1.612903","1.25","3.478261","2.919708","0","3.125","3.144654","3.658536","2.173913","2.469136","4.054054","1.162791"
"58","Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;Bacteroides plebeius;","0","0","0.925926","0","0","0","0","0","0.869565","0","0.909091","0","0.628931","0","0","0","0","0"
"59","Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Rikenellaceae;Alistipes;Alistipes sp. HGB5;","0","0","0.925926","0","0","1.06383","0","0","0","0","0","0","0","0","1.086957","0","0","0"
"62","Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;Bacteroides ihuae;","0","0","0.925926","0","0","0","0","0","0","0","0.909091","1.041667","0","0","0","0","0","1.162791"
"67","Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Rikenellaceae;Alistipes;Alistipes sp. AM16-43;","0","0","0.925926","0.877193","0","0","0","0","0","0","0","0","0","0","0","1.234568","0","0"
"68","Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;Bacteroides sp. AF34-31BH;","0","0","0.925926","0","0.769231","0","0","0","0","0","0","1.041667","0","0","0","1.234568","0","1.162791"
"71","Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Rikenellaceae;Alistipes;Alistipes onderdonkii;","0","0","0","1.754386","0","4.255319","0","0","0","0.729927","0","1.041667","0.628931","0","0","0","0","1.162791"
"72","Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Dysgonamonadaceae;Dysgonomonas;Dysgonomonas capnocytophagoides;","0","0","0","0.877193","0.769231","0","0","0","0","0","0","1.041667","0","1.219512","0","0","0","0"
"74","Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Odoribacteraceae;Butyricimonas;Butyricimonas virosa;","0","0","0","0.877193","0.769231","0","0","0","0.869565","0.729927","0.909091","0","0","0","0","0","2.702703","1.162791"
"75","Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Tannerellaceae;Parabacteroides;Parabacteroides sp. D13;","0","0","0","0.877193","0.769231","0","0","0","0","0","0","0","0","0","1.086957","1.234568","0","0"
"76","Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;Bacteroides oleiciplenus;","0","0","0","0.877193","0","0","0","0","0","0.729927","0.909091","1.041667","1.257862","0","0","0","0","0"
"83","Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Rikenellaceae;Alistipes;Alistipes communis;","0","0","0","0.877193","0","0","0","0","0","0","0","0","0","0","0","1.234568","0","1.162791"
"84","Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella;Prevotella buccalis;","0","0","0","0","0.769231","0","0","0","0","0","0.909091","1.041667","0","0","0","0","0","0"
"86","Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Rikenellaceae;Alistipes;Alistipes finegoldii;","0","0","0","0","0.769231","0","0","0","0","0","0","1.041667","0.628931","0","0","0","1.351351","0"
"88","Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Tannerellaceae;Parabacteroides;Parabacteroides sp. CAG:409;","0","0","0","0","0.769231","0","1.612903","0","0","0","0.909091","0","0","0","0","0","0","0"
"90","Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Odoribacteraceae;Butyricimonas;Butyricimonas faecihominis;","0","0","0","0","0.769231","0","0","1.25","0.869565","0","0","0","0","0","0","0","1.351351","1.162791"
"93","Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Barnesiellaceae;Barnesiella;Barnesiella sp. An22;","0","0","0","0","0.769231","1.06383","0","0","0","0","0","1.041667","0","1.219512","0","0","0","0"
"94","Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;Bacteroides sp. An322;","0","0","0","0","0.769231","0","0","0","0","0","0.909091","0","0","0","1.086957","0","1.351351","0"
"96","Bacteria;Bacteroidetes;Chitinophagia;Chitinophagales;Chitinophagaceae;Chitinophaga;Chitinophaga sp. S165;","0","0","0","0","0.769231","0","0","0","0","0","0.909091","1.041667","0","0","0","0","0","0"
"97","Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Tannerellaceae;Parabacteroides;Parabacteroides sp. AM08-6;","0","0","0","0","0.769231","1.06383","0","0","0","0","0.909091","0","0","0","0","1.234568","0","0"
"101","Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Muribaculaceae;Duncaniella;Duncaniella sp. TLL-A3;","0","0","0","0","0.769231","1.06383","1.612903","0","1.73913","1.459854","0","0","0","1.219512","0","0","1.351351","0"
"111","Bacteria;Bacteroidetes;Cytophagia;Cytophagales;Cytophagaceae;Leadbetterella;Leadbetterella byssophila;","0","0","0","0","0","0","1.612903","0","0","0","0.909091","0","0.628931","1.219512","0","0","0","0"
"118","Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Dysgonamonadaceae;Dysgonomonas;Dysgonomonas sp. 511;","0","0","0","0","0","0","0","1.25","0","0.729927","0.909091","0","0.628931","1.219512","0","0","0","0"
"119","Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Tannerellaceae;Parabacteroides;Parabacteroides sp. CH2-D42-20;","0","0","0","0","0","0","0","1.25","0.869565","0.729927","0","0","0","0","0","0","1.351351","0"
"126","Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Tannerellaceae;Parabacteroides;Parabacteroides sp. AM58-2XD;","0","0","0","0","0","0","0","0","0.869565","0","0","0","0.628931","0","0","0","1.351351","0"
"144","Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;Bacteroides cellulosilyticus;","0","0","0","0","0","0","0","0","0","0","0","0","3.773585","0","5.434783","6.17284","0","0"
"71.1","Unclassified","55.056191","42.682934","62.037034","49.122806","56.153839","52.127657","53.225812","62.5","60.869571","57.664234","56.363632","54.166662","60.377355","51.21952","45.652166","43.209872","54.054059","59.302321"
