"","X","I.P01","I.P07","I.P11","I.S07","I.S29","I.S34","I.W31","I.W32","I.W33","S.P03","S.P09","S.P12","S.S05","S.S08","S.S32","S.W36","S.W37","S.W20"
"1","Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Roseburia;NA;","4.587156","1.587302","3.571429","2.912621","1.5625","0","2.439024","3.225806","0","3.278688","6.349207","6.666667","3.418804","2.222222","2.12766","7.142858","9.523809","0"
"2","Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;NA;","2.752294","1.587302","3.571429","2.912621","6.25","7.142858","4.878048","6.451612","6.818182","6.557377","4.761905","3.333333","2.564103","0","4.255319","7.142858","9.523809","8.333334"
"3","Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Tyzzerella;NA;","2.752294","1.587302","0","0.970874","1.5625","1.428571","0","3.225806","2.272727","1.639344","3.174603","0","2.564103","0","2.12766","3.571429","0","2.777778"
"4","Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Neglecta;NA;","2.752294","3.174603","1.785714","0.970874","1.5625","2.857143","2.439024","0","0","0","3.174603","0","1.709402","2.222222","0","0","0","0"
"8","Bacteria;Bacteroidetes;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Flavobacterium;NA;","0.917431","0","0","0.970874","0","0","0","0","0","1.639344","0","1.111111","0","0","2.12766","0","0","0"
"10","Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Butyrivibrio;NA;","0.917431","0","0","0","0","0","0","0","0","0","0","1.111111","0","2.222222","2.12766","0","0","0"
"11","Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Ruminococcus;NA;","0.917431","3.174603","3.571429","2.912621","1.5625","2.857143","2.439024","0","4.545455","3.278688","4.761905","3.333333","1.709402","6.666667","6.382979","0","4.761905","0"
"12","Bacteria;Firmicutes;Clostridia;Clostridiales;Clostridiaceae;Clostridium;NA;","0.917431","1.587302","0","0","0","0","0","0","0","4.918033","1.587302","2.222222","1.709402","0","0","0","0","13.888889"
"13","Bacteria;Thermotogae;Thermotogae;Petrotogales;Petrotogaceae;Petrotoga;NA;","0.917431","0","0","0","1.5625","0","0","0","2.272727","0","0","1.111111","0.854701","0","0","0","0","0"
"14","Bacteria;Firmicutes;Bacilli;Bacillales;Paenibacillaceae;Paenibacillus;NA;","0.917431","1.587302","1.785714","2.912621","1.5625","0","0","3.225806","0","4.918033","0","4.444445","0.854701","2.222222","2.12766","0","0","0"
"15","Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Dorea;NA;","0.917431","1.587302","1.785714","0.970874","1.5625","1.428571","2.439024","6.451612","2.272727","3.278688","1.587302","0","1.709402","4.444445","2.12766","3.571429","4.761905","5.555556"
"16","Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Faecalibacterium;NA;","0.917431","0","0","0.970874","1.5625","1.428571","2.439024","3.225806","0","0","0","3.333333","0.854701","0","0","3.571429","0","0"
"18","Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Lachnoclostridium;NA;","0.917431","1.587302","0","1.941748","0","1.428571","0","3.225806","0","0","1.587302","0","1.709402","0","2.12766","0","0","0"
"19","Bacteria;Firmicutes;Clostridia;Clostridiales;Clostridiaceae;Hungatella;NA;","0.917431","0","0","0.970874","0","1.428571","0","3.225806","0","0","0","1.111111","1.709402","0","0","7.142858","4.761905","5.555556"
"20","Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Acutalibacter;NA;","0.917431","0","0","0","0","1.428571","2.439024","0","0","0","0","0","2.564103","2.222222","0","0","0","0"
"21","Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Cuneatibacter;NA;","0.917431","0","1.785714","0.970874","3.125","0","0","0","2.272727","0","1.587302","0","0","2.222222","0","0","0","0"
"22","Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Muricomes;NA;","0.917431","0","0","0.970874","1.5625","0","0","3.225806","0","1.639344","1.587302","0","0","2.222222","0","0","0","0"
"24","Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Anaerosacchariphilus;NA;","0.917431","1.587302","0","0","0","0","0","0","0","1.639344","1.587302","0","0","0","0","0","0","0"
"25","Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Lacrimispora;NA;","0.917431","1.587302","0","0","1.5625","0","2.439024","0","2.272727","1.639344","1.587302","0","0.854701","0","0","3.571429","0","0"
"29","Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Blautia;NA;","0","3.174603","5.357143","4.854369","4.6875","4.285715","2.439024","3.225806","4.545455","0","4.761905","3.333333","4.273504","0","4.255319","0","0","2.777778"
"30","Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Eisenbergiella;NA;","0","3.174603","0","0.970874","3.125","0","0","0","0","0","0","0","0","4.444445","0","0","0","0"
"31","Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;Actinomycetaceae;Actinomyces;NA;","0","1.587302","0","0","1.5625","1.428571","0","0","0","0","0","1.111111","0","0","0","0","0","0"
"32","Bacteria;Actinobacteria;Actinobacteria;Micrococcales;Cellulomonadaceae;Cellulomonas;NA;","0","1.587302","0","0","0","0","0","0","0","1.639344","0","0","0","2.222222","0","0","0","0"
"34","Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Marvinbryantia;NA;","0","0","1.785714","1.941748","1.5625","1.428571","2.439024","0","2.272727","1.639344","1.587302","1.111111","0","0","0","0","4.761905","2.777778"
"37","Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Enterocloster;NA;","0","0","0","1.941748","0","0","2.439024","3.225806","0","0","0","0","0.854701","0","0","7.142858","0","0"
"39","Bacteria;Firmicutes;Bacilli;Bacillales;Alicyclobacillaceae;Alicyclobacillus;NA;","0","0","0","0.970874","0","0","0","0","2.272727","0","0","0","0","0","0","3.571429","0","0"
"42","Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Murimonas;NA;","0","0","0","0.970874","0","0","0","0","2.272727","1.639344","1.587302","0","0","0","0","0","0","0"
"44","Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Coprococcus;NA;","0","0","0","0","1.5625","0","4.878048","0","0","0","0","0","0","2.222222","2.12766","0","0","0"
"46","Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Dysgonamonadaceae;Dysgonomonas;NA;","0","0","0","0","1.5625","0","0","0","0","1.639344","0","0","0","0","2.12766","0","0","0"
"52","Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Rikenellaceae;Alistipes;NA;","0","0","0","0","0","1.428571","0","0","0","0","0","0","0","2.222222","2.12766","0","0","0"
"55","Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Klebsiella;NA;","0","0","0","0","0","0","2.439024","0","0","0","0","1.111111","0.854701","0","0","0","0","0"
"56","Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Anaeromassilibacillus;NA;","0","0","0","0","0","0","2.439024","0","0","0","3.174603","0","0","2.222222","0","0","0","0"
"60","Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Anaerocolumna;NA;","0","0","0","0","0","0","0","0","2.272727","0","0","1.111111","0","2.222222","2.12766","0","0","0"
"66","Bacteria;Firmicutes;Bacilli;Lactobacillales;Carnobacteriaceae;Jeotgalibaca;NA;","0","0","0","0","0","0","0","0","0","0","0","1.111111","0.854701","0","0","0","4.761905","0"
"35","Unclassified","73.394497","69.841266","75","66.990289","60.9375","70.000002","60.975616","58.064522","63.636365","59.016397","55.555551","63.333335","68.376064","57.777779","61.702123","53.571423","57.142857","58.333331"
