"","X","I.P01","I.P07","I.P11","I.S07","I.S29","I.S34","I.W31","I.W32","I.W33","S.P03","S.P09","S.P12","S.S05","S.S08","S.S32","S.W36","S.W37","S.W20"
"1","Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;NA;","18.75","23.809525","38.888889","29.629629","27.272728","33.333336","58.333332","30.000002","25","56.25","44.444447","31.25","34.482758","29.411766","61.538464","21.428572","15.000001","30.000002"
"2","Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Porphyromonadaceae;Porphyromonas;NA;","6.25","0","0","0","4.545455","0","0","0","4.166667","0","0","0","0","0","0","7.142858","5","10"
"3","Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella;NA;","6.25","4.761905","5.555556","3.703704","4.545455","8.333334","0","0","0","6.25","0","0","10.344828","0","0","0","10","0"
"4","Bacteria;Bacteroidetes;Bacteroidia;Marinilabiliales;Marinilabiliaceae;Marinilabilia;NA;","6.25","4.761905","0","0","4.545455","0","0","0","0","0","5.555556","0","0","0","0","0","0","0"
"5","Bacteria;Verrucomicrobia;Verrucomicrobiae;Verrucomicrobiales;Akkermansiaceae;Akkermansia;NA;","6.25","0","0","0","4.545455","0","0","0","0","0","0","6.25","0","5.882353","0","0","0","0"
"6","Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Tannerellaceae;Parabacteroides;NA;","6.25","9.523809","5.555556","3.703704","9.090909","0","0","15.000001","4.166667","6.25","11.111112","6.25","6.896552","11.764706","7.692308","7.142858","5","0"
"7","Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Prevotellaceae;Alloprevotella;NA;","6.25","4.761905","5.555556","0","0","0","0","0","0","0","5.555556","6.25","0","0","0","0","0","0"
"13","Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Rikenellaceae;Alistipes;NA;","0","0","5.555556","0","4.545455","8.333334","0","0","4.166667","6.25","5.555556","0","0","11.764706","0","0","0","0"
"15","Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Ruminococcus;NA;","0","0","0","3.703704","0","0","8.333334","5","0","0","0","0","0","5.882353","0","7.142858","0","0"
"17","Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Odoribacteraceae;Butyricimonas;NA;","0","0","0","3.703704","0","0","0","0","4.166667","6.25","0","6.25","3.448276","5.882353","0","0","0","10"
"18","Bacteria;Firmicutes;Erysipelotrichia;Erysipelotrichales;Erysipelotrichaceae;Erysipelatoclostridium;NA;","0","0","0","3.703704","0","0","0","10","0","0","0","0","0","5.882353","0","0","10","0"
"20","Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Odoribacteraceae;Odoribacter;NA;","0","0","0","0","4.545455","0","0","5","4.166667","6.25","0","0","0","0","0","0","5","0"
"13.1","Unclassified","43.75","52.380951","38.888887","51.851851","36.363633","49.999996","33.333334","34.999997","54.166665","12.5","27.777773","43.75","44.827586","23.52941","30.769228","57.142854","49.999999","49.999998"
