"","X","I.P01","I.P07","I.P11","I.S07","I.S29","I.S34","I.W31","I.W32","I.W33","S.P03","S.P09","S.P12","S.S05","S.S08","S.S32","S.W36","S.W37","S.W20"
"1","Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Ruminococcus;NA;","5.714286","4.761905","0","6.349207","5.084745","2.564103","0","7.407407","0","4.255319","4.878048","8.196721","4.761905","7.317073","0","0","0","0"
"2","Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Pseudoflavonifractor;NA;","5.714286","4.761905","2.857143","3.174603","5.084745","5.128205","12.121212","3.703704","3.125","0","4.878048","1.639344","4.761905","0","3.703704","7.142858","6.666667","0"
"3","Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Roseburia;NA;","2.857143","0","2.857143","1.587302","1.694915","2.564103","3.030303","0","0","0","2.439024","4.918033","2.380952","2.439024","7.407407","0","0","0"
"4","Bacteria;Firmicutes;Clostridia;Clostridiales;Clostridiaceae;Clostridium;NA;","2.857143","2.380952","11.428572","11.111112","8.474577","0","0","0","9.375","10.638298","9.756097","1.639344","10.714286","7.317073","0","3.571429","0","25"
"5","Bacteria;Firmicutes;Bacilli;Bacillales;Paenibacillaceae;Paenibacillus;NA;","2.857143","0","0","3.174603","1.694915","0","0","0","0","4.255319","0","0","1.190476","0","0","0","0","0"
"6","Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Faecalibacterium;NA;","2.857143","0","2.857143","1.587302","0","2.564103","6.060606","7.407407","3.125","2.12766","2.439024","4.918033","0","2.439024","3.703704","7.142858","0","0"
"7","Bacteria;Firmicutes;Clostridia;Candidatus Borkfalkiales;Candidatus Borkfalkiaceae;Candidatus Borkfalkia;NA;","2.857143","0","2.857143","0","0","2.564103","0","0","0","4.255319","0","3.278688","2.380952","0","0","0","0","0"
"8","Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;NA;","1.428571","7.142858","2.857143","3.174603","3.389831","5.128205","3.030303","0","0","4.255319","0","1.639344","1.190476","4.878048","3.703704","3.571429","0","0"
"10","Bacteria;Firmicutes;Clostridia;Clostridiales;Eubacteriaceae;Eubacterium;NA;","1.428571","2.380952","0","3.174603","1.694915","0","0","0","0","0","0","1.639344","0","2.439024","0","0","0","0"
"11","Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Anaerotruncus;NA;","1.428571","2.380952","0","1.587302","3.389831","5.128205","0","0","0","0","2.439024","3.278688","3.571429","0","3.703704","0","0","0"
"12","Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Marvinbryantia;NA;","1.428571","4.761905","2.857143","0","1.694915","0","6.060606","0","6.25","8.510638","2.439024","1.639344","0","0","0","3.571429","13.333334","12.5"
"13","Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Subdoligranulum;NA;","1.428571","0","0","0","3.389831","0","0","0","0","2.12766","0","4.918033","2.380952","0","0","0","0","0"
"15","Bacteria;Firmicutes;Clostridia;Clostridiales;Clostridiaceae;Hungatella;NA;","1.428571","0","0","1.587302","1.694915","0","0","0","0","2.12766","0","0","1.190476","4.878048","0","0","6.666667","0"
"21","Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella;NA;","0","0","2.857143","1.587302","1.694915","5.128205","0","0","0","2.12766","2.439024","1.639344","0","2.439024","0","0","0","0"
"22","Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Barnesiellaceae;Barnesiella;NA;","0","0","2.857143","1.587302","0","0","0","3.703704","0","0","0","0","1.190476","2.439024","0","0","0","0"
"23","Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Blautia;NA;","0","0","2.857143","1.587302","1.694915","0","0","0","0","2.12766","0","0","0","0","0","3.571429","0","0"
"24","Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Lachnotalea;NA;","0","0","2.857143","1.587302","0","0","0","0","3.125","0","2.439024","0","0","2.439024","0","0","0","0"
"25","Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Lachnoclostridium;NA;","0","0","0","3.174603","0","0","0","0","0","0","0","0","0","2.439024","0","3.571429","0","0"
"28","Bacteria;Spirochaetes;Spirochaetia;Spirochaetales;Spirochaetaceae;Treponema;NA;","0","0","0","0","1.694915","0","0","0","3.125","0","2.439024","0","0","0","0","0","0","0"
"30","Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Robinsoniella;NA;","0","0","0","0","1.694915","0","0","0","0","0","2.439024","0","0","0","0","0","0","12.5"
"33","Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas;NA;","0","0","0","0","0","2.564103","3.030303","0","3.125","0","0","0","1.190476","0","0","0","0","0"
"22.1","Unclassified","65.714287","71.428571","59.999998","53.96825","55.932205","66.666665","66.666667","77.777778","68.75","53.191488","60.975615","60.65574","63.095239","58.53659","77.777777","67.857139","73.333332","50"
