"","X","I.P01","I.P07","I.P11","I.S07","I.S29","I.S34","I.W31","I.W32","I.W33","S.P03","S.P09","S.P12","S.S05","S.S08","S.S32","S.W36","S.W37","S.W20"
"1","Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Muribaculaceae;NA;NA;","12.5","15.000001","13.157895","13.333334","10","9.375","40","25","23.529411","2.631579","20.588236","0","6.849315","21.621622","9.677419","21.428572","0","0"
"2","Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;NA;NA;","7.5","20","13.157895","8.888889","10","9.375","0","8.333334","11.764706","13.157895","11.764706","10","21.917809","8.108108","25.80645","14.285715","37.5","55.555557"
"3","Bacteria;Firmicutes;Clostridia;Clostridiales;Clostridiaceae;NA;NA;","7.5","5","10.526316","17.777779","6.666667","9.375","6.666667","8.333334","0","5.263158","5.882353","20","12.328767","2.702703","9.677419","0","12.5","11.111112"
"4","Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;NA;NA;","7.5","7.5","5.263158","2.222222","6.666667","6.25","6.666667","0","0","5.263158","8.823529","10","5.479452","0","0","7.142858","0","0"
"5","Bacteria;Bacteroidetes;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;NA;NA;","2.5","0","2.631579","0","0","0","0","0","5.882353","0","2.941176","0","1.369863","2.702703","0","0","0","0"
"6","Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Rikenellaceae;NA;NA;","2.5","2.5","0","2.222222","0","0","0","0","0","0","0","5","1.369863","0","0","7.142858","12.5","0"
"7","Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Prevotellaceae;NA;NA;","2.5","10","2.631579","0","6.666667","3.125","0","8.333334","5.882353","5.263158","5.882353","5","1.369863","0","3.225806","7.142858","12.5","11.111112"
"8","Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;NA;NA;","2.5","2.5","5.263158","0","3.333333","0","6.666667","8.333334","17.647058","7.894736","2.941176","10","9.589041","5.405406","3.225806","0","0","0"
"14","Bacteria;Bacteroidetes;Bacteroidia;Marinilabiliales;Prolixibacteraceae;NA;NA;","0","2.5","0","0","3.333333","0","0","0","0","0","2.941176","0","1.369863","0","0","0","0","0"
"15","Bacteria;Firmicutes;Clostridia;Clostridiales;Eubacteriaceae;NA;NA;","0","0","2.631579","2.222222","0","0","0","0","0","2.631579","0","0","0","0","0","0","0","0"
"16","Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Barnesiellaceae;NA;NA;","0","0","2.631579","2.222222","0","0","0","0","5.882353","2.631579","2.941176","0","0","2.702703","3.225806","0","0","0"
"17","Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Dysgonamonadaceae;NA;NA;","0","0","2.631579","2.222222","3.333333","0","6.666667","8.333334","0","2.631579","5.882353","5","1.369863","0","3.225806","0","0","11.111112"
"13","Unclassified","55","34.999999","39.473683","48.888888","50","62.5","33.333332","33.33333","29.411766","52.631579","29.411766","35","36.986301","56.756755","41.935488","42.857139","25","11.111107"
