"","X","I.P01","I.P07","I.P11","I.S07","I.S29","I.S34","I.W31","I.W32","I.W33","S.P03","S.P09","S.P12","S.S05","S.S08","S.S32","S.W36","S.W37","S.W20"
"1","Bacteria;Firmicutes;NA;NA;NA;NA;NA;","19.672131","16","27.586206","25.581396","18.918919","14.285715","25","18.75","10.526316","10","7.894736","13.333334","11.111112","21.73913","9.090909","24","31.25","71.428574"
"2","Bacteria;Bacteroidetes;NA;NA;NA;NA;NA;","13.114754","28","27.586206","23.255816","24.324326","25.714287","12.5","25","42.105263","33.333336","23.684212","8.888889","16.666668","34.782608","27.272728","28","25","28.57143"
"3","Bacteria;Proteobacteria;NA;NA;NA;NA;NA;","1.639344","2","6.896552","4.651163","0","0","12.5","6.25","10.526316","6.666667","0","2.222222","3.333333","4.347826","0","0","6.25","0"
"7","Bacteria;Verrucomicrobia;NA;NA;NA;NA;NA;","0","2","0","0","0","0","0","6.25","0","0","2.631579","2.222222","1.111111","0","0","4","6.25","0"
"5","Unclassified","65.573771","52","37.931036","46.511625","56.756755","59.999998","50","43.75","36.842105","49.999997","65.789473","73.333333","67.777776","39.130436","63.636363","44","31.25","-3.99999998990097e-06"
