,I-P01,I-P07,I-P11,I-S07,I-S29,I-S34,I-W31,I-W32,I-W33,S-P03,S-P09,S-P12,S-S05,S-S08,S-S32,S-W36,S-W37,S-W20
Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Muribaculaceae;NA;NA;,12.578617,15.909091,11.650486,9.770115,9.523809,6.611570,14.606741,12.857143,10.156250,14.423077,16.153847,6.201550,7.296137,15.044249,8.695652,14.893617,6.097561,11.627908
Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Rikenellaceae;NA;NA;,7.547170,7.575758,8.737864,4.597701,8.333334,9.090909,7.865169,2.857143,9.375000,2.884615,5.384615,5.426357,7.296137,7.079646,9.565217,12.765958,20.731707,9.302325
Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Prevotellaceae;NA;NA;,6.918239,9.848485,8.737864,4.597701,8.333334,9.917356,3.370786,7.142858,5.468750,11.538462,11.538462,8.527132,7.725322,8.849558,7.826087,4.255319,7.317073,4.651163
Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;NA;NA;,6.289309,6.060606,12.621360,5.172414,8.333334,10.743801,10.112359,11.428572,8.593750,11.538462,9.230769,6.976745,6.866953,7.964602,10.434782,10.638298,8.536586,23.255816
Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;NA;NA;,6.289309,2.272727,0.970874,1.149425,1.190476,0.826446,1.123595,1.428571,0.781250,2.884615,0,4.651163,4.721030,0.884956,3.478261,0,1.219512,4.651163
Bacteria;Firmicutes;Clostridia;Clostridiales;Clostridiaceae;NA;NA;,2.515723,0,1.941748,3.448276,1.785714,2.479339,2.247191,0,0.781250,0.961538,0.769231,0,3.862661,0,2.608696,3.191489,2.439024,0
Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;NA;NA;,1.886792,0.757576,1.941748,0.574713,1.190476,4.132231,4.494382,1.428571,0.781250,0.961538,1.538462,6.201550,4.721030,1.769912,0,1.063830,0,0
Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Tannerellaceae;NA;NA;,1.886792,1.515152,0.970874,1.149425,0.595238,0,0,5.714286,0,1.923077,2.307692,1.550388,0.858369,1.769912,0,2.127660,4.878048,4.651163
Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;Rhodospirillaceae;NA;NA;,1.257862,2.272727,0,2.298851,0,0,0,0,0,0,0,1.550388,0.429185,0,0,0,0,0
Bacteria;Firmicutes;Clostridia;Clostridiales;Eubacteriaceae;NA;NA;,1.257862,0.757576,0.970874,0.574713,0.595238,0,0,1.428571,0,0.961538,0.769231,0.775194,1.716738,0.884956,0,0,0,0
Bacteria;Actinobacteria;Actinobacteria;Streptomycetales;Streptomycetaceae;NA;NA;,0.628931,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Porphyromonadaceae;NA;NA;,0.628931,0,0,0,0.595238,0,0,2.857143,1.562500,0.961538,0,0,0,0,0.869565,1.063830,0,2.325581
Bacteria;Firmicutes;Bacilli;Bacillales;Bacillaceae;NA;NA;,0.628931,0.757576,0.970874,0,0,0,0,0,0,0.961538,0,0.775194,0.858369,0.884956,0.869565,0,0,0
Bacteria;Firmicutes;Bacilli;Bacillales;Planococcaceae;NA;NA;,0.628931,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria;Proteobacteria;Deltaproteobacteria;Desulfovibrionales;Desulfovibrionaceae;NA;NA;,0.628931,4.545455,5.825243,2.298851,1.190476,4.958678,5.617978,10.000000,3.906250,0,3.076923,2.325581,0.858369,1.769912,1.739130,3.191489,1.219512,0
