,I-P01,I-P07,I-P11,I-S07,I-S29,I-S34,I-W31,I-W32,I-W33,S-P03,S-P09,S-P12,S-S05,S-S08,S-S32,S-W36,S-W37,S-W20
Bacteria;Bacteroidetes;NA;NA;NA;NA;NA;,40.880505,43.939392,47.572815,31.034481,49.404762,41.322315,43.820225,48.571430,50.781250,51.923077,53.076923,40.310078,38.626610,48.672565,45.217392,60.638298,62.195122,72.093025
Bacteria;Firmicutes;NA;NA;NA;NA;NA;,18.238993,8.333334,9.708737,7.471264,9.523809,12.396694,17.977528,11.428572,8.593750,11.538462,3.846154,17.054264,19.742489,7.964602,12.173913,9.574469,3.658536,13.953489
Bacteria;Proteobacteria;NA;NA;NA;NA;NA;,2.515723,9.090909,8.737864,5.747127,4.166667,6.611570,5.617978,10.000000,3.906250,0.961538,4.615385,5.426357,3.433476,4.424779,2.608696,4.255319,3.658536,2.325581
Bacteria;Actinobacteria;NA;NA;NA;NA;NA;,1.257862,0.757576,0,0,0,0.826446,0,0,0,0,0.769231,0,0.429185,0,0.869565,0,0,0
Bacteria;Candidatus Melainabacteria;NA;NA;NA;NA;NA;,0.628931,3.030303,0,3.448276,1.785714,0,0,0,0.781250,0,0.769231,1.550388,0.429185,1.769912,0.869565,0,1.219512,0
Viruses,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
cannot be assigned to a (non-viral) phylum,4.402516,9.848485,4.854369,18.965517,8.928572,11.570248,4.494382,7.142858,10.156250,4.807693,10.000000,5.426357,6.437768,7.079646,10.434782,5.319149,9.756097,2.325581
unclassified,32.075471,24.242425,29.126215,31.034482,25.595239,27.272728,28.089887,22.857143,25.781250,30.769232,26.153848,30.232558,30.472103,30.088496,27.826086,19.148937,19.512194,9.302326
Bacteria;Spirochaetes;NA;NA;NA;NA;NA;,0,0.757576,0,2.298851,0,0,0,0,0,0,0.769231,0,0.429185,0,0,1.063830,0,0
Bacteria;Fusobacteria;NA;NA;NA;NA;NA;,0,0,0,0,0.595238,0,0,0,0,0,0,0,0,0,0,0,0,0
