RelTime,Delta,CO2
-0.7,-25.75,0.65
-0.416666667,-23.42,0.81
-0.116666667,-22.25,0.86
0,NA,NA
0.2,1073.38,0.99
0.516666667,4120.37,0.79
0.866666667,4383.09,1.4
1.366666667,3767.29,0.9
1.716666667,3689.77,0.86
2.05,2998.73,1.05
2.4,2359.51,1.21
2.833333333,1503.56,0.84
