RelTime,Delta,CO2
-0.90,-20.06,1.15
-0.43,-20.3,0.98
-0.12,-20.62,1.15
0.00,NA,
0.23,-1.39,1.19
0.62,165.99,0.97
0.93,279.6,0.94
1.27,328.01,0.95
1.62,NA,NA
2.03,289.69,0.95
