RelTime,Delta,CO2
-0.816666667,-21.58,1.01
-0.516666667,-22.43,0.93
-0.216666667,-22.39,0.97
0,NA,NA
0.366666667,61,1.13
0.733333333,392.31,0.79
1.05,600.11,1.2
1.45,589.65,0.91
1.783333333,605.65,0.84
