RelTime,Delta,CO2
-0.82,-19.43,0.85
-0.52,-20.53,0.8
-0.23,-19.97,0.81
0.00,NA,NA
0.33,33.65,1.16
0.70,296.39,0.85
1.03,380.13,0.95
1.37,444.86,0.71
1.683333333,443.59,0.9
2.016666667,474.98,0.99
