,I-P01,I-P07,I-P11,I-S07,I-S29,I-S34,I-W31,I-W32,I-W33,S-P03,S-P09,S-P12,S-S05,S-S08,S-S32,S-W36,S-W37,S-W20
Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Rikenellaceae;Alistipes;NA;,9.302325,10.204082,11.764706,6.578948,12.857143,19.444445,14.285715,12.500000,6.666667,5.882353,10.526316,20.588236,9.090909,10.869565,20.000000,20.588236,12.121212,27.272728
Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;NA;,6.976745,10.204082,23.529411,9.210526,12.857143,16.666668,10.714286,4.166667,18.333334,14.705883,13.157895,14.705883,16.666668,17.391304,20.000000,20.588236,6.060606,36.363636
Bacteria;Verrucomicrobia;Verrucomicrobiae;Verrucomicrobiales;Akkermansiaceae;Akkermansia;NA;,4.651163,2.040816,2.941176,3.947368,1.428571,0,0,8.333334,0,0,2.631579,2.941176,1.515152,0,0,2.941176,3.030303,0
Bacteria;Elusimicrobia;Elusimicrobia;Elusimicrobiales;Elusimicrobiaceae;Elusimicrobium;NA;,4.651163,4.081633,0,2.631579,0,0,0,0,3.333333,5.882353,0,0,1.515152,6.521739,0,0,6.060606,0
Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Tannerellaceae;Parabacteroides;NA;,2.325581,2.040816,0,0,0,0,0,8.333334,1.666667,2.941176,2.631579,2.941176,1.515152,2.173913,0,2.941176,0,0
Bacteria;Bacteroidetes;Cytophagia;Cytophagales;Cyclobacteriaceae;Lunatimonas;NA;,2.325581,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Rikenellaceae;Millionella;NA;,2.325581,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Viruses,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
cannot be assigned to a (non-viral) genus,58.139534,46.938778,47.058823,48.684208,55.714287,41.666664,46.428570,25.000000,51.666664,41.176472,50.000000,35.294117,48.484848,43.478260,37.142857,41.176472,45.454548,18.181818
unclassified,9.302326,4.081633,5.882353,5.263158,5.714286,8.333334,10.714286,4.166667,3.333334,5.882353,10.526316,8.823530,9.090909,2.173913,5.714286,0.000000,3.030303,0.000000
