RelTime,Delta,CO2
-0.766666667,-27.62,0.63
-0.5,-27.74,0.68
-0.133333333,-27.46,0.64
0,NA,NA
0.15,2441.79,1.17
0.65,6786.66,0.67
0.95,6907.92,0.88
1.316666667,8108.83,1.07
1.7,8074.95,0.83
2.033333333,6948.27,0.86
2.5,3725.65,0.93
2.866666667,2894.15,1.03
