RelTime,Delta,CO2
-0.516666667,-25.36,0.95
-0.133333333,-25.92,0.98
0,NA,NA
0.166666667,3335.47,0.82
0.45,5497.67,1
0.75,5944.6,0.76
1.033333333,5731.04,1.11
1.316666667,5564.15,0.97
1.6,5353.82,0.83
1.883333333,5089.98,1.17
2.2,4335.46,1.12
2.483333333,3345.48,1.05
2.783333333,2648.79,1.03
