RelTime,Delta,CO2
-0.466666667,-20.7,1.03
-0.133333333,-20.88,0.89
0,NA,NA
0.216666667,1854.73,0.91
0.55,4654.54,0.75
0.883333333,4521.44,0.94
1.4,3432.23,0.61
1.7,2491.82,0.96
2.066666667,1817.58,0.87
2.433333333,1492.01,1.01
2.8,1194.25,1.02
