RelTime,Delta,CO2
-0.716666667,-26.18,0.93
-0.4,-26.46,0.96
-0.133333333,-26.57,0.76
0,NA,NA
0.133333333,1151.83,0.62
0.416666667,4689.39,1.07
0.733333333,5540.75,0.68
1.033333333,5865.84,0.89
1.316666667,4845.26,0.7
1.616666667,4234.37,1.21
1.95,2795.64,0.53
2.216666667,2792.41,0.64
2.483333333,2528.91,0.72
2.766666667,2232.84,0.89
