,I-P01,I-P07,I-P11,I-S07,I-S29,I-S34,I-W31,I-W32,I-W33,S-P03,S-P09,S-P12,S-S05,S-S08,S-S32,S-W20,S-W36,S-W37
Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Muribaculaceae;NA;NA;,12.500000,15.000001,13.157895,13.333334,10.000000,9.375000,40.000000,25.000000,23.529411,2.631579,20.588236,0,6.849315,21.621622,9.677419,0,21.428572,0
Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;NA;NA;,7.500000,20.000000,13.157895,8.888889,10.000000,9.375000,0,8.333334,11.764706,13.157895,11.764706,10.000000,21.917809,8.108108,25.806450,55.555557,14.285715,37.500000
Bacteria;Firmicutes;Clostridia;Clostridiales;Clostridiaceae;NA;NA;,7.500000,5.000000,10.526316,17.777779,6.666667,9.375000,6.666667,8.333334,0,5.263158,5.882353,20.000000,12.328767,2.702703,9.677419,11.111112,0,12.500000
Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;NA;NA;,7.500000,7.500000,5.263158,2.222222,6.666667,6.250000,6.666667,0,0,5.263158,8.823529,10.000000,5.479452,0,0,0,7.142858,0
Bacteria;Bacteroidetes;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;NA;NA;,2.500000,0,2.631579,0,0,0,0,0,5.882353,0,2.941176,0,1.369863,2.702703,0,0,0,0
Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Rikenellaceae;NA;NA;,2.500000,2.500000,0,2.222222,0,0,0,0,0,0,0,5.000000,1.369863,0,0,0,7.142858,12.500000
Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Prevotellaceae;NA;NA;,2.500000,10.000000,2.631579,0,6.666667,3.125000,0,8.333334,5.882353,5.263158,5.882353,5.000000,1.369863,0,3.225806,11.111112,7.142858,12.500000
Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;NA;NA;,2.500000,2.500000,5.263158,0,3.333333,0,6.666667,8.333334,17.647058,7.894736,2.941176,10.000000,9.589041,5.405406,3.225806,0,0,0
Bacteria;Bacteroidetes;Bacteroidia;Marinilabiliales;Marinilabiliaceae;NA;NA;,2.500000,0,0,0,0,0,0,0,0,0,2.941176,0,0,0,0,0,0,0
Viruses,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
cannot be assigned to a (non-viral) family,7.500000,10.000000,13.157895,13.333334,20.000000,25.000000,6.666667,8.333334,11.764706,15.789473,8.823529,0.000000,4.109589,24.324326,19.354837,0.000000,21.428572,0.000000
unclassified,44.999999,22.499999,26.315790,33.333334,30.000001,34.375000,26.666668,25.000000,17.647059,36.842105,17.647059,34.999999,32.876712,32.432431,22.580644,11.111111,21.428572,25.000000
Bacteria;Firmicutes;Bacilli;Bacillales;Paenibacillaceae;NA;NA;,0,2.500000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria;Bacteroidetes;Bacteroidia;Marinilabiliales;Prolixibacteraceae;NA;NA;,0,2.500000,0,0,3.333333,0,0,0,0,0,2.941176,0,1.369863,0,0,0,0,0
Bacteria;Firmicutes;Clostridia;Clostridiales;Eubacteriaceae;NA;NA;,0,0,2.631579,2.222222,0,0,0,0,0,2.631579,0,0,0,0,0,0,0,0
Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Barnesiellaceae;NA;NA;,0,0,2.631579,2.222222,0,0,0,0,5.882353,2.631579,2.941176,0,0,2.702703,3.225806,0,0,0
Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Dysgonamonadaceae;NA;NA;,0,0,2.631579,2.222222,3.333333,0,6.666667,8.333334,0,2.631579,5.882353,5.000000,1.369863,0,3.225806,11.111112,0,0
Bacteria;Bacteroidetes;Cytophagia;Cytophagales;Hymenobacteraceae;NA;NA;,0,0,0,2.222222,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria;Thermotogae;Thermotogae;Petrotogales;Petrotogaceae;NA;NA;,0,0,0,0,0,3.125000,0,0,0,0,0,0,0,0,0,0,0,0
