,I-P01,I-P07,I-P11,I-S07,I-S29,I-S34,I-W31,I-W32,I-W33,S-P03,S-P09,S-P12,S-S05,S-S08,S-S32,S-W20,S-W36,S-W37
Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;NA;,7.500000,17.500000,13.157895,8.888889,10.000000,9.375000,0,8.333334,11.764706,13.157895,11.764706,10.000000,19.178082,8.108108,25.806450,55.555557,14.285715,37.500000
Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Ruminococcus;NA;,7.500000,7.500000,2.631579,2.222222,3.333333,6.250000,0,0,0,2.631579,8.823529,5.000000,4.109589,0,0,0,0,0
Bacteria;Firmicutes;Clostridia;Clostridiales;Clostridiaceae;Clostridium;NA;,7.500000,5.000000,10.526316,17.777779,6.666667,9.375000,0,0,0,5.263158,5.882353,20.000000,12.328767,2.702703,9.677419,11.111112,0,0
Bacteria;Bacteroidetes;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Chryseobacterium;NA;,2.500000,0,2.631579,0,0,0,0,0,5.882353,0,2.941176,0,1.369863,2.702703,0,0,0,0
Bacteria;Bacteroidetes;Bacteroidia;Marinilabiliales;Marinilabiliaceae;Anaerophaga;NA;,2.500000,0,0,0,0,0,0,0,0,0,2.941176,0,0,0,0,0,0,0
Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Rikenellaceae;Alistipes;NA;,2.500000,2.500000,0,2.222222,0,0,0,0,0,0,0,5.000000,1.369863,0,0,0,7.142858,12.500000
Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Prevotellaceae;Paraprevotella;NA;,2.500000,2.500000,0,0,0,0,0,8.333334,0,0,0,5.000000,0,0,0,11.111112,7.142858,0
Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Muribaculaceae;Muribaculum;NA;,2.500000,2.500000,0,2.222222,0,3.125000,6.666667,0,5.882353,0,2.941176,0,0,2.702703,0,0,0,0
Viruses,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
cannot be assigned to a (non-viral) genus,20.000000,27.500000,28.947369,24.444445,36.666668,31.250000,46.666668,33.333336,41.176472,26.315790,26.470589,10.000000,16.438356,48.648651,32.258064,0.000000,42.857143,0.000000
unclassified,44.999999,22.499999,26.315790,33.333334,30.000001,34.375000,26.666668,25.000000,17.647059,36.842105,17.647059,34.999999,32.876712,32.432431,22.580644,11.111111,21.428572,25.000000
Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella;NA;,0,7.500000,2.631579,0,6.666667,3.125000,0,0,5.882353,5.263158,5.882353,0,1.369863,0,3.225806,0,0,12.500000
Bacteria;Firmicutes;Bacilli;Bacillales;Paenibacillaceae;Paenibacillus;NA;,0,2.500000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria;Bacteroidetes;Bacteroidia;Marinilabiliales;Prolixibacteraceae;Mariniphaga;NA;,0,2.500000,0,0,3.333333,0,0,0,0,0,2.941176,0,1.369863,0,0,0,0,0
Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Butyrivibrio;NA;,0,0,2.631579,0,0,0,0,0,0,0,0,0,1.369863,0,0,0,0,0
Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Roseburia;NA;,0,0,2.631579,0,0,0,0,0,0,0,0,5.000000,2.739726,0,0,0,0,0
Bacteria;Firmicutes;Clostridia;Clostridiales;Eubacteriaceae;Eubacterium;NA;,0,0,2.631579,2.222222,0,0,0,0,0,2.631579,0,0,0,0,0,0,0,0
Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Dysgonamonadaceae;Dysgonomonas;NA;,0,0,2.631579,2.222222,3.333333,0,6.666667,8.333334,0,2.631579,5.882353,5.000000,1.369863,0,3.225806,11.111112,0,0
Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Barnesiellaceae;Barnesiella;NA;,0,0,2.631579,2.222222,0,0,0,0,5.882353,2.631579,2.941176,0,0,2.702703,3.225806,0,0,0
Bacteria;Bacteroidetes;Cytophagia;Cytophagales;Hymenobacteraceae;Rufibacter;NA;,0,0,0,2.222222,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria;Thermotogae;Thermotogae;Petrotogales;Petrotogaceae;Petrotoga;NA;,0,0,0,0,0,3.125000,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Faecalibacterium;NA;,0,0,0,0,0,0,6.666667,0,0,0,0,0,1.369863,0,0,0,7.142858,0
Bacteria;Firmicutes;Clostridia;Clostridiales;Clostridiaceae;Hungatella;NA;,0,0,0,0,0,0,6.666667,8.333334,0,0,0,0,0,0,0,0,0,12.500000
Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Lachnoclostridium;NA;,0,0,0,0,0,0,0,8.333334,5.882353,2.631579,2.941176,0,0,0,0,0,0,0
Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Cellulosilyticum;NA;,0,0,0,0,0,0,0,0,0,0,0,0,1.369863,0,0,0,0,0
Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Herbinix;NA;,0,0,0,0,0,0,0,0,0,0,0,0,1.369863,0,0,0,0,0
