,I-P01,I-P07,I-P11,I-S07,I-S29,I-S34,I-W31,I-W32,I-W33,S-P03,S-P09,S-P12,S-S05,S-S08,S-S32,S-W20,S-W36,S-W37
Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;NA;NA;,7.112971,7.303370,7.482993,7.112971,7.462687,3.902439,5.303030,5.825243,6.153846,8.108108,7.647059,7.450981,5.324074,4.022989,4.964539,10.416666,7.812500,7.692308
Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;NA;NA;,6.276151,2.808989,3.401361,3.347280,4.477612,5.365854,6.060606,4.854369,4.615385,8.108108,4.705883,5.098039,5.324074,8.045978,4.255319,8.333334,4.687500,5.128205
Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Prevotellaceae;NA;NA;,4.184101,9.550562,7.482993,4.602510,4.477612,6.341463,0,2.912621,3.076923,6.081081,8.235294,3.137255,2.546296,2.873563,2.127660,6.250000,1.562500,5.128205
Bacteria;Firmicutes;Clostridia;Clostridiales;Clostridiaceae;NA;NA;,3.347280,2.808989,5.442177,5.020921,4.975124,0.975610,5.303030,8.737864,2.307692,5.405406,2.941176,1.960784,2.777778,4.597701,3.546099,16.666668,7.031250,7.692308
Bacteria;Firmicutes;Clostridia;Clostridiales;Oscillospiraceae;NA;NA;,2.092050,2.247191,2.040816,1.255230,2.985075,3.414634,3.787879,6.796116,1.538462,4.729730,0.588235,2.352941,1.388889,1.149425,3.546099,4.166667,3.906250,2.564103
Bacteria;Firmicutes;Clostridia;Clostridiales;Eubacteriaceae;NA;NA;,1.673640,1.685393,0.680272,0.836820,1.492537,0.487805,0,0,0,0,0.588235,0.784314,0.694444,0,0,0,0,1.282051
Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;NA;NA;,0.836820,1.123595,2.040816,0.836820,1.492537,2.926829,2.272727,1.941748,1.538462,4.054054,2.352941,0.784314,1.620370,0.574713,2.127660,10.416666,2.343750,2.564103
Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Muribaculaceae;NA;NA;,0.418410,2.247191,1.360544,0.836820,1.492537,0.975610,3.030303,0.970874,0.769231,0.675676,1.764706,0.392157,0.925926,1.149425,0,2.083333,1.562500,1.282051
Viruses,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
cannot be assigned to a (non-viral) family,15.062761,21.910112,17.006802,15.899582,13.432837,21.951220,21.969696,24.271845,12.307693,10.810811,20.588236,14.901961,16.898148,9.770115,16.312057,10.416666,15.625000,10.256411
unclassified,58.995813,45.505619,50.340134,55.648535,54.228854,49.756098,50.000000,40.776700,66.153848,50.000000,48.235294,62.352943,60.648149,60.344827,60.283691,22.916667,53.125000,52.564102
Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;NA;NA;,0,2.247191,2.040816,2.928870,2.487562,2.926829,0,0,0,0,1.176471,0.784314,1.157407,4.597701,1.418440,0,0,0
Bacteria;Firmicutes;Negativicutes;Veillonellales;Veillonellaceae;NA;NA;,0,0.561798,0,0,0.497512,0,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria;Firmicutes;Erysipelotrichia;Erysipelotrichales;Erysipelotrichaceae;NA;NA;,0,0,0.680272,0,0,0,0,1.941748,1.538462,0,0.588235,0,0.231481,2.298851,0,0,1.562500,3.846154
Bacteria;Actinobacteria;Actinobacteria;Bifidobacteriales;Bifidobacteriaceae;NA;NA;,0,0,0,0.836820,0.497512,0,0,0,0,0,0,0,0.231481,0.574713,0,0,0,0
Bacteria;Firmicutes;Clostridia;Clostridiales;Caldicoprobacteraceae;NA;NA;,0,0,0,0.418410,0,0.487805,0,0,0,1.351351,0,0,0,0,1.418440,0,0,0
Bacteria;Firmicutes;Clostridia;Clostridiales;Hungateiclostridiaceae;NA;NA;,0,0,0,0.418410,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;Actinomycetaceae;NA;NA;,0,0,0,0,0,0.487805,0,0,0,0,0,0,0.231481,0,0,0,0,0
Bacteria;Actinobacteria;Coriobacteriia;Eggerthellales;Eggerthellaceae;NA;NA;,0,0,0,0,0,0,1.515152,0,0,0,0,0,0,0,0,2.083333,0,0
Bacteria;Firmicutes;Clostridia;Clostridiales;Clostridiales Family XIII. Incertae Sedis;NA;NA;,0,0,0,0,0,0,0.757576,0.970874,0,0,0,0,0,0,0,4.166667,0.781250,0
Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Rikenellaceae;NA;NA;,0,0,0,0,0,0,0,0,0,0.675676,0.588235,0,0,0,0,2.083333,0,0
