,I-P01,I-P07,I-P11,I-S07,I-S29,I-S34,I-W31,I-W32,I-W33,S-P03,S-P09,S-P12,S-S05,S-S08,S-S32,S-W20,S-W36,S-W37
Bacteria;Firmicutes;Clostridia;NA;NA;NA;NA;,23.430964,24.157303,24.489796,24.686192,26.865673,20.000000,32.575756,38.834949,22.307692,33.108109,24.117647,22.745098,18.518518,22.988506,20.567375,45.833336,29.687500,32.051285
Bacteria;Bacteroidetes;Bacteroidia;NA;NA;NA;NA;,5.857741,14.044944,10.884354,7.949791,7.960199,11.219512,6.060606,5.825243,5.384615,12.837837,13.529412,4.705883,5.324074,5.172414,5.673759,20.833332,5.468750,8.974360
Bacteria;Firmicutes;Bacilli;NA;NA;NA;NA;,0.418410,2.247191,2.040816,2.928870,2.487562,2.926829,0,0,0,0,1.176471,0.784314,1.157407,4.597701,1.418440,0,0,0
Viruses,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
cannot be assigned to a (non-viral) class,11.297071,13.483146,11.564626,7.949791,7.462687,15.609756,9.848485,12.621360,3.846154,4.054054,12.352942,9.411765,13.657408,4.022989,12.056737,8.333334,10.156250,2.564103
unclassified,58.995813,45.505619,50.340134,55.648535,54.228854,49.756098,50.000000,40.776700,66.153848,50.000000,48.235294,62.352943,60.648149,60.344827,60.283691,22.916667,53.125000,52.564102
Bacteria;Firmicutes;Negativicutes;NA;NA;NA;NA;,0,0.561798,0,0,0.497512,0,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria;Firmicutes;Erysipelotrichia;NA;NA;NA;NA;,0,0,0.680272,0,0,0,0,1.941748,1.538462,0,0.588235,0,0.231481,2.298851,0,0,1.562500,3.846154
Bacteria;Actinobacteria;Actinobacteria;NA;NA;NA;NA;,0,0,0,0.836820,0.497512,0.487805,0,0,0,0,0,0,0.462963,0.574713,0,0,0,0
Bacteria;Actinobacteria;Coriobacteriia;NA;NA;NA;NA;,0,0,0,0,0,0,1.515152,0,0.769231,0,0,0,0,0,0,2.083333,0,0
