RelTime,Delta,CO2
-0.683333333,-26.7,0.91
-0.383333333,-25.98,1.08
-0.083333333,-25.7,0.71
0,NA,NA
0.166666667,-25.89,0.65
0.433333333,-26.01,1.01
0.733333333,-26.33,0.91
0.983333333,-24.81,0.76
1.35,-25.41,0.97
1.616666667,-25.96,0.71
1.866666667,-24.92,0.85
2.15,-25.65,1.02
2.45,-24.35,0.69
2.7,-24.76,0.83
