RelTime,Delta,CO2
-0.95,-22.54,0.58
-0.683333333,-24.05,0.65
-0.2,-25.27,1.12
0,NA,NA
0.1,-32.95,1.12
0.35,-20.66,0.84
0.6,-7.67,0.8
0.85,5.49,0.67
1.183333333,22.66,0.86
1.55,23.14,1.08
1.85,7.62,1.04
2.15,9.96,0.9
2.483333333,7.25,1.05
2.783333333,12.47,0.87
