RelTime,Delta,CO2
-0.716666667,-26.67,0.88
-0.433333333,-26.88,0.77
-0.15,-27.2,0.77
0,NA,NA
0.116666667,-32.26,1.07
0.433333333,-22.76,0.65
0.716666667,-16.02,0.66
1.016666667,-9.51,0.86
1.316666667,-7.49,0.89
1.6,-6.66,0.56
1.866666667,-5.45,0.78
2.233333333,-12.51,0.59
2.516666667,-6.75,0.5
2.766666667,-9.11,0.64
3.03,-5.47,0.77
