RelTime,Delta,CO2
-0.7,-19.53,0.83
-0.4,-19.66,0.84
-0.066666667,-18.93,0.93
0,NA,NA
0.25,-20.27,0.73
0.533333333,-19.88,0.99
0.883333333,-19.58,0.87
1.2,-19.65,0.99
1.533333333,-19.99,0.85
1.816666667,-19.53,1.03
2.183333333,-19.39,1.03
2.533333333,-21.35,0.78
2.816666667,NA,NA
