RelTime,Delta,CO2
-0.8,-20.73,0.63
-0.383333333,-20.34,0.68
-0.133333333,-19.04,0.82
0,NA,NA
0.283333333,-6.78,1.24
0.533333333,4.83,0.97
0.783333333,43.88,1.22
1.033333333,71,0.8
1.3,82.8,0.87
1.55,88.78,0.67
1.8,82.03,0.81
2.066666667,81.77,0.82
2.316666667,90.84,0.88
3,76.47,0.92
