RelTime,Delta,CO2
-0.783333333,-25.41,0.96
-0.483333333,-25.57,0.89
-0.2,-24.98,0.76
0,NA,NA
0.116666667,-28.37,0.84
0.4,-22.48,0.67
0.666666667,-20.71,0.77
0.95,-13.64,0.88
1.233333333,-9.42,0.65
1.5,-7.97,0.77
1.783333333,-9.71,1.02
2.083333333,-11.37,0.91
2.366666667,-9.46,0.95
2.7,-13.61,0.9
2.983333333,-8.67,0.68
