RelTime,Delta,CO2
-1.916666667,-21.38,0.94
-1.683333333,-21.46,1.08
-0.433333333,-22.91,0.79
0,NA,NA
0.25,-14.22,0.89
0.583333333,39.1,1.18
0.866666667,77.54,0.58
1.166666667,106.77,0.77
1.433333333,117.2,0.97
1.7,102.64,0.94
1.95,102.61,0.77
2.45,100.14,0.6
2.916666667,78.54,0.89
