RelTime,Delta,CO2
-1.383333333,-18.99,1.06
-1,-19.45,0.98
-0.683333333,-20.01,1.13
0,NA,NA
0.3,16.07,1.08
0.65,73.78,0.72
0.95,112.8,0.8
1.266666667,126.74,0.88
1.583333333,136.09,0.97
1.883333333,151.76,1.09
2.216666667,124.78,1.22
2.566666667,179.85,0.93
2.866666667,198.07,0.84
