RelTime,Delta,CO2
-0.533333333,-22.75,0.76
-0.233333333,-24.67,1.12
0,NA,NA
0.433333333,-22.22,0.59
0.733333333,-20.1,0.7
1.233333333,-13.01,0.74
1.6,-5.5,0.75
1.933333333,-0.43,0.8
2.233333333,2.8,0.8
2.566666667,4.38,0.66
,,
,,
