RelTime,Delta,CO2
-0.666666667,-25.69,0.75
-0.416666667,-26.14,0.91
-0.133333333,-25.46,1
0,NA,NA
0.2,-25.35,0.9
0.466666667,-22.61,1.01
0.75,-17.08,0.93
1.033333333,-14.81,1.16
1.333333333,-11.4,1.02
1.6,-8.69,0.73
1.883333333,-8.33,0.71
2.133333333,-11.25,0.68
2.4,-7.22,0.5
2.65,-3.12,0.65
2.883333333,-6.78,0.64
